Protein,RF_Importance
PRG4,0.002922074112032356
KNG1,0.0028507502644727857
CCL21C;CCL21B;CCL21A,0.002842123392201521
SFRP4,0.002758468570931493
ANXA7,0.002752435708392469
SCUBE1,0.0027508954449336443
TCHH,0.002727825747388434
FBLN1,0.002727161642473487
SERPINF2,0.002699487677103506
TSPEAR,0.0026461964944307424
ANGPTL2,0.002588895530612941
AGT,0.002570128757395112
LAMB1,0.002566416584287734
SERPINH1,0.002507161495778879
MATN2,0.002369267233120823
TNFSF10,0.00234353138387696
MMP2,0.0023172740690951548
AMBP,0.0022833636081422116
MFAP5,0.0022698788786106494
S100A14,0.002243888824559793
TGFBI,0.0022379097180783456
FBN2,0.002157765413798339
TNFSF13,0.0021577654137983158
CD109,0.002133383615132311
PAMR1,0.0021187021056117764
SRPX,0.0020680327687560367
CXCL12,0.001922056731715197
VTN,0.0019128908217864993
CTSS,0.0019056051629723644
EFEMP2,0.0018918640555118623
HTRA3,0.0018532151696163857
SERPINB2,0.001802551694888785
CCL14,0.001758912694836779
CHRDL2,0.0017146996319335887
COL8A1,0.0016186998130482274
TNFAIP6,0.0015360971879954184
SFRP1,0.0013954496263632362
IL17B,0.001278872825145205
LTBP1,0.0012165060837601009
S100A4,0.001195289699234985
HSPG2,0.001193698546696476
CPN2,0.001191979086572312
PTN,0.0011790599954044575
CLEC3B,0.0011071593436631688
EPYC,0.0011011135966135905
C7,0.0010574129798965604
S100A9,0.0010443754762783208
ANGPTL4,0.0010384557671668584
ACTB,0.0010047039803911654
CRLF1,0.0009498943455305037
ECM2,0.0009344517757564169
CLEC3A,0.0009076784373265427
CCL18,0.0008460549180650336
NRP1,0.0008379791699760885
SEMA3E,0.0008071965203123556
C1QTNF5,0.0007706441757879173
EDIL3,0.0007496616985873259
GDF6,0.0007431538659807302
TGM2,0.0007392764330836495
POSTN,0.0007288148102382612
GREM1,0.000721201836525456
S100A11,0.0006827185812474384
COL9A2,0.000675693366518267
SEMA3B,0.0006527471894447225
COL16A1,0.0005979067119873661
SMOC2,0.000588543304213662
ANXA5,0.0005545371139117284
KERA,0.0005515250546540214
CTSG,0.0005501298291907296
COL6A2,0.0005462229696131031
ITGAX,0.000518117099727815
PXDN,0.0005166419827531253
SEMA3C,0.0005121553819875384
S100A8,0.0005119688854693102
CACNA1S,0.0005102082838090805
CHAD,0.0005092380412795434
COL1A2,0.0004979748946405067
C11orf94,0.0004831957005732306
BCAN,0.000469629437511691
GDF5,0.0004557867590091106
HABP2,0.00044645826615486513
COL15A1,0.000429239039139318
CTSH,0.000383422006320307
DSP,0.00033341255243404485
LAMB3,0.00031794570250965714
CHADL,0.0003037678089736741
EFEMP1,0.0002904993276635521
ADAMTSL4,0.0002381291425841553
MMP8,0.00023208632201790442
MMP3,0.00022151943592464682
LAMA5,0.00021777811421695473
ATAD2,0.00021032847912784365
PODN,0.00020817588397843652
HGFAC,0.00020396947179630916
NID2;NID-2,0.0002025946808284341
CILP,0.00020199894042131054
ANXA9,0.00020134175466677464
CHRDL1,0.00018191888098459085
HHIP,0.00018105494043675854
LGALS1,0.0001803645843568006
MATN4,0.0001803534317784533
MBL1,0.0001708027708304305
SEMA7A,0.00016419108066373706
S100A1,0.00015243179743950315
TNC,0.00014516488994440965
F9,0.0001304885419227907
ANGPT2,0.00011956604884708894
CTSL,0.00011705293392808099
PRSS3P2;PRSS2;PRSS1,0.000115759445820741
MMP9,0.00011259958530130426
CACNA2D1,0.00010056072038262343
MBL2,8.755063564084236e-05
CST3,8.753423620780048e-05
COL5A1,8.752776339294493e-05
COL4A1,8.397838239710704e-05
TKFC,7.316681344361865e-05
S100G,7.083461590140421e-05
IL16,6.763957649295997e-05
NTN4,6.674908412436875e-05
MFAP1,6.387410636820742e-05
SERPINA1B,5.967672284467545e-05
SPON1;MKIAA0762,5.939857573723478e-05
LOXL1,5.7232929246039644e-05
NPNT,5.5946277420459424e-05
CXCL15,5.47359515389961e-05
SFTPB,5.4423903422406014e-05
COLEC12,5.4354671564924955e-05
S100A13,5.274566168613991e-05
SERPINA1C,5.153971102067197e-05
GPC4,4.893186523573766e-05
HTRA4,4.8710109746201946e-05
VWA5A,4.771859317252476e-05
PF4,4.561288677501324e-05
LGALS9,4.3889552718186635e-05
SFTPD,4.378865515544802e-05
FHL1,4.2569815881656735e-05
ANGPT1,4.141976935971552e-05
COL5A2,4.097926347858861e-05
CLEC1A,4.011818324538983e-05
DPT,4.0099871525187274e-05
COL4A5,3.862554388954656e-05
SERPINB9,3.7952274920048896e-05
CAT,3.7090031125450984e-05
C1QTNF2,3.570268985069518e-05
INHBE,3.392166963260263e-05
BMPER,3.233515959041776e-05
NIFK,3.227502033696471e-05
BMP3,3.0349005300612868e-05
SERPINA3N,2.744509938983761e-05
KRT9,2.6071766345842685e-05
PCOLCE2,2.5708944985197168e-05
CTSA,2.4707229779948147e-05
PARVA,2.4644977863939175e-05
PLAT,2.3951128215020816e-05
SERPINA1E,2.27034253322076e-05
TINAGL1,2.1772587200649996e-05
MMP19,2.116962406981887e-05
TRIM21,2.001649242082988e-05
HINT1,1.9133401082412818e-05
TNFSF12,1.8996930965646064e-05
VWA9,1.8569932682366182e-05
GYS1,1.8149793271592066e-05
FAM132A,1.740398137655629e-05
TNFSFM13;TNFSF13,1.7362349949308095e-05
ADAMTSL3,1.7062408345274634e-05
THBS1,1.702386661816514e-05
MMRN1,1.680443059480983e-05
WNT4,1.6703669889173063e-05
HMGB2,1.640676466003043e-05
ATAD3A,1.5875798867185852e-05
VCAN,1.520514986212079e-05
KIAA0391,1.5062572048646885e-05
SLC25A31,1.4981008135564353e-05
LTBP4,1.4805892162425786e-05
ZG16B,1.4712090405483383e-05
ANXA8,1.4592239752502052e-05
LGALSL,1.4463496935898683e-05
KNG2,1.3998623648433115e-05
SERPINB6B,1.3380768807219493e-05
HIST1H2BA,1.3225985910804332e-05
CRELD1,1.2830946576411039e-05
WDR87,1.2753221003088585e-05
MACF1,1.25420940974255e-05
HCFC2,1.2064342953952975e-05
FGF2,1.1806124913872826e-05
ASPN,1.1408404118167412e-05
ALDH3A1,1.1313833834832061e-05
NES,1.1277328256261014e-05
CHCHD3,1.0820570837157365e-05
MFHAS1,9.949359185833843e-06
FMO1,9.780244251450564e-06
APCS,9.732316017716564e-06
TBCCD1,9.713451209573688e-06
LAMC2,9.631573784151644e-06
LCK,9.5703114236351e-06
1810010H24RIK,9.561191436966191e-06
SFTPA1,9.288444889084324e-06
COL3A1,9.28386871926996e-06
ENTPD5,9.183484374472799e-06
DIS3,8.57874037854594e-06
IARS,8.446004094614977e-06
LMAN1,8.425931897932483e-06
SNX9,8.110105550107278e-06
CRISPLD2,8.055109592842148e-06
HSD17B12,7.97977515144613e-06
COLQ,7.678165183237748e-06
GPR179,7.345886428264939e-06
MUC1,6.971131136552741e-06
HINT2,6.687339599945749e-06
ZC3H11A,6.527944320750624e-06
ADAMTSL1,6.521684869031719e-06
DECR2,6.468284178094702e-06
FSTL1,6.209914810509754e-06
SYT9,5.982793246733048e-06
EIF4A3,5.810693756825667e-06
MYO18A,5.697618933614043e-06
SOX18,5.6330212377518535e-06
TAF6,5.525560234074524e-06
AGPS,5.4393218870178004e-06
PMPCB,5.420651130763862e-06
TFEB,5.412823695122673e-06
MT-CO2,5.387125421258656e-06
VCL,5.365475772109498e-06
CYP4F3,5.326122229162607e-06
BMP6,5.2138416544974e-06
CYP27B1,5.055242903634869e-06
SLC9A3R2,4.8737764265352745e-06
EMD,4.865322528614271e-06
EIF2S2,4.818147611500954e-06
PRPF38A,4.80558752515315e-06
ARMCX1,4.701963627019299e-06
RFC1,4.658357282921966e-06
SERPINA3M,4.644608166890576e-06
PCK1,4.624918373056758e-06
C12orf10,4.4322517312121684e-06
GRTP1,4.426489574674031e-06
EEF1B2,4.417953184134477e-06
COL6A6,4.414518828706408e-06
COL6A5,4.345206233819138e-06
PDK2,4.307165601604824e-06
ADIPOQ,4.301245729641071e-06
TUBA1C,4.272700162879333e-06
HMGB3,4.240644450178653e-06
PHF20L1,4.19354588374071e-06
GPD1,4.078199464153453e-06
DES,4.078199464152913e-06
GPX3,3.913539352982776e-06
ARL1,3.8099227487320123e-06
AHSG,3.707055451280831e-06
SEC61B,3.626276074734927e-06
HES1,3.575979050737305e-06
BROX,3.531192948518389e-06
AP3B1,3.4651766058869655e-06
RALA,3.4639552886482303e-06
TCP1,3.453054790900149e-06
ACIN1,3.424067086292848e-06
MRGPRF,3.3563267382552175e-06
APOD,3.3494889894581534e-06
MLF2,3.3469300227525853e-06
GDI2,3.3373310746478566e-06
ANP32B,3.2981775599028135e-06
ARHGEF11,3.2675138938217494e-06
LCP1,3.228866594713472e-06
LCN1,3.162999268374887e-06
HYOU1,3.0482422558560004e-06
PTGR1,3.0182144534983014e-06
CXCL14,2.9671396085091664e-06
NOP58,2.933425299345652e-06
LRPPRC,2.907519631848079e-06
ECHDC1,2.8543130284133544e-06
SYNCRIP,2.8389865008824427e-06
STUB1,2.6574544168716602e-06
COL4A4,2.6224589637098214e-06
DNAH1,2.6220626007250857e-06
KIF13B,2.606777788537791e-06
CDC40,2.6029280547056217e-06
FMR1,2.5994689437434403e-06
SF3B6,2.5773970598442523e-06
ACTR3,2.5693185460784334e-06
CNP,2.4568310606214396e-06
NFS1,2.454270665769514e-06
ERH,2.369794958387342e-06
TFB2M,2.3601051157849184e-06
EHHADH,2.3583513170662147e-06
COL4A3,2.3230883636843074e-06
PDHA2,2.3194480931843483e-06
VWA8,2.3095162873541876e-06
LIG1,2.3081123131012125e-06
NCOA5,2.2933867337392946e-06
S100A7A,2.2933867337388867e-06
KRT86,2.2464322797093546e-06
LAS1L,2.2434277863748694e-06
UGT1A6,2.2428537735132656e-06
PROSC,2.204590959969187e-06
FOXRED1,2.1977722467904574e-06
HRNR,2.1552850807747772e-06
ARHGAP1,2.1302458077059247e-06
COPG2,2.0751278405113496e-06
PSMC6,2.0704971540484786e-06
GGCT,2.0702563014959968e-06
SLIRP,2.063750639549814e-06
HNRNPA2B1,2.0636475220618527e-06
BPNT1,2.0514910903320935e-06
PFN1,2.036468504605288e-06
GNA12,2.002292470544122e-06
GLIPR2,2.0013654764449266e-06
HLA-DRA,1.9855727583771234e-06
NDUFV1,1.9225778430187883e-06
DAO,1.90250500351352e-06
TKTL1,1.8720043027812278e-06
SOS1,1.8508031995581822e-06
PDXDC1,1.8508031995578815e-06
UGT1A9,1.8339079833033096e-06
MTPN,1.8339079833027783e-06
RAB1B,1.8192954629894115e-06
KIAA0196,1.7612327968525922e-06
TMLHE,1.7448329392971313e-06
RCC1,1.725505779957018e-06
BAIAP3,1.7148143109994374e-06
RPL17-C18orf32,1.7071456239630023e-06
hCG_1984214,1.696470079800587e-06
ACOT11,1.6308697039133633e-06
ACADS,1.6279874395322768e-06
MTHFD1,1.5939172516697126e-06
LINC00479,1.5781005703549088e-06
C11orf63,1.5615647304149847e-06
DPP4,1.5539820469071142e-06
CYP4F2,1.549695077408295e-06
PRKAB1,1.5094162100787267e-06
ISOC2,1.4952134766536753e-06
TEX15,1.4381721030015532e-06
UQCRC1,1.392204235969377e-06
ARMC10,1.384189678705252e-06
MDM1,1.3722465355704164e-06
MRPS2,1.3605434159529762e-06
DENND4C,1.3518025961553558e-06
TEKT2,1.3355437702936508e-06
SERPINA5,1.324022874419545e-06
RNPS1,1.3059800044195174e-06
SLC25A4,1.2806220859205675e-06
RPL14,1.2603643959504808e-06
RPL36,1.1571615653910193e-06
ADAMTSL5,1.1541947236051992e-06
POLH,1.1514750821895812e-06
DDX23,1.1299950309632335e-06
BCAT2,1.1290714756069032e-06
BMS1,1.0818581126510662e-06
ERP44,1.0781308637256056e-06
BDH1,1.0414887293020488e-06
AFG3L2,1.0228000195980937e-06
HIBCH,1.013886499672914e-06
AK4,1.010495678569324e-06
TRIM28,9.703979844677523e-07
COPG1,9.370230899566811e-07
SUPT16H,8.095700517849519e-07
NCCRP1,7.979654683333341e-07
PDS5B,7.888364036850822e-07
TNRC6A,7.672114650871655e-07
ATP6V0D2,7.63427203194376e-07
ETV6,7.003334297451466e-07
ATP1A2,6.792688854027292e-07
NDUFS2,6.073273368865518e-07
DHTKD1,5.696196483340505e-07
DNAJA1,5.387916608366714e-07
COPA,4.326442926482632e-07
WDR36,1.7657229659680702e-07
GLRX5,1.5263852091764776e-07
CEBPB,1.0294757929352763e-07
RTKN,7.539854954950405e-08
RFC5,7.11231163955803e-08
GPD1L,6.727145602973033e-08
DEK,6.319449135645303e-08
PPAN-P2RY11,6.14926899105867e-08
PLS1,5.8106956244414485e-08
SYNGR2,5.219208157627211e-08
MRPS28,4.430070599844272e-08
GIGYF1,4.109433816113982e-08
CAPZA1,3.888954918335574e-08
FERMT2,3.5534219907598066e-08
AAAS,3.38409257880002e-08
ALDH1L1,3.1795629973944396e-08
IGHG3,2.9243383269844973e-08
MRPL9,2.8176423281400465e-08
CALM1,2.7618360222052243e-08
KRT33B,2.6472120149698756e-08
RPS20,2.1502597042544448e-08
RPL24,2.0975657425765394e-08
PRDX2,2.056752764876623e-08
BLMH,2.008604287221203e-08
HK1,1.9935284950862336e-08
PRX,1.926966781615545e-08
SPATA31C1,1.922143996807716e-08
AVIL,1.899574862937216e-08
GK,1.778553276943606e-08
PPM1K,1.5747242542597818e-08
LAMTOR5,1.5572260845103776e-08
DNAJB9,1.5546102639378345e-08
RBMXL1,1.527469044296105e-08
KLHDC7A,1.497752480185619e-08
ATPAF2,1.4956185593061945e-08
PGAM1,1.4790388727777263e-08
HDLBP,1.4775364554980838e-08
2,1.4525046818437311e-08
NIT2,1.386756746535838e-08
KMT2A,1.3548677031749853e-08
MRPS14,1.3513307123790596e-08
CSNK1E,1.3394308422749118e-08
NUP107,1.3364256881499487e-08
FAM179A,1.3219445688930891e-08
GSTP1,1.3145071546717843e-08
ELAVL1,1.3102045531479315e-08
MFAP4,1.3050995114703182e-08
LMO7,1.265468729642641e-08
ACY3,1.2073950293056694e-08
GIMAP1,1.1779768899696762e-08
OLA1,1.1658167587735203e-08
MGST1,1.1604953485064965e-08
LACTB2,1.147534269410798e-08
PAX2,1.1304606016429926e-08
MYO5A,1.1169883163759243e-08
RPL21,1.1124510388886256e-08
PUS1,1.1124510388885793e-08
SERPINI2,1.1071130042587742e-08
PDIA6,1.0783207347939667e-08
H2AFY2,1.0435880778842614e-08
PHIP,1.0401356731030994e-08
PCDH11X,1.0400658903328072e-08
CELF1,1.0257888848942575e-08
RAB1A,1.0250388902429624e-08
MSN,9.763435996756475e-09
C8A,9.275298422354708e-09
DGKB,9.257771953924693e-09
MSRA,9.23260541539903e-09
AP2A1,9.106708563224139e-09
ALDH3A2,9.044118693820702e-09
MPO,8.880059005006762e-09
HNRNPU,8.848345161746978e-09
SFXN3,8.671844389135782e-09
RPL19,8.276705482597026e-09
TRA2B,7.950130546576597e-09
SRSF9,7.90177111794681e-09
AP1M1,7.867857010255634e-09
MYO1E,7.470425899231359e-09
PCK2,7.215246143318766e-09
ILVBL,7.141926594284719e-09
KRT4,7.0826117864096806e-09
PRODH2,6.970650077465637e-09
COX4I1,6.9031526922374324e-09
SEC16B,6.8405407732041415e-09
PSMA5,6.668677917322191e-09
PRMT9,6.6237739234482495e-09
MAN2A2,6.574317432310643e-09
BCCIP,6.448666430135351e-09
RPL10,6.352586647252909e-09
NDUFA9,6.256913471746554e-09
PARPBP,6.255275154815826e-09
CACNA1A,6.225583507667848e-09
DHRS7,6.216036956921674e-09
ATAD3B,6.212827977177608e-09
MRPL34,6.040804050698284e-09
PGK1,5.815240746632968e-09
WDR18,5.810883412389239e-09
PIK3CB,5.590000079481608e-09
TIAL1,5.504998168265826e-09
EEF2,5.348145458375509e-09
TUBB4A,5.183524972954203e-09
CHMP2B,5.156939884488069e-09
RHOT2,5.072245581605577e-09
SSBP4,5.04555913469758e-09
NDUFA11,5.045559134680409e-09
POLR2J2,5.0024401898735015e-09
RUVBL2,4.993901816602621e-09
ACOX1,4.868541569188224e-09
UCHL1,4.8042899122551086e-09
SNX19,4.773721545588133e-09
FXR1,4.755309215230596e-09
CGN,4.697812405029006e-09
GGH,4.674833614538928e-09
SPTBN4,4.601084461935709e-09
RPL22,4.387158025699654e-09
TOMM20,4.334223739015432e-09
HSP90AA1,4.304741919550831e-09
TXNDC5,4.258595624222973e-09
CYP4A22,4.20406048608277e-09
BRIX1,4.195918312312034e-09
CHDH,4.129040902881487e-09
SLC4A2,4.0739850356430976e-09
NUP98,4.04800989436891e-09
SAMM50,3.9680572717384624e-09
DSC1,3.963934600240887e-09
ARF3,3.92304511867977e-09
HSP90B1,3.8721180477046436e-09
DBT,3.8152225091937365e-09
HKDC1,3.735365240970726e-09
OFD1,3.6430956058112108e-09
NCKAP1,3.6398892373035337e-09
DARS2,3.623300155736979e-09
LAMA3,3.6075446492575433e-09
DNAJC13,3.1484117700414324e-09
MRPS21,3.1352591634974017e-09
HSPA5,3.0956486354363076e-09
SURF4,2.9579866448011436e-09
OCIAD2,2.776481741353485e-09
SORD,2.762836468350828e-09
AP2M1,2.7510848910949833e-09
MFN2,2.6298571698058767e-09
RNF19B,2.443424237884531e-09
LAMC1,2.4289265721376953e-09
HNRNPF,2.310746427759743e-09
KPNA5,2.3013058948203916e-09
GGT1,2.1753701089732534e-09
RPL37A,2.1045257593179165e-09
RAB18,2.0731806153848264e-09
AHCYL2,1.9938221802066093e-09
PNPLA4,0.0
MRPS11,0.0
PNPO,0.0
Pcolce2,0.0
Pcyox1,0.0
PNPLA6,0.0
Pcolce,0.0
PNPT1,0.0
PRKCB,0.0
Pdap1,0.0
PNP,0.0
Parm1,0.0
PNO1,0.0
Pdcd6ip,0.0
PNN,0.0
Pdia3,0.0
MRPS12,0.0
Pebp1,0.0
MORC3,0.0
POF1B,0.0
Papln,0.0
PURA,0.0
POLR2G,0.0
POLR2E,0.0
POLR2B,0.0
POLR2A,0.0
PTRF,0.0
PTRH1,0.0
PTX3,0.0
PUF60,0.0
POLR1C,0.0
MPP1,0.0
Pag1,0.0
MPI,0.0
MPC2,0.0
PXDNL,0.0
PXN,0.0
POLDIP2,0.0
PYGB,0.0
MOV10,0.0
MOGS,0.0
PODXL,0.0
PNKP,0.0
MOG,0.0
PMVK,0.0
Pecam1,0.0
Pla2g15,0.0
Pla2g7,0.0
Plaa,0.0
MME,0.0
MRPS34,0.0
MRPS5,0.0
PLS3,0.0
Plg,0.0
MRPS7,0.0
PLOD3,0.0
PLOD2,0.0
MRPS9,0.0
Plod1,0.0
PLIN2,0.0
MMAA,0.0
PLGRKT,0.0
MLKL,0.0
Plod3,0.0
MSL3,0.0
MLH1,0.0
Pltp,0.0
Pla2g12a,0.0
MMP13,0.0
PLXNA1,0.0
PLXND1,0.0
PTPRF,0.0
PMPCA,0.0
PMP2,0.0
MOCOS,0.0
MNDA,0.0
PML,0.0
MRPS16,0.0
Pfn1,0.0
Pgk1,0.0
MRPS23,0.0
PLXNB1,0.0
Pglyrp2,0.0
Phospho1,0.0
MRPS25,0.0
Pik3ip1,0.0
MMRN2,0.0
PLXNB2;MKIAA0315,0.0
PLXNB2,0.0
Pkm,0.0
MRPS27,0.0
POLR2H,0.0
PTGES3,0.0
PTPN1,0.0
PRPH,0.0
PRDX5,0.0
PRDX4,0.0
PRDX3,0.0
MRPL1,0.0
MRE11A,0.0
PRDX1,0.0
PRDM16,0.0
PRPF4,0.0
PRAMEF15,0.0
PPP4R4,0.0
PPP2R5C,0.0
PPP2R2A,0.0
PRPF40A,0.0
PPP2R1A,0.0
MRPL36,0.0
PRPF4B,0.0
PPP2CA,0.0
MRPL37,0.0
PRPF6,0.0
PRPF8,0.0
MRC2,0.0
PRPF39,0.0
MRPL13,0.0
PRDX6,0.0
MRPL22,0.0
PRKCA,0.0
PLEKHJ1,0.0
MRPL23,0.0
PRKDC,0.0
PRKAG2,0.0
PRKAG1,0.0
PRKRA,0.0
PRL7C1,0.0
PRODH,0.0
MRPL21,0.0
MRPL14,0.0
PROX2,0.0
PRKAA1,0.0
PRPF19,0.0
MRPL2,0.0
MRPL27,0.0
PRG3,0.0
MRPL19,0.0
MRPL3,0.0
MRPL16,0.0
PPP1R10,0.0
PPP1CB,0.0
MPP5,0.0
PPOX,0.0
PSMD12,0.0
PPIH,0.0
PPIG,0.0
MRPL49,0.0
PPIB,0.0
PSME1,0.0
PPIA,0.0
PSMG2,0.0
PPFIA2,0.0
PPCS,0.0
PSPC1,0.0
PTBP1,0.0
PPBP,0.0
PPAP2B,0.0
PTBP3,0.0
PPA2,0.0
PPA1,0.0
PTCD3,0.0
PTGES2,0.0
MRPL24,0.0
PTK2,0.0
PSMD11,0.0
PSMC5,0.0
PSMC3,0.0
PPM1B,0.0
PRR12,0.0
PRSS1,0.0
PRSS2,0.0
PRSS23,0.0
MRPL41,0.0
MPST,0.0
PSAP,0.0
MRPL44,0.0
PPM1G,0.0
MRPL45,0.0
PSMC2,0.0
PSAT1,0.0
PSIP1,0.0
PSMA4,0.0
MPRIP,0.0
PSMA6,0.0
PPIL4,0.0
PPIL3,0.0
PSMB2,0.0
PSMC1,0.0
NEDD4,0.0
MYL4,0.0
PLEKHA7,0.0
OPA1,0.0
Nucb1,0.0
OAF,0.0
OAT,0.0
OCIAD1,0.0
NDUFA13,0.0
NDUFA12,0.0
ODF2,0.0
OGDH,0.0
OGDHL,0.0
NDUFA10,0.0
NDRG1,0.0
NDNF,0.0
OLFM4,0.0
OLFML1,0.0
NCL,0.0
Ntng1,0.0
Ntn1,0.0
Nrg3,0.0
Ngly1,0.0
NYAP2,0.0
Nampt,0.0
Naxe,0.0
Ncan,0.0
Nell2,0.0
Nenf,0.0
Nid1,0.0
Npnt,0.0
NDUFA4,0.0
NDUFA3,0.0
Nid2,0.0
NDUFA2,0.0
Npc1,0.0
Npc2,0.0
ONECUT1,0.0
OPA3,0.0
N4BP2L2,0.0
OPLAH,0.0
Orm1,0.0
NARS2,0.0
NARS,0.0
Ovos,0.0
P3H1,0.0
P3h1,0.0
NAPSA,0.0
P4HA2,0.0
P4HB,0.0
P4ha1,0.0
P4htm,0.0
NAPA,0.0
PABPN1,0.0
PACSIN2,0.0
NAP1L1,0.0
Ogn,0.0
Ogfod1,0.0
OXSR1,0.0
NAT8,0.0
ORM1,0.0
ORM2,0.0
NBEA,0.0
NAV3,0.0
NAT8B,0.0
OSBP,0.0
NAT10,0.0
OXSM,0.0
OSBPL5,0.0
OSBPL8,0.0
OSTC,0.0
Plxdc1,0.0
OXCT1,0.0
OXCT2,0.0
NDUFA5,0.0
NDUFA6,0.0
NXN,0.0
NDUFA7,0.0
NOL9,0.0
NONO,0.0
NOP14,0.0
NOP56,0.0
NOP9,0.0
NOV,0.0
NDUFS4,0.0
NPAT,0.0
NPHS1,0.0
NPHS2,0.0
NPM1,0.0
NR2F2,0.0
NRF1,0.0
NRXN3,0.0
NSA2,0.0
NOL7,0.0
NOL10,0.0
NOC3L,0.0
NID1,0.0
NEFM,0.0
NFIC,0.0
NEBL,0.0
NFIX,0.0
NDUFV2,0.0
NGLY1,0.0
NDUFS8,0.0
NOC2L,0.0
NDUFS7,0.0
NDUFS6,0.0
NIPSNAP1,0.0
NLN,0.0
NME2,0.0
NNT,0.0
NSF,0.0
NSUN2,0.0
NSUN4,0.0
NUP85,0.0
NUP160,0.0
NUP188,0.0
NUP205,0.0
NUP210,0.0
NUP214,0.0
NUP43,0.0
NUP88,0.0
NDUFB4,0.0
NDUFAF6,0.0
NDUFAB1,0.0
NDUFA8,0.0
NUP93,0.0
NWD2,0.0
NXF1,0.0
NUP155,0.0
NUP153,0.0
NSUN7,0.0
NUDT16L1,0.0
NT5DC2,0.0
NTN1,0.0
NTN3,0.0
NDUFS3,0.0
NUBP2,0.0
NUBPL,0.0
NUDT19,0.0
NUP133,0.0
NDUFS1,0.0
NDUFB9,0.0
NUDT21,0.0
NDUFB7,0.0
NUMA1,0.0
NDUFB5,0.0
NAA30,0.0
Myoc,0.0
PLEKHA6,0.0
MVP,0.0
MYL12A,0.0
MYH9,0.0
PGBM,0.0
MYH7B,0.0
PGCA,0.0
PGK2,0.0
PGLYRP2,0.0
MYH14,0.0
MYH13,0.0
MYH11,0.0
MYH10,0.0
PGM1,0.0
PGRMC1,0.0
