Protein,RF_Importance,LGB_Importance,SHAP_RF,SHAP_LGB,SHAP_NN,Consensus_Score
COL6A5,0.0,0.018620573513091758,0.0,0.06371562078965086,0.0,0.06872530562337036
THBS3,0.005025125628140704,0.0,0.0020806545879602577,0.0,0.0,0.068637240175449
AEBP1,0.005025125628140704,9.385869694015176e-06,0.0020338983050847454,0.0003012977516268027,0.0,0.06808874283074764
Chad,0.003961444854936705,0.0,0.0025647144738194763,0.0,0.0,0.06772742780580815
COL18A1,0.004723349184220085,0.0,0.0021678819989672583,0.0,0.0,0.06764100275282728
ITIH1,0.003154068213407461,5.801061482744299e-05,0.001773049645390071,0.04355954243204257,0.0,0.06719377179821574
Ngly1,0.0,0.0006978502181650546,0.0,0.16700223425459035,0.0,0.06718114322241595
Itih3,0.004433934377771206,2.182438237615548e-05,0.0022291021671826633,0.0003876753276535249,0.0,0.06655847919665306
Col2a1,0.004483200315302003,6.835700937410019e-09,0.002147024014284076,7.742529352218304e-06,0.0,0.0655214363410824
C1QA,0.0053972810040381946,0.0,0.0016779443769834982,0.0,0.0,0.06551800304468125
Serpinb1a,0.005025125628140704,0.0,0.001849691146190803,0.0,0.0,0.06523483562627842
SBSPON,0.005025125628140704,0.0001198948967471022,0.001785714285714286,0.0006991774631958762,0.0,0.06484827331953927
COL15A1,0.0016572222816208704,4.411712322079028e-05,0.001616144284298025,0.06874320728634307,0.0,0.0634183586847108
ABI3BP,0.0,0.0002450144450508128,0.0,0.15940048988869007,0.0,0.06313450883728502
HCFC1,0.005025125628140704,1.767748229438125e-08,0.0016913234706117553,1.4614952918655543e-05,0.0,0.06290764248473059
Mmrn2,0.005025125628140704,0.0,0.0016269841269841267,0.0,0.0,0.06195405937235775
Sparcl1,0.0,0.008845978907602515,0.0,0.10439383318393806,0.0,0.061740416372427796
EMILIN2,0.002512562814070352,9.035558896020426e-06,0.0010416666666666667,0.0677995596584108,0.0,0.06096857401467104
PLOD1,0.0035646211352328146,0.0,0.0022973894408727844,0.0,0.0,0.060789662470881814
TGM3,0.005025125628140704,6.55079891075646e-08,0.001458333333333333,4.3776274391886954e-05,0.0,0.05948693908603009
S100a9,0.0,0.015638610156410007,0.0,0.05579296130194206,0.0,0.05861460355376156
Gpc1,0.005025125628140704,8.60010025684605e-05,0.0013243378310844576,0.0021929549534545757,0.0,0.058558250150364775
Ctsd,0.003312014618547282,5.063830096121547e-06,0.0014041274817136887,0.03259063763384717,0.0,0.05852377745461905
Tinagl1,0.0038721298996771125,0.0,0.0019067576304042187,0.0,0.0,0.05735967411846361
S100A10,0.003529844343669567,5.048769512964818e-08,0.002078168732506997,2.0698722523640995e-05,0.0,0.057305598556271695
Cspg4,0.0067001675041876065,0.0,0.00044146825396825336,0.0,0.0,0.05715192967346365
LAMB3,0.005025125628140704,0.0,0.0012499999999999996,0.0,0.0,0.05640057221097301
SERPINB8,0.0035893754486719296,1.4241907652119762e-08,0.0019345238095238098,4.304499432831142e-06,0.0,0.05563300770843164
LGALS7,0.0,0.017340875863783467,0.0,0.03673882197544508,0.0,0.055133242205444646
SERPING1,0.0028715003589375445,0.002397416613782588,0.0009761904761904763,0.032912625878851305,0.0,0.054633066973712605
PLOD3,0.0,0.00022188228340251943,0.0,0.13773052785427134,0.0,0.05457547795723554
Anxa5,0.004503079480557391,0.000556139042446798,0.0006386645641157015,0.023723854127746007,0.0,0.054065030918378124
Pik3ip1,0.005025125628140704,6.1655101356800376e-06,0.0010809883321894304,0.00011430068323834298,0.0,0.053970136326673
Fbln1,0.001495281284471136,5.54688581240235e-05,0.0009349593495934959,0.07218769081936234,0.0,0.05353791712246494
Serpind1,0.0029165434402176975,0.0,0.001934042739765168,0.0,0.0022036328357365556,0.05341498166240742
S100A4,0.005025125628140704,0.0,0.0010430247718383313,0.0,0.0,0.05335154656229126
Serpine2,0.0033500837520938015,0.0,0.0018194444444444447,0.0,0.0,0.05212713473297259
S100A13,0.004920167761227276,0.0,0.000984267927955527,0.0,0.0,0.05169257174099016
COL3A1,0.002359624207996502,4.02421807114653e-08,0.0022282608695652173,1.1899609277773013e-05,0.0,0.05066714932148786
SERPINA10,0.0030340381151038225,2.4657664270024113e-05,0.0018401217929519813,0.00048410755761416627,0.0,0.05029054893374132
Emilin2,0.0014605044929078888,0.008590346748743913,0.0004992207286187415,0.028604148769482737,0.0,0.04978993404359845
CTSZ,0.0025125628140703527,0.0007615581560116214,0.001458333333333333,0.01901350178631442,0.0,0.049726621487690845
LAMC3,0.0035298443436695684,2.1798451555611863e-06,0.001539384246301479,8.933293660715385e-05,0.0,0.0494005088806905
COL5A2,0.0031540682134074617,1.501839487046075e-06,0.001666666666666667,0.00011206607655647197,0.0,0.04844228110234373
Serpina1d,0.003835721555817263,0.0003262412292931411,0.0012211057605943127,0.000916333371016072,0.0,0.04810948035121662
Ctsh,0.0025125628140703514,8.37559054565499e-05,0.001041666666666667,0.03365775555890011,0.0,0.04774451878426408
Ctsz,0.0,0.013557394377888972,0.0,0.04044231017382436,0.0,0.04770352718734511
Lama4,0.0025125628140703522,0.0,0.0019444444444444442,0.0,0.0,0.04763749117033307
TIMP1,0.0,0.0,0.0,0.0,0.036236786290538635,0.047308319090931264
Sema4d,0.005025125628140704,0.000169629103976696,0.00046439628482972155,0.002064405037265266,0.0,0.04603604393314782
MFGE8,0.0,0.002976168792916851,0.0,0.09932416742367967,0.0,0.045969063274592104
Serpina1a,0.0025125628140703522,0.0008641747225660814,0.0014583333333333334,0.00655618738571993,0.0,0.04507848424530847
P3H1,0.0,2.300835922948313e-05,0.0,0.0004848445333079242,0.03432190755627287,0.04505268782839365
HPX,0.0,0.0023727857291368512,0.0,0.09973406041243654,0.0,0.04471325373600275
SLPI,0.0026655014201441988,0.0,0.0015404490377761938,0.0,0.0,0.042842198402303786
ITIH3,0.0024910879182235965,0.0,0.001610094561584918,0.0,0.0,0.04254972926364986
Fga,0.0044733210058777425,2.0492541521042112e-05,0.00041418509972576955,0.0006483228425564507,0.0017263701678854743,0.042473027118629235
Thbs4,0.001495281284471137,1.5799044008904416e-05,0.0009857723577235767,0.04205390906627144,0.0,0.04236684229296065
Lama3,0.0010768126346015806,0.0053513698065164265,0.0003935185185185178,0.039752657190380854,0.0,0.04210299840521312
PLXNB2,0.002781765972720748,2.0443618063704223e-06,0.0014230510752688173,0.0001744042326782437,0.0,0.04206489230791569
CSTB,0.0018078195857335467,7.450765814224017e-05,0.0005585436218588655,0.05061130355295864,0.0,0.04193207755836322
SERPINE2,0.0,0.00016257966233648518,0.0,0.10533253788405239,0.0,0.04172113863024217
ELANE,0.0025125628140703514,0.0,0.001458333333333334,0.0,0.0,0.04047641562012645
Ctsb,0.0014952812844711335,0.00014850674060882076,0.000408170065307211,0.05521700427446674,0.0,0.039335625760074204
ADAMTSL2,0.0,0.006574144043968565,0.0,0.05986098382279973,0.0,0.03892877203570408
LOX,0.0016750418760469005,6.400684950123834e-05,0.0017250881834215165,0.0012932342859827306,0.0,0.03873284456549315
Serpinf2,0.0022169671888856027,9.059289997447097e-05,0.0010706914344685247,0.0011706124977098407,0.0038722345854679853,0.03825888987426697
OMD,0.0025125628140703527,1.65597773523388e-05,0.0011871693121693122,0.0007216786261853824,0.0,0.036803916805175696
PLG,0.002537350964975837,3.4363639326487463e-07,0.0011865467427504721,8.215000573595005e-05,0.0,0.036693059447451756
CLEC5A,0.0029131163061685223,0.0,0.000967016491754123,0.0,0.00030492514208701587,0.03666464212019059
LMAN1,0.0,0.0030234240486995806,0.0,0.07441494652797041,0.0,0.03630399614766756
LTBP2,0.0,0.000735574449940709,0.0,0.08670290539664254,0.0,0.03575497507090868
C1QB,0.001346248627673916,0.0,0.001698209945496498,0.0,0.0,0.03519361700572668
DCN,0.0029131163061685227,2.82344058029561e-08,0.0008808095952023988,1.8149811351751225e-05,0.0,0.035003797334063794
VWA9,0.0,0.0,0.0,0.0,0.026807244952194744,0.03499774201771066
COL7A1,0.0,1.4312484615559561e-05,0.0,0.0832093208608826,0.0012885841442499232,0.03437270619178469
Mfap4,0.0022996337620304905,1.2853977033197624e-07,0.000374073093220338,0.029191315722231468,0.0,0.034351095338567325
CAP2,0.0025125628140703505,0.0,0.001041666666666667,0.0,0.0,0.03433835086280647
Chadl,0.0025125628140703522,0.0,0.0010416666666666662,0.0,0.0,0.03433835086280647
NDNF,0.003034038115103823,5.676188572600156e-07,0.0007562144354597177,5.339802893593519e-05,0.0,0.03409752481479286
THBS4,0.0030340381151038242,0.0,0.0007562144354597175,0.0,0.0,0.03407523520647184
Col15a1,0.0018710574147332412,8.6827774228322e-05,0.0013136619375569885,0.0008114794552920871,0.0,0.034018225235677636
FREM2,0.002359624207996505,0.0,0.0010931496966430823,0.0,0.0,0.03394065852069674
Il16,0.0029131163061685227,0.0,0.0007946026986506748,0.0,0.0,0.03372666342987916
Ncan,0.0022169671888856036,0.00016147218716614563,0.0004953560371517029,0.023147683768559153,0.0,0.03351975561508482
AMBP,0.0,1.168099579838613e-05,0.0,0.08533401059488777,0.0,0.03351810672193442
Sema3c,0.0018710574147332403,0.0,0.0013136619375569885,0.0,0.0,0.0334958850269112
COL28A1,0.0019143335726250284,2.804862258105881e-06,0.0012836199294532634,6.417620801062868e-05,0.0,0.03341223500331553
C1qtnf9,0.002216967188885602,0.0,0.0011145510835913312,0.0,0.0,0.03317754429298394
CCL18,0.001435750179468773,0.0,0.0015079365079365083,0.0,0.0,0.03306719948525697
THBS2,0.0016750418760469014,0.0,0.0013800705467372134,0.0,0.0,0.03299243570497421
Lama2,0.0026655014201442005,0.0,0.0008627346162984086,0.0,0.0,0.03285854638790313
EMILIN3,0.0014952812844711348,0.0,0.001461748633879782,0.0,0.0,0.032836802336241075
LTBP4,0.0021120093219721813,0.0,0.0011369315342328835,0.0,0.0,0.03271383179494107
SERPINF2,0.0,0.0021443178666970385,0.0,0.06950620490922971,0.0,0.03231343618812258
VWA1,0.0,3.676408509786692e-06,0.0,0.08206371350850634,0.0,0.03221583303973749
CILP2,0.0,0.00024853797678130315,0.0,0.08015165133616066,0.0,0.03204032264287987
COL4A1,0.0021120093219721787,0.0,0.001082583708145927,0.0,0.0,0.03191321465268192
PCOLCE,0.0,1.8140258815734473e-06,0.0,0.07858240967532648,0.00034973391555114674,0.031301756817084414
Angpt1,0.0025125628140703522,0.0,0.000833333333333333,0.0,0.0,0.03126931848414649
Fbln2,0.0018710574147332406,2.9464991319580917e-06,0.0011488760668349563,0.00015729515820470328,0.0,0.031137016831067975
Hgfac,0.002359624207996503,0.0,0.0008965616651889968,0.0,0.0,0.031044650358506575
EMILIN1,5.3000596652959694e-18,0.00035577741419120276,0.0,0.07686244009125072,0.0,0.031001206371886532
Npnt,0.0025340377099171067,0.00031606281209481054,0.0007043414407528963,0.0016350372012223077,0.0,0.030915205684915764
FBLN5,0.0,0.001099087295048003,0.0,0.07210367711544195,0.0,0.03087876627105875
Serpina1c,0.002665501420144202,0.0,0.0006815751960085529,0.0,0.0,0.030189822580372706
FCN2,0.002808158439255101,2.1292265024318394e-05,0.0005082559339525286,0.0004338150377886382,0.0,0.028935230110374605
Lamb2,0.0013385256890014717,6.265703376541411e-06,0.0009301984525045608,0.011710854025885254,0.0,0.028432207738492025
COL4A5,0.0018078195857335476,4.0883127428673617e-07,0.000997657434201461,3.868710750940177e-05,0.0,0.028378820594583354
COLEC12,0.0,0.0,0.0,0.0,0.021523007450373405,0.028098995757927105
CXCL14,0.002808158439255101,0.0,0.0004592363261093913,0.0,0.0,0.027992855330024092
Plxdc2,0.0028081584392550957,0.0,0.0004592363261093911,0.0,0.0,0.027992855330024047
CILP,0.0,0.00025590299252661777,0.0,0.06949152770422351,0.0,0.02787388092506406
Plxnb2,0.0022190725708313656,0.0,0.0007237386269644333,0.0,0.0,0.027436262283825518
SLIT3,0.0,3.8669720470363706e-05,0.0,0.0694839559546755,0.0,0.02736086892025457
Colec11,0.0010768126346015787,2.4854968155136826e-05,0.0004861111111111115,0.02951187783083295,0.0,0.02694177330531593
LOXL3,0.0,3.003116020782779e-07,0.0,0.06858975251731324,0.0,0.026919837405966828
IL17B,0.0,9.07300985620955e-08,0.0,0.06809818231877078,0.0,0.026726420838389563
Vwa5a,0.0027254918661102127,3.428355177846653e-06,0.0004071769067796616,8.296151107607638e-05,0.0,0.026641657951849203
PLXDC2,0.0,1.3443297970554391e-06,0.0,0.06764591953745351,0.0,0.02655186647992962
C1QC,0.0,8.01867184877161e-07,0.0,0.06761834864091436,0.0,0.0265397722020237
Sdc4,0.0019143335726250295,1.4635167664819814e-11,0.000817901234567901,6.228913305928876e-07,0.0,0.026520039400419488
Pcolce,0.001648025071594531,0.0,0.0009536400493566013,0.0,0.0,0.026506308648788352
ANXA11,0.002029015042016259,6.945432965221631e-05,0.0007190562113292882,0.0008017595997430988,0.0,0.026408318647152033
FBN2,0.0017381809268069827,0.0,0.0008927936470309352,0.0,0.0,0.026291472853762144
ANXA2;ANXA2P2,0.0,5.0335294803396143e-05,0.0,0.06605508736850675,0.0,0.026042544770343713
Pxdn,0.0016659383875901263,0.0,0.0008412287259009438,0.0,0.0,0.02498574942632225
Coch,0.002112009321972181,0.0,0.0005847076461769116,0.0,0.0,0.024578825429917302
LGALS1,0.0,6.774995814188216e-07,0.0,0.062145776560808774,0.0,0.024391682803789835
PRSS3P2;PRSS2;PRSS1,0.0,0.0,0.0,0.0,0.01859897241256742,0.024281571621788768
Plod3,0.0020293776575183607,0.0,0.0005974326710428291,0.0,0.0,0.024141645644415687
Htra1,0.0015854674441727365,0.0,0.0007913758723828512,0.0,0.0,0.023643046188284656
PXDN,0.002112009321972178,3.0221328874772576e-05,0.00047601199400299854,0.000587608176575169,0.0,0.02327916368920841
Angptl2,0.0,0.0015604755572314825,0.0,0.04986981875326398,0.0,0.023236027194552738
S100b,0.0021120093219721818,0.0,0.00047601199400299854,0.0,0.0,0.022977591145399056
Hapln1,0.0021120093219721796,0.0,0.00047601199400299854,0.0,0.0,0.02297759114539904
NPNT,0.0018078195857335476,0.00016379248995895053,0.0004981397271599837,0.0032671817397455067,0.0,0.022670928706637786
COL6A3,0.0018078195857335467,5.23028060299385e-12,0.0006102508509758737,2.870724608561606e-07,0.0,0.022655765945818605
Matn4,0.0018078195857335496,6.252214966159438e-06,0.0005585436218588657,0.00012831697838635442,0.0,0.02195897525171353
P4HA2,0.0,0.0005845976654918976,0.0,0.05217367004867829,0.0,0.021848953742137245
Dsp,0.001991087513036879,0.0,0.00043426175501647254,0.0,0.0,0.021448470610598312
BGN,0.0018078195857335426,2.598003904339729e-08,0.0004981397271599834,5.8234313621875755e-06,0.0,0.021006450952222748
PRG3,0.0,0.0001105966578656984,0.0,0.052666279183386344,0.0,0.02092938261065529
COL6A2,0.0,0.00019930573334311057,0.0,0.05081891492728355,0.0,0.020412634679828134
SEMA3E,0.0,5.703733359014595e-07,0.0,0.051496823175466555,0.0,0.02021208124026056
CTSL,0.0,4.629732694284769e-07,0.0,0.0514559042782504,0.0,0.02019576980860077
Col1a2,0.0,0.00035536341107388596,0.0,0.04822759932258783,0.0,0.019762038557985948
A2m,0.0014357501794687688,6.844795887676099e-06,0.0005654761904761912,0.000179403838557911,0.0,0.01926996229773148
Itih4,0.0014357501794687742,1.8197800950407383e-07,0.0005654761904761901,0.00016753812018656392,0.0,0.019249661829473696
Cst3,0.0,6.898593108697845e-06,0.0,0.04896505913950941,0.0,0.019233308413824243
FGF1,0.0,0.0017800339006258984,0.0,0.03823923394371099,0.0,0.019186919756069298
S100a10,0.0,0.00025243608172892894,0.0,0.04737288479295879,0.0,0.01918493003768233
SERPINA6,0.001435750179468773,0.0,0.0005654761904761906,0.0,0.0,0.019183481581795135
Sema4b,0.0014357501794687749,0.0,0.0005605158730158727,0.0,0.0,0.01911040938230324
TNFSF13,0.0,1.4913179505855961e-06,0.0,0.04838989703392124,0.0,0.018994881255800823
EGFLAM,0.001495281284471135,0.0,0.000509796081567373,0.0,0.0,0.01881325094746607
IGF2,0.0014952812844711359,0.0,0.0005070797767849378,0.0,0.0,0.018773236096293583
Thbs1,0.00165722228162087,0.0,0.00042324410889956545,0.0,0.0,0.018762381908393515
Vtn,0.0,7.862322203787597e-06,0.0,0.04615446598712106,0.00026216311107745343,0.01847477203132771
Anxa7,0.0014605044929078888,0.0,0.0004992207286187412,0.0,0.0,0.018394573839295825
NID2;NID-2,0.001435750179468775,0.0,0.0005042989417989416,0.0,0.0,0.01828225778806166
ANXA8,0.001435750179468773,0.0,0.0005037477954144623,0.0,0.0,0.01827413865478477
Tgm1,0.001665938387590127,0.0,0.0003787615388627156,0.0,0.0,0.018172980925099256
Prelp,0.0016572222816208688,0.0,0.00037891786776481366,0.0,0.0,0.018109396295912662
Fgf13,0.0014952812844711333,0.0,0.00045810781967406275,0.0,0.0,0.01805181279059937
M6pr,0.0,0.0007811208376617201,0.0,0.04010465809194035,0.0,0.01757369453740205
Adam23,0.0014357501794687742,0.0,0.0004486331569664901,0.0,0.0,0.01746222532709695
Nid2,0.0,0.0006369185397795742,0.0,0.040550433551997674,0.0,0.017410074679719594
Anxa3,0.001495281284471137,2.0091417706641526e-09,0.000408170065307211,5.7457599196324855e-06,0.0,0.017318421713796144
Gpc6,0.0014952812844711359,0.0,0.000408170065307211,0.0,0.0,0.01731616198226609
FN1,0.0013462486276739143,4.05170070930393e-11,0.0004824175630865576,8.81127723503932e-07,0.0,0.017283693214103404
CXCL12,0.0,1.966175964529233e-05,0.0,0.04304777248014916,0.0,0.016940942294762725
SFTPB,0.0015075376884422119,1.5636652528759034e-05,0.0003571428571428566,0.0003559640640482117,0.0,0.016833528645284594
Ccl21c,0.0014533451571583417,0.0,0.00037817581737546,0.0,0.0,0.016557298740801744
Ltbp4,0.0014357501794687742,9.833574329933453e-15,0.00038690476190476176,1.0642938253843307e-08,0.0,0.016552886577098986
C1qtnf4,0.0014357501794687718,0.0,0.0003869047619047624,0.0,0.0,0.016552882400086576
Creld1,0.0,5.286154099531227e-07,0.0,0.04173593856977337,0.0,0.01638116978133249
