Dataset_Name,Organ,Compartment,Abundance_Old,Abundance_Old_transformed,Abundance_Young,Abundance_Young_transformed,Canonical_Gene_Symbol,Gene_Symbol,Match_Confidence,Match_Level,Matrisome_Category,Matrisome_Division,Method,N_Profiles_Old,N_Profiles_Young,Protein_ID,Protein_Name,Species,Study_ID,Tissue,Tissue_Compartment,Zscore_Delta,Zscore_Old,Zscore_Young
Dipali_2023,Ovary,Ovary,2132860.425,21.024358127712993,2600248.1,21.31021785240991,Hcfc1,Hcfc1,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free DIA (directDIA),5,5,B1AUX2,Host cell factor 1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,30105.044140625,14.877717612281353,29534.74296875,14.85012543625958,Plxdc2,Plxdc2,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,B1AY85,Plexin domain-containing protein 2,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,1403429.1,20.420524751334867,1191117.825,20.183884700524064,Plxnb2,Plxnb2,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,B2RXS4,Plexin-B2,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,105991.63125,16.69359083327477,136408.9765625,17.057579060265788,Ltbp4,Ltbp4,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,D3Z598,Latent-transforming growth factor beta-binding protein 4;Isoform 2 of Latent-transforming growth factor beta-binding protein 4,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,5642377.1,22.42787165887748,3748368.7,21.83783143680902,Fga,Fga,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,E9PV24,Fibrinogen alpha chain;Isoform 2 of Fibrinogen alpha chain,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,7610868.2,22.85962960602151,9179565.3,23.129994405492322,Col6a3,Col6a3,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free DIA (directDIA),5,5,E9PWQ3,Protein Col6a3,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,7464042.2,22.831525712207124,6443293.45,22.619366870931103,Col12a1,Col12a1,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free DIA (directDIA),5,5,E9PX70,Collagen alpha-1(XII) chain;Collagen alpha-1(XII) chain;Isoform 2 of Collagen alpha-1(XII) chain;Isoform 5 of Collagen alpha-1(XII) chain,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,9450.486328125,13.206172857923933,5770.131103515627,12.494388383470984,Adam17,Adam17,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,E9PXU2,Disintegrin and metalloproteinase domain-containing protein 17;Disintegrin and metalloproteinase domain-containing protein 17;Isoform Short of Disintegrin and metalloproteinase domain-containing protein 17,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,1297759.2,20.30759128456101,2053092.175,20.969366969021163,Vcan,Vcan,1,Gene_Symbol_or_UniProt,Proteoglycans,Core matrisome,Label-free DIA (directDIA),5,5,E9PYH0,"Versican core protein;MCG116562, isoform CRA_a",Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,5794208.9,22.466180268699688,5837771.6,22.47698633652043,Hspg2,Hspg2,1,Gene_Symbol_or_UniProt,Proteoglycans,Core matrisome,Label-free DIA (directDIA),5,5,E9PZ16,Basement membrane-specific heparan sulfate proteoglycan core protein,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,61940.934765625,15.918605534786042,24086.277734375,14.555923837921151,Cst12,Cst12,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,E9Q1S9,Cystatin;Cystatin-12,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,229500.521875,17.8081379087104,266244.678125,18.022393162519307,Col6a6,Col6a6,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free DIA (directDIA),5,5,E9Q6A6,Collagen alpha-6(VI) chain,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,36470.49296875,15.154442080149284,60150.4,15.876286710900885,Plod2,Plod2,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,E9Q718,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2;Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,2748551.45,21.390240054690434,3419463.15,21.70533841150319,Lamb1,Lamb1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,E9QN70,Laminin subunit beta-1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,731022.6125,19.47955650775139,602236.44375,19.19997048842191,Col18a1,Col18a1,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free DIA (directDIA),5,5,E9QPX1,Collagen alpha-1(XVIII) chain;Collagen alpha-1(XVIII) chain;Isoform 2 of Collagen alpha-1(XVIII) chain;Isoform 3 of Collagen alpha-1(XVIII) chain,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,1384.2780151367188,10.434918004211326,4505.8558105468765,12.137585432070908,Flg2,Flg2,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free DIA (directDIA),5,5,E9QPZ3,Filaggrin-2,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,104291.178125,16.67025760148345,88119.29375,16.427170311861783,Ltbp3,Ltbp3,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,F8VQ06,Latent-transforming growth factor beta-binding protein 3;Latent-transforming growth factor beta-binding protein 3;Isoform 2 of Latent-transforming growth factor beta-binding protein 3,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,4215484.3,22.00726695543139,3256258.65,21.634783869128533,Lama1,Lama1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,F8VQ40,Laminin subunit alpha-1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,1749967.125,20.73889638907037,1886953.25,20.847627249375062,Lamc1,Lamc1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,F8VQJ3,Laminin subunit gamma-1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,738995.2125,19.495205492495813,976098.0125,19.89666649420057,Igfbp7,Igfbp7,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,F8WH23,Insulin-like growth factor-binding protein 7,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,696973.05,19.410743346623704,727093.13125,19.471780641040098,Ecm1,Ecm1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,F8WI14,Extracellular matrix protein 1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,811247.0125,19.629781734686496,1039249.8,19.987111039644855,Anxa6,Anxa6,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,F8WIT2,Annexin,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,88028.8,16.425687980795207,90974.3703125,16.47317253990408,Itih1,Itih1,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,F8WJ05,Inter-alpha-trypsin inhibitor heavy chain H1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,8724.44599609375,13.090847807495646,8242.22568359375,13.00881825181652,Serpina3n,Serpina3n,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,G3X8T9,"Serine (Or cysteine) peptidase inhibitor, clade A, member 3N, isoform CRA_a;Serine protease inhibitor A3N",Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,196319.534375,17.582844206811906,213295.70625,17.702495398229775,Itih2,Itih2,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,G3X977,"Inter-alpha trypsin inhibitor, heavy chain 2;Inter-alpha-trypsin inhibitor heavy chain H2",Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,162644.1046875,17.3113590048254,168311.0078125,17.360770008782477,Efemp2,Efemp2,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,G5E8D6,EGF-containing fibulin-like extracellular matrix protein 2,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,137648.79375,17.070632441736663,117631.8453125,16.843919154126393,Vwa3b,Vwa3b,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,J9JI28,Protein Vwa3b,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,962303.35,19.876132225556688,787286.4875,19.586529191345548,Agrn,Agrn,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,M0QWP1,Agrin,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,385174.26875,18.555151802782497,382776.6375,18.54614325308141,Serpinb9,Serpinb9,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,O08797,Protein Serpinb9,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,385077.65,18.554789865632273,431011.1125,18.717365540368284,Serpinb6b,Serpinb6b,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,O08804,NK13,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,2565763.0,21.290956483899958,1394287.0,20.41109612540815,Tnxb,Tnxb,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,O35452,Protein Tnxb,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,162473.36875,17.30984373767982,148753.940625,17.182568361646254,Adam10,Adam10,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,O35598,Disintegrin and metalloproteinase domain-containing protein 10,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,9334114.2,23.154081687661776,17549853.0,24.064955610578455,Anxa3,Anxa3,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,O35639,Annexin A3,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,556787.9,19.086768333612543,166922.9109375,17.348822459259775,Fcna,Fcn1,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,O70165,Ficolin-1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,1102399.65,20.072215904438973,902555.99375,19.78365691269654,Col5a1,Col5a1,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free DIA (directDIA),5,5,O88207,Collagen alpha-1(V) chain,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,2831403.2,21.433085777141137,4033847.05,21.94372495213727,Nid2,Nid2,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,O88322,Nidogen-2,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,84996.2484375,16.375111544563815,69473.91953125,16.08418387214148,F10,F10,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,O88947,Coagulation factor X,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,1491363.5,20.508200507516968,1491733.4125,20.50855830409395,Col4a1,Col4a1,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free DIA (directDIA),5,5,P02463,Collagen alpha-1(IV) chain,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,5679487.6,22.437329345834993,6615442.7,22.65740627302754,Lamc1,Lamc1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,P02468,Laminin subunit gamma-1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,20733.739453125,14.339692718087928,16984.172265625,14.051903288824745,Tgfb1,Tgfb1,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free DIA (directDIA),5,5,P04202,Transforming growth factor beta-1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,1012068.425,19.94887540191671,549409.19375,19.067521526944784,Ctsl,Ctsl,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,P06797,Cathepsin L1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,114594.0640625,16.80617278930484,137091.64375,17.064781110558744,Sparc,Sparc,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,P07214,SPARC,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,108454534.4,26.692515131331202,95315044.0,26.506200603334086,Anxa2,Anxa2,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,P07356,Annexin A2,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,357307.775,18.44680778167626,456536.63125,18.80037109719282,Serpina3k,Serpina3k,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,P07759,Serine protease inhibitor A3K,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,1070958.925,20.03047171810032,983606.55,19.907721816549593,Col3a1,Col3a1,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free DIA (directDIA),5,5,P08121,Collagen alpha-1(III) chain,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,1689416.475,20.688093594533175,1658481.3625,20.661431368981066,Col4a2,Col4a2,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free DIA (directDIA),5,5,P08122,Collagen alpha-2(IV) chain,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,2829860.25,21.4322993779961,1687115.975,20.686127719479845,S100a10,S100a10,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free DIA (directDIA),5,5,P08207,Protein S100-A10,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,18977085.2,24.17775508173196,19966920.0,24.251108471033245,Anxa1,Anxa1,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,P10107,Annexin A1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,6643121.5,22.663429870289722,6529623.2,22.638568310992376,Nid1,Nid1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,P10493,Nidogen-1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,1796515.725,20.776770132707796,1208715.1375,20.205042848535133,Ctsb,Ctsb,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,P10605,Cathepsin B,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,73310588.6,26.12751825298611,111493713.6,26.732387127416846,Zp3,Zp3,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,P10761,Zona pellucida sperm-binding protein 3,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,30353306.2,24.855350333198594,23028127.0,24.45689373805617,Col1a1,Col1a1,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free DIA (directDIA),5,5,P11087,Collagen alpha-1(I) chain,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,38270.798046875,15.223956364858568,29296.953125,14.838463012114339,Mdk,Mdk,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free DIA (directDIA),5,5,P12025,Midkine,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,17891984.6,24.092810085909857,10520426.0,23.326689788579785,S100a6,S100a6,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free DIA (directDIA),5,5,P14069,Protein S100-A6,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,70204.70546875,16.09928010992151,55018.44765625,15.747627814183142,C1qb,C1qb,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,P14106,Complement C1q subcomponent subunit B,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,27166912.0,24.695347251285085,40581264.4,25.274310480395112,Anxa6,Anxa6,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,P14824,Annexin A6,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,314510.31875,18.26274782561209,314691.06875,18.26357670851348,Fgf2,Fgf2,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free DIA (directDIA),5,5,P15655,Fibroblast growth factor 2;Fibroblast growth factor;Fibroblast growth factor;Fibroblast growth factor,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,7681823.1,22.873017310635056,6957061.0,22.730046539736257,Lgals1,Lgals1,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,P16045,Galectin-1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,3792059.5,21.85455017060715,3181774.25,21.601400047997796,Lgals3,Lgals3,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,P16110,Galectin-3;Galectin,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,16746.1037109375,14.03153784462491,5896.717431640625,12.525696347104418,F9,F9,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,P16294,Coagulation factor IX,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,3641103.2,21.79594420107564,2391195.45,21.189300626275216,Ctsd,Ctsd,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,P18242,Cathepsin D,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,38257.221875,15.223444492839304,25964.505078125,14.66425310533565,Sdc1,Sdc1,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free DIA (directDIA),5,5,P18828,Syndecan-1;Isoform 2 of Syndecan-1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,7316061.9,22.8026358508686,12227676.6,23.543646965370932,Serpinh1,Serpinh1,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free DIA (directDIA),5,5,P19324,Serpin H1,Mus musculus,Dipali_2023,Ovary,Ovary,,,
Dipali_2023,Ovary,Ovary,30962201.4,24.88400471437461,53571095.2,25.674951454826818,Zp2,Zp2,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free DIA (directDIA),5,5,P20239,Zona pellucida sperm-binding protein 2,Mus musculus,Dipali_2023,Ovary,Ovary,,,
