Dataset_Name,Organ,Compartment,Abundance_Old,Abundance_Old_transformed,Abundance_Young,Abundance_Young_transformed,Canonical_Gene_Symbol,Gene_Symbol,Match_Confidence,Match_Level,Matrisome_Category,Matrisome_Division,Method,N_Profiles_Old,N_Profiles_Young,Protein_ID,Protein_Name,Species,Study_ID,Tissue,Tissue_Compartment,Zscore_Delta,Zscore_Old,Zscore_Young
Schuler_2021_Soleus,Skeletal muscle,Soleus,13.600976384,13.600976384,14.484677382,14.484677382,C4b,C4b,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,P01029,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.8788028112452457,-1.4098526973180157,-0.5310498860727699
Schuler_2021_Soleus,Skeletal muscle,Soleus,13.157457972,13.157457972,13.984918694,13.984918694,Serpinb5,Serpinb5,100,exact_gene,ECM Regulators,Matrisome-associated,LFQ,3,3,P70124,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.8054284113808217,-1.8984886764979,-1.0930602651170784
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.206047484,15.206047484,14.446095704,14.446095704,Ambp,Ambp,100,exact_gene,ECM Regulators,Matrisome-associated,LFQ,3,3,Q07456,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.9329340698616433,0.3584966369635836,-0.5744374328980597
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.226477878,15.226477878,14.481969468,14.481969468,Col8a2,Col8a2,100,exact_gene,Collagens,Core matrisome,LFQ,3,3,P25318,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.91510045036133,0.3810053430445856,-0.5340951073167445
Schuler_2021_Soleus,Skeletal muscle,Soleus,14.677654242,14.677654242,15.550784846,15.550784846,Ace,Ace,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,P09470,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.8915038443765055,-0.22364818997249356,0.667855654404012
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.140540544,15.140540544,16.004968144,16.004968144,Serpinh1,Serpinh1,100,exact_gene,ECM Regulators,Matrisome-associated,LFQ,3,3,P19324,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.8922877068866126,0.2863259064957397,1.1786136133823524
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.063250218,15.063250218,15.918498858,15.918498858,Kera,Kera,100,exact_gene,Proteoglycans,Core matrisome,LFQ,3,3,O35367,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.8802003028862398,0.2011731076393478,1.0813734105255877
Schuler_2021_Soleus,Skeletal muscle,Soleus,14.915393406,14.915393406,14.241209552,14.241209552,Itih3,Itih3,100,exact_gene,ECM Regulators,Matrisome-associated,LFQ,3,3,Q61704,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.8431202634810585,0.038275342506575445,-0.804844920974483
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.327670982,15.327670982,14.689352152,14.689352152,Cilp2,Cilp2,100,exact_gene,ECM Glycoproteins,Core matrisome,LFQ,3,3,D3Z7H8,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.7933725758639296,0.4924924653859502,-0.3008801104779794
Schuler_2021_Soleus,Skeletal muscle,Soleus,14.561379822,14.561379822,13.88151068,13.88151068,Thbs2,Thbs2,100,exact_gene,ECM Glycoproteins,Core matrisome,LFQ,3,3,Q03350,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.8575983456943836,-0.3517507975149126,-1.2093491432092962
Schuler_2021_Soleus,Skeletal muscle,Soleus,14.458031134,14.458031134,15.230209062,15.230209062,Apoc1,Apoc1,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,P34928,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.7729606127491675,-0.4656127838304562,0.3073478289187114
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.413923262,15.413923262,14.811948996,14.811948996,Mfge8,Mfge8,100,exact_gene,ECM Glycoproteins,Core matrisome,LFQ,3,3,P21956,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.7505310608541154,0.5875188862829872,-0.1630121745711281
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.870310134,15.870310134,16.723996962,16.723996962,Serpinf1,Serpinf1,100,exact_gene,ECM Regulators,Matrisome-associated,LFQ,3,3,P97298,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.8968747885276493,1.0903323886107412,1.9872071771383906
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.04492816,15.04492816,15.829645978,15.829645978,Ces1d,Ces1d,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,Q8VCT4,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.8004654936992149,0.18098721115976493,0.9814527048589798
Schuler_2021_Soleus,Skeletal muscle,Soleus,14.120357346,14.120357346,14.825325792,14.825325792,Pxdn,Pxdn,100,exact_gene,ECM Glycoproteins,Core matrisome,LFQ,3,3,Q3UQ28,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.6896678198591518,-0.8376369379094536,-0.1479691180503018
Schuler_2021_Soleus,Skeletal muscle,Soleus,14.915160262,14.915160262,15.676902966,15.676902966,Aoc3,Aoc3,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,O70423,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.7716650071838969,0.03801848158795925,0.8096834887718561
Schuler_2021_Soleus,Skeletal muscle,Soleus,14.640001286,14.640001286,14.021276212,14.021276212,Col5a2,Col5a2,100,exact_gene,Collagens,Core matrisome,LFQ,3,3,Q3U962,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.787042478770215,-0.26513144867444893,-1.052173927444664
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.658157782,15.658157782,15.13558793,15.13558793,Col1a1,Col1a1,100,exact_gene,Collagens,Core matrisome,LFQ,3,3,P11087,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.6556581668714209,0.8565985244688498,0.20094035759742893
Schuler_2021_Soleus,Skeletal muscle,Soleus,13.903286988,13.903286988,14.561687894,14.561687894,Sfn,Sfn,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,O70456,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.6323424242881088,-1.0767890994938034,-0.44444667520569464
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.958172738,15.958172738,15.461382864,15.461382864,Psap,Psap,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,Q61207,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.6198154974303466,1.1871329461010898,0.5673174486707432
Schuler_2021_Soleus,Skeletal muscle,Soleus,13.093123988,13.093123988,12.376740268,12.376740268,Cd5l,Cd5l,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,Q9QWK4,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.9321918932763058,-1.9693671302798426,-2.9015590235561484
Schuler_2021_Soleus,Skeletal muscle,Soleus,14.71989687,14.71989687,14.132914704,14.132914704,Alpl,Alpl,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,P09242,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.7495209861204488,-0.17710836809039385,-0.9266293542108427
Schuler_2021_Soleus,Skeletal muscle,Soleus,16.26307098,16.26307098,15.81637961,15.81637961,Clu,Clu,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,Q06890,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.5565135815961089,1.523047413232376,0.966533831636267
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.78502582,15.78502582,15.31113445,15.31113445,Gstm2,Gstm2,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,P15626,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.5980188350481705,0.9963724014883237,0.39835356644015313
Schuler_2021_Soleus,Skeletal muscle,Soleus,14.56420129,14.56420129,15.226063788,15.226063788,Clic1,Clic1,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,Q9Z1Q5,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.6513285165880585,-0.34864231150485503,0.3026862050832035
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.63811315,15.63811315,15.164494158,15.164494158,Col4a1,Col4a1,100,exact_gene,Collagens,Core matrisome,LFQ,3,3,P02463,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.6010675760862701,0.8345148225984974,0.23344724651222729
Schuler_2021_Soleus,Skeletal muscle,Soleus,12.247695982,12.247695982,12.718695048,12.718695048,F13b,F13b,100,exact_gene,ECM Regulators,Matrisome-associated,LFQ,3,3,Q07968,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.3837883925033059,-2.9007975520182447,-2.517009159514939
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.97960967,15.97960967,15.5410783,15.5410783,Col4a3,Col4a3,100,exact_gene,Collagens,Core matrisome,LFQ,3,3,Q9QZS0,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.5538105546835848,1.2107505817505264,0.6569400270669417
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.70053845,15.70053845,16.429535524,16.429535524,Cfd,Cfd,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,P03953,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.7527761633016449,0.9032904286743452,1.65606659197599
Schuler_2021_Soleus,Skeletal muscle,Soleus,14.639808598,14.639808598,15.286222364,15.286222364,Eln,Eln,100,exact_gene,ECM Glycoproteins,Core matrisome,LFQ,3,3,P54320,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.6356820819766298,-0.26534373814656304,0.3703383438300668
Schuler_2021_Soleus,Skeletal muscle,Soleus,13.438705224,13.438705224,13.986665542,13.986665542,C8a,C8a,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,Q8K182,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.4975353077272251,-1.5886311313444617,-1.0910958236172366
Schuler_2021_Soleus,Skeletal muscle,Soleus,13.11093675,13.11093675,13.63127232,13.63127232,Iigp1,Iigp1,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,Q9QZ85,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.45898426966921857,-1.9497423386899768,-1.4907580690207582
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.91781515,15.91781515,15.499211654,15.499211654,Ctsd,Ctsd,100,exact_gene,ECM Regulators,Matrisome-associated,LFQ,3,3,P18242,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.5328115975720962,1.1426699227041746,0.6098583251320784
Schuler_2021_Soleus,Skeletal muscle,Soleus,13.961640228,13.961640228,14.541208918,14.541208918,Anxa1,Anxa1,100,exact_gene,ECM-affiliated Proteins,Matrisome-associated,LFQ,3,3,P10107,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.5450232056301135,-1.0124997897509667,-0.46747658412085313
Schuler_2021_Soleus,Skeletal muscle,Soleus,12.338234342,12.338234342,12.781830528,12.781830528,Cd109,Cd109,100,exact_gene,ECM Regulators,Matrisome-associated,LFQ,3,3,Q8R422,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.355039740098404,-2.801049043286795,-2.446009303188391
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.367221384,15.367221384,16.0486398,16.0486398,Itga6,Itga6,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,Q61739,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.6916589730874977,0.5360661905918113,1.227725163679309
Schuler_2021_Soleus,Skeletal muscle,Soleus,14.049684918,14.049684918,14.615519638,14.615519638,Itgb4,Itgb4,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,A2A863,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.5315891624996385,-0.915498623292652,-0.3839094607930135
Schuler_2021_Soleus,Skeletal muscle,Soleus,14.832898368,14.832898368,14.354276494,14.354276494,Thbs4,Thbs4,100,exact_gene,ECM Glycoproteins,Core matrisome,LFQ,3,3,Q9Z1T2,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.62508233962526,-0.05261162538465011,-0.6776939650099102
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.748905388,15.748905388,15.345157754,15.345157754,Fam213a,Fam213a,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,Q9CYH2,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.5199626328111575,0.9565775650594817,0.43661493224832415
Schuler_2021_Soleus,Skeletal muscle,Soleus,14.225648458,14.225648458,14.79667534,14.79667534,Efemp1,Efemp1,100,exact_gene,ECM Glycoproteins,Core matrisome,LFQ,3,3,Q8BPB5,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.5414465610248849,-0.7216349316363553,-0.18018837061147036
Schuler_2021_Soleus,Skeletal muscle,Soleus,14.875744928,14.875744928,15.490157992,15.490157992,Dpysl3,Dpysl3,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,Q62188,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.6050833429363738,-0.005406435625607548,0.5996769073107663
Schuler_2021_Soleus,Skeletal muscle,Soleus,14.369648896,14.369648896,14.939449696,14.939449696,Mcam,Mcam,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,Q8R2Y2,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.5433562946586302,-0.5629858358588804,-0.019629541200250157
Schuler_2021_Soleus,Skeletal muscle,Soleus,13.853380094,13.853380094,13.324690938,13.324690938,Cstb,Cstb,100,exact_gene,ECM Regulators,Matrisome-associated,LFQ,3,3,Q62426,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.7037554546373512,-1.1317728461832561,-1.8355283008206074
Schuler_2021_Soleus,Skeletal muscle,Soleus,13.53692141,13.53692141,14.02715802,14.02715802,Agrn,Agrn,100,exact_gene,ECM Glycoproteins,Core matrisome,LFQ,3,3,A2ASQ1,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.4348642975373289,-1.4804237583945792,-1.0455594608572503
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.395910536,15.395910536,14.994405416,14.994405416,Gsto1,Gsto1,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,O09131,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.5255021334628769,0.5676737890591339,0.042171655596257
Schuler_2021_Soleus,Skeletal muscle,Soleus,13.557657286,13.557657286,14.031227752,14.031227752,Cd163,Cd163,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,Q2VLH6,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.4165957059071821,-1.4575784947047992,-1.040982788797617
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.553043346,15.553043346,15.179925854,15.179925854,Col1a2,Col1a2,100,exact_gene,Collagens,Core matrisome,LFQ,3,3,Q01149,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.4899899982554379,0.7407911668234568,0.25080116856801893
Schuler_2021_Soleus,Skeletal muscle,Soleus,13.506606826,13.506606826,13.970812184,13.970812184,C1qc,C1qc,100,exact_gene,ECM-affiliated Proteins,Matrisome-associated,LFQ,3,3,Q02105,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.40489820697156054,-1.5138221383388835,-1.108923931367323
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.692839552,15.692839552,15.344596322,15.344596322,Tgfbi,Tgfbi,100,exact_gene,ECM Glycoproteins,Core matrisome,LFQ,3,3,P82198,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.4588247825617977,0.8948083488755123,0.4359835663137146
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.79111224,15.79111224,15.45849176,15.45849176,Serpinb6a,Serpinb6a,100,exact_gene,ECM Regulators,Matrisome-associated,LFQ,3,3,Q60854,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.43901175293570105,1.0030779715750069,0.5640662186393058
Schuler_2021_Soleus,Skeletal muscle,Soleus,15.31199334,15.31199334,14.942348216,14.942348216,Itih1,Itih1,100,exact_gene,ECM Regulators,Matrisome-associated,LFQ,3,3,Q61702,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.4915899634454679,0.4752199920395637,-0.016369971405904193
Schuler_2021_Soleus,Skeletal muscle,Soleus,13.714149458,13.714149458,14.172567692,14.172567692,Apob,Apob,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,E9Q414,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.40312987352663554,-1.2851669247896211,-0.8820370512629856
Schuler_2021_Soleus,Skeletal muscle,Soleus,16.289511632,16.289511632,16.004287556,16.004287556,Cat,Cat,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,P24270,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.37432953074842934,1.5521777797078387,1.1778482489594093
Schuler_2021_Soleus,Skeletal muscle,Soleus,11.844059088,11.844059088,12.144486472,12.144486472,Man2b1,Man2b1,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,O09159,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.18275184158670665,-3.345495006726882,-3.162743165140175
Schuler_2021_Soleus,Skeletal muscle,Soleus,16.43305458,16.43305458,16.16829903,16.16829903,Postn,Postn,100,exact_gene,ECM Glycoproteins,Core matrisome,LFQ,3,3,Q62009,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.348033280531292,1.710322846637658,1.362289566106366
Schuler_2021_Soleus,Skeletal muscle,Soleus,14.088836628,14.088836628,14.564678316,14.564678316,Apoe,Apoe,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,P08226,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.43128039184421324,-0.8723641476208366,-0.44108375577662334
Schuler_2021_Soleus,Skeletal muscle,Soleus,14.750225086,14.750225086,15.277570082,15.277570082,Entpd2,Entpd2,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,O55026,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.5043032727168555,-0.14369496941070287,0.3606083033061526
Schuler_2021_Soleus,Skeletal muscle,Soleus,16.533619822,16.533619822,16.30256782,16.30256782,S100a9,S100a9,100,exact_gene,Secreted Factors,Matrisome-associated,LFQ,3,3,P31725,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,0.3078348903353403,1.8211182367873933,1.513283346452053
Schuler_2021_Soleus,Skeletal muscle,Soleus,14.854453116,14.854453116,15.365313308,15.365313308,Serpina1e,Serpina1e,100,exact_gene,ECM Regulators,Matrisome-associated,LFQ,3,3,Q00898,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.4881453213155347,-0.028864188728163515,0.4592811325873712
Schuler_2021_Soleus,Skeletal muscle,Soleus,12.535609664,12.535609664,12.854271214,12.854271214,Ecm1,Ecm1,100,exact_gene,ECM Glycoproteins,Core matrisome,LFQ,3,3,Q61508,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.2190502725624195,-2.5835954244020503,-2.3645451518396308
Schuler_2021_Soleus,Skeletal muscle,Soleus,13.928200502,13.928200502,14.358669808,14.358669808,Klkb1,Klkb1,0,Unmatched,Non-ECM,Non-ECM,LFQ,3,3,P26262,,Mus musculus,Schuler_2021,Skeletal_muscle_Soleus,Skeletal_muscle_Soleus,-0.3765878169486242,-1.049341221392631,-0.6727534044440068
