Dataset_Name,Organ,Compartment,Abundance_Old,Abundance_Old_transformed,Abundance_Young,Abundance_Young_transformed,Canonical_Gene_Symbol,Gene_Symbol,Match_Confidence,Match_Level,Matrisome_Category,Matrisome_Division,Method,N_Profiles_Old,N_Profiles_Young,Protein_ID,Protein_Name,Species,Study_ID,Tissue,Tissue_Compartment,Zscore_Delta,Zscore_Old,Zscore_Young
Angelidis_2019,Lung,Lung,24.97577,4.642457251706147,25.2872325,4.6603372482585765,Htra4,Htra4,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),2,4,A2RT60,Serine protease HTRA4,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,25.77648,4.687983359623777,26.118355,4.706992130053605,Col6a5,Col6a5,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),1,4,A6H584,Collagen alpha-5(VI) chain,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,30.4966225,4.93057756797874,30.571945,4.93413643489739,Mmrn2,Mmrn2,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,A6H6E2,Multimerin-2,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,32.124849999999995,5.005617812858894,32.334920000000004,5.015021135897984,Aspn,Aspn,1,Gene_Symbol_or_UniProt,Proteoglycans,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,A6H6K1,Asporin,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,25.4190125,4.667836079241809,25.056334999999997,4.647103501406406,Creld1,Creld1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,A8C1T7,Cysteine-rich with EGF-like domain protein 1,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,28.239994999999997,4.819667928061758,28.4405975,4.829879869311357,Fbln1,Fbln1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,B2CQD6,Fibulin-1,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,29.3569975,4.875632518335328,28.923292500000002,4.8541598865625675,Mmrn1,Mmrn1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,B2RPV6,Multimerin-1,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,28.1187425,4.813460171887443,28.196692499999997,4.817454037876673,Plxnb2,Plxnb2;mKIAA0315,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,B2RXS4,Plexin-B2,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,29.3273775,4.8741761637012395,30.781225,4.94397874261125,Col14a1,Col14a1,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,B7ZNH7,Collagen alpha-1(XIV) chain,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,29.770020000000002,4.895788285690424,30.36735,4.924449112425783,Hmcn1,Hmcn1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,D3YXG0,,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,26.136612500000002,4.708000264094865,28.450544999999998,4.830384384019091,Mfap5,Mfap5,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,D3Z3L7,Microfibrillar-associated protein 5,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,26.776065,4.742872053230292,26.703337500000004,4.738948162410187,Adamtsl5,Adamtsl5,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,D3Z689,,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,,,28.113433333333333,4.813187747485204,Cilp2,Cilp2,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),0,3,D3Z7H8,,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,34.375519999999995,5.1033096322883,34.0489575,5.089538721829421,Fga,Fga,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,E9PV24,Fibrinogen alpha chain;Fibrinopeptide A;Fibrinogen alpha chain,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,29.780320000000003,4.896287351155687,28.992655000000003,4.857615549016095,Itih4,Itih4,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,E9PVD2,"Inter alpha-trypsin inhibitor, heavy chain 4",Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,28.366306666666663,4.826106416788005,27.4617725,4.779352841072764,Colq,Colq,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3,4,E9PVR3,Acetylcholinesterase collagenic tail peptide,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,26.2753575,4.715638488379036,,,Itih3,Itih3,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,0,E9PVS1,Inter-alpha-trypsin inhibitor heavy chain H3,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,36.642700000000005,5.195453906539907,36.541345,5.1914578320032385,Col6a3,Col6a3,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,E9PWQ3,,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,37.7612425,5.238834330961504,37.7188975,5.237215602434622,Hspg2,Hspg2,1,Gene_Symbol_or_UniProt,Proteoglycans,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,E9PZ16,Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,26.6004125,4.733376713060822,27.490845,4.780879347266554,Ltbp4,Ltbp4,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,E9QPS5,Latent-transforming growth factor beta-binding protein 4,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,31.192147499999997,4.963110976901982,30.0965225,4.911524895432595,Col18a1,Col18a1,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,E9QPX1,Collagen alpha-1(XVIII) chain;Endostatin,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,26.512680000000003,4.72861060542776,27.49566,4.781132012048199,Matn4,Matn4,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3,4,F2Z469,Matrilin-4,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,37.616479999999996,5.233292948423127,37.377152499999994,5.2240847594598,Lamc1,Lamc1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,F8VQJ3,Laminin subunit gamma-1,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,29.3791825,4.876722347159884,29.434402499999997,4.879431437026353,Anxa6,Anxa6,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,F8WIT2,Annexin,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,28.9842625,4.857197871818434,29.131612500000003,4.86451365497764,Itih1,Itih1,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,F8WJ05,Inter-alpha-trypsin inhibitor heavy chain H1,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,25.96857,4.698694666827823,25.252455,4.6583517458866535,Adamtsl3,Adamtsl3,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,G3UXC7,,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,30.730575,4.94160285634761,29.672677500000002,4.891063208482996,Serpina3n,Serpina3n,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,G3X8T9,,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,25.54593,4.675021552917607,25.551035,4.6753098267204924,Hcfc2,Hcfc2,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3,2,G5E837,,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,35.61667,5.15448073207188,35.9102725,5.1663246956177815,Lamc2,Lamc2,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,G5E874,,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,33.3959975,5.061603301391583,33.096707499999994,5.048615798032067,Tinagl1,Tinagl1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,H3BJ97,Tubulointerstitial nephritis antigen-like,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,28.124632499999997,4.813762339878673,26.624575,4.7346865911071125,Cxcl12,Cxcl12,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,2,H7BX38,Stromal cell-derived factor 1,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,34.2448425,5.0978148198961595,34.0038675,5.087626938478388,Agrn,Agrn,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,M0QWP1,,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,25.742425,4.686076060282948,24.92710333333333,4.639643338349046,Angpt1,Angpt1,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,3,O08538,Angiopoietin-1,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,29.97123,4.905506387230252,30.1750125,4.915282463504255,Lgals9,Lgals9,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,O08573,Galectin-9;Galectin,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,25.28767666666667,4.660362588770617,26.207955,4.711932879821848,Sema3a,Sema3a,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3,4,O08665,Semaphorin-3A,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,30.274810000000002,4.920046000705632,29.4394325,4.879677955911129,Kng1,Kng1,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,O08677,Kininogen-1;Kininogen-1 heavy chain;Bradykinin;Kininogen-1 light chain,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,25.280533333333334,4.65995499468556,24.66272,4.624260015232785,Inhbe,Inhbe,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3,4,O08717,Inhibin beta E chain,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,31.1124,4.9594177830591715,31.09974,4.958830614076726,Serpinb9,Serpinb9,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,O08797,,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,25.2951175,4.660787035604935,25.3466725,4.663724458177399,Serpinb8,Serpinb8,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,O08800,Serpin B8,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,30.9071225,4.949867438238371,31.060145000000002,4.956992659650974,Serpinb6b,Serpinb6b,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,O08804,,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,26.40065,4.722501544934443,28.011705,4.8079578940863765,Ltbp2,Ltbp2,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,O08999,Latent-transforming growth factor beta-binding protein 2,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,28.3653075,4.826055598815827,28.35846,4.825707284351685,Ntn1,Ntn1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,O09118,Netrin-1,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,28.35791,4.8256793036373855,28.281354999999998,4.821779338264864,Col15a1,Col15a1,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,O35206,Collagen alpha-1(XV) chain;Restin,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,32.1152575,5.005186958901105,32.1990275,5.008945210490776,Tnxb,Tnxb,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,O35452,,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,28.131130000000002,4.814095600353807,27.8755625,4.800929012306768,Adam10,Adam10,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,O35598,Disintegrin and metalloproteinase domain-containing protein 10,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,26.8247525,4.745492954828345,25.890452500000002,4.694348275026937,Angpt2,Angpt2,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,O35608,Angiopoietin-2,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,28.348695,4.825210418754617,28.130832499999997,4.814080343090974,Hyal2,Hyal2,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,O35632,Hyaluronidase-2;Hyaluronidase,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,33.9483975,5.08527156999454,33.8348575,5.080438407345697,Anxa3,Anxa3,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,O35639,Annexin A3;Annexin,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,26.728119999999997,4.740286459888398,26.8718775,4.748025218817971,Anxa8,Anxa8,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,O35640,Annexin A8;Annexin,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,,,26.2474425,4.714104951101571,Sdc4,Sdc4,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),0,4,O35988,Syndecan-4;Syndecan,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,28.572337500000003,4.836547162723096,28.68091,4.84201889408965,Il16,Il16,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,O54824,Pro-interleukin-16;Interleukin-16,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,30.123490000000004,4.912817020076903,30.615365,4.936183978062473,Col5a1,Col5a1,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,O88207,Collagen alpha-1(V) chain,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,34.0290125,5.088693380717935,34.69604749999999,5.116699418298074,Nid2,Nid2;NID-2,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,O88322,Nidogen-2,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,27.8479825,4.799500907455335,27.5790825,4.785502557006923,Sema3f,Sema3f,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,O88632,Semaphorin-3F,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,33.8211325,5.079853064061005,33.097265,5.048640099413445,Col4a1,Col4a1,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,P02463,Collagen alpha-1(IV) chain;Arresten,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,34.27507,5.099087707311988,35.340244999999996,5.143240136448081,Lamb1,Lamb1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,P02469,Laminin subunit beta-1,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,26.25424,4.71447852844722,26.2849225,4.71616357607714,Ctsl,Ctsl,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,P06797,Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,30.421225,4.927006343473829,30.0436725,4.908989271710783,S100a4,S100a4,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,P07091,Protein S100-A4;Protein S100,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,35.582265,5.153086443611099,35.50565,5.149976713262312,Anxa2,Anxa2,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,P07356,Annexin A2;Annexin,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,27.6647125,4.789975025825899,26.77691,4.742917581132698,Serpina1a,Serpina1a,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,P07758,Alpha-1-antitrypsin 1-1,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,30.452095,4.92846957891852,31.166602500000003,4.961928988908927,Col3a1,Col3a1,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,P08121,Collagen alpha-1(III) chain,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,35.560297500000004,5.152195488795745,34.87765,5.124230931803775,Col4a2,Col4a2,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,P08122,Collagen alpha-2(IV) chain;Canstatin,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,32.32058000000001,5.014381182692904,32.4475825,5.020039089438931,S100a10,S100a10,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,P08207,Protein S100-A10,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,34.219522500000004,5.096747723455532,34.1546575,5.094010419932446,Anxa1,Anxa1,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,P10107,Annexin A1;Annexin,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,36.362367500000005,5.1843742292190305,36.0811825,5.173174716156103,Nid1,Nid1,1,Gene_Symbol_or_UniProt,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,P10493,Nidogen-1,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,30.232194999999997,4.9180138241226725,30.293345000000002,4.920928984624082,Ctsb,Ctsb,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,P10605,Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,34.72928,5.1180805962725895,34.808572500000004,5.121370745220165,Col1a1,Col1a1,1,Gene_Symbol_or_UniProt,Collagens,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),4,4,P11087,Collagen alpha-1(I) chain,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,28.3853325,4.82707373603482,27.3690425,4.774473058100827,Plat,Plat,1,Gene_Symbol_or_UniProt,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,P11214,Tissue-type plasminogen activator;Tissue-type plasminogen activator chain A;Tissue-type plasminogen activator chain B,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,33.217725,5.053881364948398,32.595915,5.026619268591726,S100a6,S100a6,1,Gene_Symbol_or_UniProt,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,P14069,Protein S100-A6;Protein S100,Mus musculus,Angelidis_2019,Lung,Lung,,,
Angelidis_2019,Lung,Lung,34.12661,5.092825204926438,34.247060000000005,5.097908237545181,Anxa6,Anxa6,1,Gene_Symbol_or_UniProt,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),4,4,P14824,Annexin A6;Annexin,Mus musculus,Angelidis_2019,Lung,Lung,,,
