Protein_ID,Protein_Name,Gene_Symbol,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Zscore_Young,Zscore_Old,Zscore_Delta,Method,Study_ID,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Match_Level,Match_Confidence,N_Profiles_Young,N_Profiles_Old
CON__Q04695;Q04695,"Keratin, type I cytoskeletal 17",KRT17,Intervertebral_disc_OAF,OAF,Homo sapiens,24.5141,,-0.8079966778636734,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT17,,,Level 4: Unmatched,0,1.0,0.0
CON__Q5D862;Q5D862,Filaggrin-2,FLG2,Intervertebral_disc_OAF,OAF,Homo sapiens,,25.1049,,-0.25022772430144846,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FLG2,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,0.0,1.0
CON__Q86YZ3;Q86YZ3,Hornerin,HRNR,Intervertebral_disc_OAF,OAF,Homo sapiens,28.99045,,0.9506792143971482,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HRNR,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,2.0,0.0
CON__Q99456;Q99456,"Keratin, type I cytoskeletal 12",KRT12,Intervertebral_disc_OAF,OAF,Homo sapiens,,26.6201,,0.3489466490863344,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT12,,,Level 4: Unmatched,0,0.0,2.0
CON__Q9C075;Q9C075,"Keratin, type I cytoskeletal 23",KRT23,Intervertebral_disc_OAF,OAF,Homo sapiens,24.929,,-0.6324988106216894,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KRT23,,,Level 4: Unmatched,0,1.0,0.0
O00115,Deoxyribonuclease-2-alpha,DNASE2,Intervertebral_disc_OAF,OAF,Homo sapiens,,23.02735,,-1.130926915342365,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,DNASE2,,,Level 4: Unmatched,0,0.0,2.0
O00151,PDZ and LIM domain protein 1,PDLIM1,Intervertebral_disc_OAF,OAF,Homo sapiens,,25.656550000000003,,-0.028148857265938076,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PDLIM1,,,Level 4: Unmatched,0,0.0,4.0
O00159,Unconventional myosin-Ic,MYO1C,Intervertebral_disc_OAF,OAF,Homo sapiens,26.35041818181818,26.4683,-0.051852617354672954,0.2904195203388617,0.34227213769353465,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MYO1C,,,Level 4: Unmatched,0,11.0,9.0
O00161,Synaptosomal-associated protein 23,SNAP23,Intervertebral_disc_OAF,OAF,Homo sapiens,24.12735,24.18694,-0.9741766786092134,-0.6303876720072882,0.34378900660192524,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SNAP23,,,Level 4: Unmatched,0,2.0,5.0
O00168,Phospholemman,FXYD1,Intervertebral_disc_OAF,OAF,Homo sapiens,24.019,,-1.0211916728094284,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FXYD1,,,Level 4: Unmatched,0,1.0,0.0
O00170,AH receptor-interacting protein,AIP,Intervertebral_disc_OAF,OAF,Homo sapiens,,23.2559,,-1.03038839695046,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AIP,,,Level 4: Unmatched,0,0.0,1.0
O00186,Syntaxin-binding protein 3,STXBP3,Intervertebral_disc_OAF,OAF,Homo sapiens,,25.14624,,-0.23342346789596063,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,STXBP3,,,Level 4: Unmatched,0,0.0,5.0
O00187,Mannan-binding lectin serine protease 2;Mannan-binding lectin serine protease 2 A chain;Mannan-binding lectin serine protease 2 B chain,MASP2,Intervertebral_disc_OAF,OAF,Homo sapiens,,25.81055,,0.03302696276744023,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MASP2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,0.0,2.0
O00203,AP-3 complex subunit beta-1,AP3B1,Intervertebral_disc_OAF,OAF,Homo sapiens,,23.8842,,-0.7588075125257693,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AP3B1,,,Level 4: Unmatched,0,0.0,1.0
O00217,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",NDUFS8,Intervertebral_disc_OAF,OAF,Homo sapiens,,24.5092,,-0.4953727201677177,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,NDUFS8,,,Level 4: Unmatched,0,0.0,2.0
O00231,26S proteasome non-ATPase regulatory subunit 11,PSMD11,Intervertebral_disc_OAF,OAF,Homo sapiens,25.0753,25.6114,-0.5712845878367487,-0.0461515049388526,0.5251330828978962,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PSMD11,,,Level 4: Unmatched,0,2.0,4.0
O00232,26S proteasome non-ATPase regulatory subunit 12,PSMD12,Intervertebral_disc_OAF,OAF,Homo sapiens,24.3819,24.3566,-0.8645157343174631,-0.5590925289801206,0.30542320533734246,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PSMD12,,,Level 4: Unmatched,0,1.0,1.0
O00233,26S proteasome non-ATPase regulatory subunit 9,PSMD9,Intervertebral_disc_OAF,OAF,Homo sapiens,,24.544600000000003,,-0.4806455343757309,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PSMD9,,,Level 4: Unmatched,0,0.0,3.0
O00264,Membrane-associated progesterone receptor component 1,PGRMC1,Intervertebral_disc_OAF,OAF,Homo sapiens,24.183549999999997,25.78722,-0.9498702846477745,0.023781842773165703,0.9736521274209402,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PGRMC1,,,Level 4: Unmatched,0,2.0,5.0
O00273,DNA fragmentation factor subunit alpha,DFFA,Intervertebral_disc_OAF,OAF,Homo sapiens,,21.3953,,-1.8779380219464512,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,DFFA,,,Level 4: Unmatched,0,0.0,1.0
O00291,Huntingtin-interacting protein 1,HIP1,Intervertebral_disc_OAF,OAF,Homo sapiens,24.712,,-0.7239340843597671,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HIP1,,,Level 4: Unmatched,0,1.0,0.0
O00292;O75610,Left-right determination factor 2;Left-right determination factor 1,LEFTY2;LEFTY1,Intervertebral_disc_OAF,OAF,Homo sapiens,24.985425000000003,26.0901625,-0.6088488831335238,0.1432089190613293,0.7520578021948531,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,LEFTY2,Secreted Factors,Matrisome-associated,Level 2: UniProt ID,95,4.0,8.0
O00299,Chloride intracellular channel protein 1,CLIC1,Intervertebral_disc_OAF,OAF,Homo sapiens,28.086845454545458,28.099483333333335,0.6178374655791607,0.9030499126190252,0.2852124470398645,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CLIC1,,,Level 4: Unmatched,0,11.0,12.0
O00300,Tumor necrosis factor receptor superfamily member 11B,TNFRSF11B,Intervertebral_disc_OAF,OAF,Homo sapiens,29.454033333333328,28.67952727272727,1.117567472890801,1.1126527834672608,-0.0049146894235401195,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,TNFRSF11B,,,Level 4: Unmatched,0,12.0,11.0
O00303,Eukaryotic translation initiation factor 3 subunit F,EIF3F,Intervertebral_disc_OAF,OAF,Homo sapiens,,22.7484,,-1.2549402239282927,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,EIF3F,,,Level 4: Unmatched,0,0.0,1.0
O00330,"Pyruvate dehydrogenase protein X component, mitochondrial",PDHX,Intervertebral_disc_OAF,OAF,Homo sapiens,,24.6744,,-0.42681991525078067,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PDHX,,,Level 4: Unmatched,0,0.0,2.0
O00339,Matrilin-2,MATN2,Intervertebral_disc_OAF,OAF,Homo sapiens,32.25801666666667,30.518258333333335,2.0758213885501844,1.7510011453903536,-0.3248202431598308,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MATN2,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,12.0,12.0
O00391,Sulfhydryl oxidase 1,QSOX1,Intervertebral_disc_OAF,OAF,Homo sapiens,29.922858333333334,30.30223333333333,1.2837787327362105,1.6779631405120063,0.3941844077757959,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,QSOX1,,,Level 4: Unmatched,0,12.0,12.0
O00423,Echinoderm microtubule-associated protein-like 1,EML1,Intervertebral_disc_OAF,OAF,Homo sapiens,,24.00555,,-0.7071452030927085,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,EML1,,,Level 4: Unmatched,0,0.0,4.0
O00429,Dynamin-1-like protein,DNM1L,Intervertebral_disc_OAF,OAF,Homo sapiens,,24.214750000000002,,-0.6186684052228567,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,DNM1L,,,Level 4: Unmatched,0,0.0,2.0
O00461,Golgi integral membrane protein 4,GOLIM4,Intervertebral_disc_OAF,OAF,Homo sapiens,,25.1106,,-0.2479091558445098,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,GOLIM4,,,Level 4: Unmatched,0,0.0,1.0
O00462,Beta-mannosidase,MANBA,Intervertebral_disc_OAF,OAF,Homo sapiens,25.4917,25.53735,-0.3989181386583794,-0.07574367375410783,0.32317446490427154,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MANBA,,,Level 4: Unmatched,0,1.0,2.0
O00468,Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment,AGRN,Intervertebral_disc_OAF,OAF,Homo sapiens,26.666,26.471063636363635,0.07296346518532654,0.2914879397776783,0.21852447459235175,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AGRN,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,12.0,11.0
O00469,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",PLOD2,Intervertebral_disc_OAF,OAF,Homo sapiens,28.7091,27.844645454545454,0.848131685365821,0.8096380889315373,-0.03849359643428363,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PLOD2,ECM Regulators,Matrisome-associated,Level 1: Gene Symbol,100,11.0,11.0
O00499,Myc box-dependent-interacting protein 1,BIN1,Intervertebral_disc_OAF,OAF,Homo sapiens,26.70356,27.67988571428571,0.08772395266609505,0.7488044626820358,0.6610805100159408,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,BIN1,,,Level 4: Unmatched,0,5.0,7.0
O00534,von Willebrand factor A domain-containing protein 5A,VWA5A,Intervertebral_disc_OAF,OAF,Homo sapiens,,23.869633333333336,,-0.7650259053632901,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,VWA5A,ECM Glycoproteins,Core matrisome,Level 1: Gene Symbol,100,0.0,3.0
O00560,Syntenin-1,SDCBP,Intervertebral_disc_OAF,OAF,Homo sapiens,25.193814285714286,23.506549999999997,-0.5219476228856215,-0.92121155624874,-0.3992639333631185,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,SDCBP,,,Level 4: Unmatched,0,7.0,2.0
O00567,Nucleolar protein 56,NOP56,Intervertebral_disc_OAF,OAF,Homo sapiens,,23.292749999999998,,-1.0142669163684135,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,NOP56,,,Level 4: Unmatched,0,0.0,2.0
O00571;O15523,ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y,DDX3X;DDX3Y,Intervertebral_disc_OAF,OAF,Homo sapiens,,21.6869,,-1.7405550263476584,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,DDX3X;DDX3Y,,,Level 4: Unmatched,0,0.0,1.0
O00584,Ribonuclease T2,RNASET2,Intervertebral_disc_OAF,OAF,Homo sapiens,,24.862450000000003,,-0.3493198797171513,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,RNASET2,,,Level 4: Unmatched,0,0.0,2.0
O00585,C-C motif chemokine 21,CCL21,Intervertebral_disc_OAF,OAF,Homo sapiens,25.35428,25.91626666666667,-0.45550102402702997,0.07481937307791356,0.5303203971049435,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CCL21,Secreted Factors,Matrisome-associated,Level 1: Gene Symbol,100,10.0,3.0
O00622,Protein CYR61,CYR61,Intervertebral_disc_OAF,OAF,Homo sapiens,23.8521,25.32164,-1.0940124204485173,-0.16241956896924017,0.9315928514792772,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CCN1,ECM Glycoproteins,Core matrisome,Level 2: UniProt ID,95,1.0,10.0
O00629,Importin subunit alpha-3,KPNA4,Intervertebral_disc_OAF,OAF,Homo sapiens,,23.1631,,-1.0710961563634522,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,KPNA4,,,Level 4: Unmatched,0,0.0,1.0
O00748,Cocaine esterase,CES2,Intervertebral_disc_OAF,OAF,Homo sapiens,,22.8375,,-1.215171245897143,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CES2,,,Level 4: Unmatched,0,0.0,1.0
O00754,Lysosomal alpha-mannosidase;Lysosomal alpha-mannosidase A peptide;Lysosomal alpha-mannosidase B peptide;Lysosomal alpha-mannosidase C peptide;Lysosomal alpha-mannosidase D peptide;Lysosomal alpha-mannosidase E peptide,MAN2B1,Intervertebral_disc_OAF,OAF,Homo sapiens,,22.6763,,-1.2872307792438784,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,MAN2B1,,,Level 4: Unmatched,0,0.0,1.0
O00757,"Fructose-1,6-bisphosphatase isozyme 2",FBP2,Intervertebral_disc_OAF,OAF,Homo sapiens,24.8725,26.6625,-0.656231797946568,0.3652366829978305,1.0214684809443986,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,FBP2,,,Level 4: Unmatched,0,1.0,2.0
O00764,Pyridoxal kinase,PDXK,Intervertebral_disc_OAF,OAF,Homo sapiens,,25.229300000000002,,-0.19974066033679028,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PDXK,,,Level 4: Unmatched,0,0.0,5.0
O14495,Lipid phosphate phosphohydrolase 3,PPAP2B,Intervertebral_disc_OAF,OAF,Homo sapiens,,21.0765,,-2.030197925750041,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,PPAP2B,,,Level 4: Unmatched,0,0.0,1.0
O14497,AT-rich interactive domain-containing protein 1A,ARID1A,Intervertebral_disc_OAF,OAF,Homo sapiens,,27.12625,,0.541796472419135,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ARID1A,,,Level 4: Unmatched,0,0.0,2.0
O14498,Immunoglobulin superfamily containing leucine-rich repeat protein,ISLR,Intervertebral_disc_OAF,OAF,Homo sapiens,26.9213,27.17122727272727,0.1729000287082652,0.5587651806674299,0.38586515195916465,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,ISLR,,,Level 4: Unmatched,0,11.0,11.0
O14558,Heat shock protein beta-6,HSPB6,Intervertebral_disc_OAF,OAF,Homo sapiens,25.7104,26.5795,-0.30947056240223375,0.3333247190643782,0.642795281466612,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,HSPB6,,,Level 4: Unmatched,0,1.0,4.0
O14561,"Acyl carrier protein, mitochondrial",NDUFAB1,Intervertebral_disc_OAF,OAF,Homo sapiens,25.3698,,-0.4490958808517855,,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,NDUFAB1,,,Level 4: Unmatched,0,1.0,0.0
O14579,Coatomer subunit epsilon,COPE,Intervertebral_disc_OAF,OAF,Homo sapiens,24.881966666666667,25.157675,-0.6522516851921628,-0.22877995682595292,0.4234717283662099,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,COPE,,,Level 4: Unmatched,0,3.0,4.0
O14617,AP-3 complex subunit delta-1,AP3D1,Intervertebral_disc_OAF,OAF,Homo sapiens,,23.9818,,-0.7172365245213608,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,AP3D1,,,Level 4: Unmatched,0,0.0,1.0
O14618,Copper chaperone for superoxide dismutase,CCS,Intervertebral_disc_OAF,OAF,Homo sapiens,,24.7012,,-0.41574035730080455,,Label-free LC-MS/MS (MaxQuant LFQ),Tam_2020,CCS,,,Level 4: Unmatched,0,0.0,1.0
