Gene_Symbol,gradient_magnitude,transition_index
DSP,0.42913694492826326,0.8327548916355523
EBI3,0.2480574757122877,0.6175308470961612
ECM1,0.1979835235581595,0.617883224584723
ELANE,0.3574047780337393,0.7069124637007923
ELN,0.46365971310363985,0.7619957643624908
EMILIN1,0.15092778243469934,0.5854374018390079
EMILIN2,0.29452727792214645,0.7168819163875777
EMILIN3,0.1723281096314647,0.6254188452449647
EPYC,0.14998720883422081,0.6325250729237761
F10,0.22354851142803092,0.6367722008749299
F13A1,0.2757751811986636,0.628552556461852
F13B,0.5393167712254747,0.669743439942721
F9,0.4881978400770337,0.7153772992486153
FAM20C,0.12515010678434035,0.5765636136938364
FBLN2,0.14309044094346968,0.6004212718307513
FBLN5,0.35789601972591006,0.5919725279519896
FBN3,0.6149358796637032,0.8997073848417658
FCN2,0.3069104209266647,0.658119254095093
FCN3,0.1244785500402673,0.5682837025586293
FGA,0.25928586369418616,0.613049238512027
FGB,0.27208728112003044,0.5858519071979651
FGFBP2,0.131513557736702,0.5723484237506306
FGG,0.2116615905460606,0.6200396117285829
FGL1,0.3188998984997245,0.7107720991646357
FGL2,0.2823718340750706,0.7196699793893081
FLG,0.21878119070488325,0.6285407996274315
FMOD,0.550320766217601,0.6292677319196823
FN1,0.22014116313358179,0.6038364329290722
FRZB,0.1536169570665716,0.6322410753496056
Fbln1,0.12816044331802012,0.5704891052383667
GAS6,0.3212334478372956,0.6964044497636005
GPC1,0.24510362321041904,0.5611597066715374
GPC4,0.20645750384656825,0.577629697626271
HAPLN1,0.1424806945769909,0.5813704467909555
HCFC1,0.28561853470507076,0.7200957384025128
HMCN1,0.16308471246444614,0.6333021762101259
HPX,0.3103126484063116,0.6838641560024802
HRG,0.24763898377640428,0.6127538052061584
HRNR,0.21689927658730948,0.7243190103779529
HTRA1,0.24151653749173518,0.6065250197487118
IGFBP6,0.133931795826799,0.5730445397829934
IGFBP7,0.1975307491610485,0.6133345715140853
IL17B,0.1906583840925191,0.6665436825558252
INHBC,0.29092182116194343,0.739531984123306
ITIH1,0.2991905252422668,0.6464136021244581
ITIH2,0.18311570734757873,0.6584747311246493
ITIH3,0.4119189446044405,0.7662832753960408
ITIH4,0.2340562757859356,0.7049883091818528
KAL1,0.14713849873566975,0.6354335270736104
KERA,0.14679397203575525,0.6145827694743188
KNG1,0.4812180854395556,0.7811020470810742
LAMA2,0.26047397636823527,0.7739277608594792
LAMA4,0.1383567773846199,0.6189287711710865
LAMB1,0.3174277904150964,0.5631579350486275
LAMB2,0.14802522683984098,0.5983467358022987
LAMC1,0.2107365994769307,0.6188088250678061
LEPREL2,0.26438461844189165,0.6759410221128103
LGALS1,0.24628524787676737,0.6610030556808041
LGALS3,0.28497860076260245,0.6315517085616128
LMAN1,0.39588678496564844,0.7706090801013011
LOX,0.15631058666168243,0.5703161698886107
LOXL1,0.15038572037285078,0.578936352765688
LPA,0.4380142555905189,0.785451417865372
LRG1,0.32873341170422415,0.6530513781545545
LTBP1,0.3537300360539683,0.6873591283663715
LTBP4,0.2562499204009424,0.5846535547375844
LUM,0.34971320351404267,0.6454183815239852
MASP1,0.12333344836946379,0.5752293258614072
MASP2,0.2917736386345941,0.6991967436822167
MATN3,0.15335954350793718,0.6104132994065655
MBL2,0.23526125281377935,0.5612460862629327
MEGF6,0.2674785430549352,0.6767416103645932
MFAP2,0.47741342901287576,0.7709352881902272
MFAP4,0.6637013935522651,0.7496829854625564
MFGE8,0.23630223126685276,0.6632923776530979
MME,0.3134088774143478,0.6912406268100009
MMP2,0.13540385685925646,0.5659788659470109
MMRN2,0.3190428017833879,0.7055231220246734
MPI,0.33493175488717086,0.7282214436136336
NID1,0.2524735481170415,0.632336159025691
NPNT,0.4219710050198033,0.8393657174961278
OGN,0.3265711190498903,0.640190961143257
OMD,0.12105276348245676,0.5603421407508133
P4HA2,0.14580712590205727,0.5929343857433168
PAPLN,0.2561066180393064,0.6807884648826423
PDF,0.20775113741997325,0.606279865758633
PDGFD,0.13469398597247556,0.6006936544651601
PLG,0.2402759026469033,0.6905642736942306
PLOD3,0.4835359657062829,0.7489364389247322
PLXNB2,0.40088749702772414,0.8044497813657029
POSTN,0.2661357263091542,0.6318429741669561
PRELP,0.26388672968555676,0.6489411568438633
PRG3,0.3718887885847848,0.7030455466050537
PTN,0.13002403229754841,0.5884828742823413
PXDN,0.17072848941682994,0.6142807763173803
PZP,0.36757079170146056,0.7286759789503852
S100A10,0.2911027077421757,0.6125527250379909
S100A11,0.15529612959468678,0.5701969250994604
S100A12,0.25246765802375376,0.7106931007137878
S100A16,0.5434080621324902,0.7032286954765077
S100A6,0.2725539090212519,0.6023955774326423
S100A8,0.5955783748642408,0.7392054390306857
S100A9,0.34779912907085214,0.6218486093023787
SCUBE1,0.15289596325532195,0.6286610810536466
SDC1,0.3491566914000705,0.6652557558189295
SDC2,0.3788167349165889,0.8200345145338357
SDC4,0.21939282475192226,0.5809966749565683
SEMA3A,0.14562933004490425,0.5856837463439006
SERPINA1,0.2825527862157839,0.6395467202782587
SERPINA10,0.19816079122845398,0.6347329671698035
SERPINA1E,0.26641821843251323,0.5997955424171653
SERPINA3,0.24502606345183842,0.5939491712482766
SERPINA4,0.23875453377316133,0.6859601093691073
SERPINA6,0.2986728715328259,0.7016567595742393
SERPINA7,0.22754129317591176,0.6795047966736437
SERPINB1,0.28165865344054253,0.6169938705359617
SERPINB12,0.18419643193416085,0.5796213277229247
SERPINB2,0.412570133885665,0.7770405291338727
SERPINB6,0.38762285495988175,0.7452714068468632
SERPINB9,0.3703586515717229,0.7032522717873266
SERPINC1,0.30680601942420244,0.6002006218280114
SERPIND1,0.49021876669274134,0.8017795065844144
SERPINE1,0.16848058534837618,0.6343116007093784
SERPINE2,0.49324782332448386,0.5624588316845567
SERPINF1,0.2664475316382982,0.6559554290725346
SERPINF2,0.23059143619017775,0.6160201837431865
SERPING1,0.34428379852408575,0.6263791252064415
SERPINH1,0.2401950512533333,0.6143630168035519
SLIT3,0.2650479783015637,0.5637280685276672
SPARC,0.14349935375584072,0.5868034648807947
SPARCL1,0.25199215960152627,0.6986279484273213
SPON1,0.26502638698921377,0.5613209844379797
SPP1,0.13931954836262556,0.6063251631547174
SRPX,0.2363432296440181,0.6841308233063865
TGM3,0.3094484822431089,0.7393012127673084
THBS1,0.4214241647692922,0.5719634378273634
THBS3,0.12774590855520018,0.5739570864088239
THSD4,0.27846824288817523,0.6673932158448553
TIMP1,0.19596090767275623,0.5661457631472894
TIMP3,0.5172997613550749,0.7224638855848527
TINAGL1,0.176845062599152,0.6355442518348469
TNC,0.28233518739394586,0.630795568137358
TNFAIP6,0.14313388887950418,0.6126364811410654
TNFSF13,0.3859304518716934,0.7742587318413535
TNXB,0.29206839865318107,0.5988099373406282
VCAN,0.3411387547844464,0.6404660494976063
VEGFA,0.12406372587751073,0.5775324862792536
VIT,0.2156879397317312,0.718437737810245
VTN,0.33078576682902483,0.6023960568411516
VWA1,0.1924053913582355,0.6043291249434372
VWA5A,0.29068573750840615,0.6643009040741645
VWF,0.3215081091524379,0.7671493661656513
WIF1,0.12212663659663049,0.5687007756603369
WISP2,0.39407213325135004,0.7974584156936485
