Protein_ID,Protein_Name,Gene_Symbol,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Dataset_Name,Organ,Compartment,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Method,Study_ID,Match_Level,Match_Confidence
Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 ",PLOD1,,Collagens,Core matrisome,Caldeira_2017,Intervertebral_disc,Nucleus_pulposus,Intervertebral_disc_Nucleus_pulposus,Nucleus_pulposus,Bos taurus,,,iTRAQ 8-plex LC-MS/MS,Caldeira_2017,3.0,70.0
O77588,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 ",PLOD1,,Collagens,Core matrisome,Caldeira_2017,Intervertebral_disc,Nucleus_pulposus,Intervertebral_disc_Nucleus_pulposus,Nucleus_pulposus,Bos taurus,,,iTRAQ 8-plex LC-MS/MS,Caldeira_2017,3.0,70.0
Q80YX1,Tenascin ,TENA,,ECM Glycoproteins,Core matrisome,Caldeira_2017,Intervertebral_disc,Nucleus_pulposus,Intervertebral_disc_Nucleus_pulposus,Nucleus_pulposus,Bos taurus,1.758976638317107,0.18777779489755608,iTRAQ 8-plex LC-MS/MS,Caldeira_2017,3.0,70.0
Q9DE68,Decorin ,PGS2,,Proteoglycans,Core matrisome,Caldeira_2017,Intervertebral_disc,Nucleus_pulposus,Intervertebral_disc_Nucleus_pulposus,Nucleus_pulposus,Bos taurus,0.49330451836188716,4.368748426437376,iTRAQ 8-plex LC-MS/MS,Caldeira_2017,3.0,70.0
P02468,Laminin subunit gamma-1 ,LAMC1,,ECM Glycoproteins,Core matrisome,Caldeira_2017,Intervertebral_disc,Nucleus_pulposus,Intervertebral_disc_Nucleus_pulposus,Nucleus_pulposus,Bos taurus,2.6881725589434318,3.239428758621217,iTRAQ 8-plex LC-MS/MS,Caldeira_2017,3.0,70.0
O08746,Matrilin-2 ,MATN2,,ECM-affiliated Proteins,Matrisome-associated,Caldeira_2017,Intervertebral_disc,Nucleus_pulposus,Intervertebral_disc_Nucleus_pulposus,Nucleus_pulposus,Bos taurus,1.4110445380210865,0.7640671630700426,iTRAQ 8-plex LC-MS/MS,Caldeira_2017,3.0,70.0
P28654,Decorin ,PGS2,,Proteoglycans,Core matrisome,Caldeira_2017,Intervertebral_disc,Nucleus_pulposus,Intervertebral_disc_Nucleus_pulposus,Nucleus_pulposus,Bos taurus,0.7516683911283799,3.1805227994918837,iTRAQ 8-plex LC-MS/MS,Caldeira_2017,3.0,70.0
P49747,Cartilage oligomeric matrix protein ,COMP,,ECM-affiliated Proteins,Matrisome-associated,Caldeira_2017,Intervertebral_disc,Nucleus_pulposus,Intervertebral_disc_Nucleus_pulposus,Nucleus_pulposus,Bos taurus,3.8811160301168752,6.048557519912716,iTRAQ 8-plex LC-MS/MS,Caldeira_2017,3.0,70.0
P13611,Versican core protein ,CSPG2,,Proteoglycans,Core matrisome,Caldeira_2017,Intervertebral_disc,Nucleus_pulposus,Intervertebral_disc_Nucleus_pulposus,Nucleus_pulposus,Bos taurus,1.7178682076434304,1.8630684614181534,iTRAQ 8-plex LC-MS/MS,Caldeira_2017,3.0,70.0
Q640N1,Adipocyte enhancer-binding protein 1 ,AEBP1,Aebp1,ECM Glycoproteins,Core matrisome,Caldeira_2017,Intervertebral_disc,Nucleus_pulposus,Intervertebral_disc_Nucleus_pulposus,Nucleus_pulposus,Bos taurus,1.590123444795607,3.1758629480997733,iTRAQ 8-plex LC-MS/MS,Caldeira_2017,1.0,100.0
P20785,Collagen alpha-1(VI) chain ,CO6A1,,Collagens,Core matrisome,Caldeira_2017,Intervertebral_disc,Nucleus_pulposus,Intervertebral_disc_Nucleus_pulposus,Nucleus_pulposus,Bos taurus,0.7588719526926674,0.6699970960617067,iTRAQ 8-plex LC-MS/MS,Caldeira_2017,3.0,70.0
P15989,Collagen alpha-3(VI) chain ,CO6A3,,Collagens,Core matrisome,Caldeira_2017,Intervertebral_disc,Nucleus_pulposus,Intervertebral_disc_Nucleus_pulposus,Nucleus_pulposus,Bos taurus,1.1302143633365633,2.3126024405161565,iTRAQ 8-plex LC-MS/MS,Caldeira_2017,3.0,70.0
P15800,Laminin subunit beta-2 ,LAMB2,,ECM Glycoproteins,Core matrisome,Caldeira_2017,Intervertebral_disc,Nucleus_pulposus,Intervertebral_disc_Nucleus_pulposus,Nucleus_pulposus,Bos taurus,2.171391745408378,1.019348740577696,iTRAQ 8-plex LC-MS/MS,Caldeira_2017,3.0,70.0
O75339,Cartilage intermediate layer protein 1 ,CILP1,CILP,ECM Glycoproteins,Core matrisome,Caldeira_2017,Intervertebral_disc,Nucleus_pulposus,Intervertebral_disc_Nucleus_pulposus,Nucleus_pulposus,Bos taurus,1.0125399166718123,6.931790033976237,iTRAQ 8-plex LC-MS/MS,Caldeira_2017,1.0,100.0
