Protein_ID,Protein_Name,Gene_Symbol,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Dataset_Name,Organ,Compartment,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Method,Study_ID,Match_Level,Match_Confidence
E9Q5D9,,Igfbp7,Igfbp7,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,24.501981326165833,24.551110707371635,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q60715-2,,P4ha1,P4ha1,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.52466815889427,26.4135662321174,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
E9Q7T7,,Chadl,Chadl,Proteoglycans,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,25.398165628379967,24.947628105218783,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P02469,,Lamb1,Lamb1,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.155259792932487,28.77961806685175,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
E9QPU1,,Vwf,Vwf,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,23.118999675441,22.978360806275134,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
E9QPX1,,Col18a1,Col18a1,Collagens,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.50667244215873,26.769462551856567,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
F2Z469,,Matn4,Matn4,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.690206598454704,27.4769207013987,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
F6RT34,,Mbp,Prg2,Proteoglycans,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,40.05226782030551,40.297349409545454,TMT 6-plex LC-MS/MS,Tsumagari_2023,3,80
Q7TMJ8,,Pik3ip1,Pik3ip1,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,24.02289201847447,24.026574866134798,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
F6TYB7,,Mbp,Prg2,Proteoglycans,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,34.43612468371972,34.679814344921766,TMT 6-plex LC-MS/MS,Tsumagari_2023,3,80
P04370-5,,Mbp,Prg2,Proteoglycans,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,24.26970926387737,25.490080889363167,TMT 6-plex LC-MS/MS,Tsumagari_2023,3,80
F6WR04,,Ctss,Ctss,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,25.400637445396782,25.644945470702368,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
F7A0B0,,Mbp,Prg2,Proteoglycans,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.206501197961018,28.537504819033117,TMT 6-plex LC-MS/MS,Tsumagari_2023,3,80
F8VQJ3,,Lamc1,Lamc1,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,32.39010307914156,32.70200589121098,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P18242,,Ctsd,Ctsd,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,31.359669978624236,31.768313215033988,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
F8WIT2,,Anxa6,Anxa6,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,25.297647708864883,25.269218200987314,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
F8WJ51,,Ntng1,Ntng1,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.250412754080937,26.209038975015535,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P16675,,Ctsa,Ctsa,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.234706577127184,27.292505929052197,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
G3X8T9,,Serpina3n,Serpina3n,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.71974313818535,27.088577712832418,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q61703,,Itih2,Itih2,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,24.833699558369602,25.599193926592502,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q99JR5,,Tinagl1,Tinagl1,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.39343644961018,27.909265985988913,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q8CAL5,,Gpc5,Gpc5,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,28.686741707229885,28.594536052710335,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P47879,,Igfbp4,Igfbp4,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,20.64757245431962,20.84535646641407,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
J3QMV5,,Crlf3,Crlf3,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,24.536490947402797,24.68963681917347,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
M0QWP1,,Agrn,Agrn,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.960074736262985,30.12888901837259,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
O08677-2,,Kng1,Kng1,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.027396780104965,26.824510598217767,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
O08797,,Serpinb9,Serpinb9,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.877638914715067,28.008087825782553,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
O08800,,Serpinb8,Serpinb8,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,22.5912460324971,22.692012627231236,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
O09126,,Sema4d,Sema4d,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,28.1403577599348,28.205452773936546,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
O35188,,Cx3cl1,Cx3cl1,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,25.25326299641237,25.4581583027679,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
O35474,,Edil3,Edil3,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.4144309812999,26.758330660619517,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
O35598,,Adam10,Adam10,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.93482101001065,28.30639233037324,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
O35639,,Anxa3,Anxa3,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,30.696686359351332,30.830767192290782,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
O35684,,Serpini1,Serpini1,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,25.974935098755182,26.019859525013533,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
O35988,,Sdc4,Sdc4,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,30.2945058507125,30.38340920994815,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P02463,,Col4a1,Col4a1,Collagens,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,28.18870870126193,28.22759120014075,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P04370,,Mbp,Prg2,Proteoglycans,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,30.36950895776573,30.370229317786013,TMT 6-plex LC-MS/MS,Tsumagari_2023,3,80
P07356,,Anxa2,Anxa2,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,30.201072564743935,30.322163866424518,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P08121,,Col3a1,Col3a1,Collagens,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.44263471814077,26.55183214779487,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P08122,,Col4a2,Col4a2,Collagens,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,30.372430830162415,30.669299108781647,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P08207,,S100a10,S100a10,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.6705078100872,26.69850030902005,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P0C7M9,,Clec2l,Clec2l,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.58570368535514,26.986251173710702,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P10107,,Anxa1,Anxa1,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.7710824028217,27.044716860361365,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P10493,,Nid1,Nid1,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,28.970647540545468,29.06435553380933,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P10605,,Ctsb,Ctsb,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,30.057651522542766,30.198684113889367,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P11087,,Col1a1,Col1a1,Collagens,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,32.38312614785465,32.44169711430198,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P14069,,S100a6,S100a6,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,30.811568535107345,31.389511646775464,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P14106,,C1qb,C1qb,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,30.144654803143833,30.497810846933366,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P14824,,Anxa6,Anxa6,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,33.602249102986086,33.613460632008604,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P16045,,Lgals1,Lgals1,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.888391458249632,30.138907912850712,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P19137,,Lama1,Lama1,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,28.037412961628302,28.31543816238055,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P19324,,Serpinh1,Serpinh1,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.1936151026036,29.0829131317003,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P21237,,Bdnf,Bdnf,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,24.020272393632236,23.750386279437766,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P21460,,Cst3,Cst3,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,32.360807047967334,32.378108851192266,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P21956-2,,Mfge8,Mfge8,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,24.188232633575918,24.502906249495613,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P21981,,Tgm2,Tgm2,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.65963952541465,28.028457283346086,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P22599,,Serpina1b,Serpina1b,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.41006566149332,27.6218209694176,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P24668,,M6pr,Igf2,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,31.065604770227264,31.147475743884968,TMT 6-plex LC-MS/MS,Tsumagari_2023,3,80
P25785,,Timp2,Timp2,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.84235461303658,26.811734869446283,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P28653,,Bgn,Bgn,Proteoglycans,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,28.369723579290564,28.99714515678865,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P28654,,Dcn,Dcn,Proteoglycans,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,25.256020440560864,25.390157477726916,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P31725,,S100a9,S100a9,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,25.030132752264098,25.24282047516235,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P32261,,Serpinc1,Serpinc1,ECM Regulators,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,27.48175880417283,27.32168455037737,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P43407,,Sdc2,Sdc2,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,28.070719214225434,27.914765464736334,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P47880,,Igfbp6,Igfbp6,ECM Glycoproteins,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,25.749920558115466,25.986746740764563,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P48036,,Anxa5,Anxa5,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,34.23998142576479,34.40205582977255,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P50114,,S100b,S100b,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,32.9706113324065,33.242433784744854,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P50543,,S100a11,S100a11,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.52605550457245,26.613495686534918,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P50608,,Fmod,Fmod,Proteoglycans,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,24.275329396010566,24.57260964669503,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P51655,,Gpc4,Gpc4,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.814043135151113,29.72413140953138,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P51885,,Lum,Lum,Proteoglycans,Core matrisome,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.662402830137534,27.043655106360166,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P60882,,Megf8,Megf8,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,24.26668849244062,24.263291832108234,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P61148,,Fgf1,Fgf1,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,26.351069182343803,26.23493177434358,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P61329-2,,Fgf12,Fgf12,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.415809653173866,29.11496141596045,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P63084,,S100a5,S100a5,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.592666008867067,29.65689731760625,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
Q3UZI5,,Ptn,Ptn,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.898473726272055,29.783073814965466,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P70206,,Plxna1,Plxna1,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,30.729907217631382,30.74560440585905,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P70207,,Plxna2,Plxna2,ECM-affiliated Proteins,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,29.1252712985895,29.112361574035265,TMT 6-plex LC-MS/MS,Tsumagari_2023,1,100
P70232,,Chl1,Chrdl1,Secreted Factors,Matrisome-associated,Tsumagari_2023,Brain,Cortex,Brain_Cortex,Cortex,Mus musculus,30.167839393153816,29.929612813527537,TMT 6-plex LC-MS/MS,Tsumagari_2023,3,80
