canonical_symbol,degree,betweenness,eigenvector,is_serpin,function_category,pathways
SPON1,34,0.008690759589464988,0.0482061072824151,False,,
VTN,44,0.012111064878412495,0.07979240163888361,False,,
ABI3BP,19,0.0021396738165893768,0.025820416036378763,False,,
ACAN,24,0.004136664380001892,0.037623409086934304,False,,
AGRN,24,0.005005963092786407,0.02802619867805736,False,,
ANXA3,30,0.009266267476690812,0.03692094019440125,False,,
ANXA4,38,0.006505372809005774,0.08700963816064715,False,,
CHAD,15,0.0010402487087938415,0.023013723973345647,False,,
CLEC11A,14,0.0004925625160177255,0.02026426052027995,False,,
FBN1,45,0.008671472619764522,0.11182837087109888,False,,
IGFBP2,19,0.0010657743797653513,0.02866690691374446,False,,
IGFBP3,15,0.0007414321312654145,0.02399766787305299,False,,
IGFBP6,16,0.0017405905372256246,0.01887344635748169,False,,
MMP2,36,0.008653064330912185,0.06049161232213425,False,,
MXRA5,14,0.0004925625160177255,0.02026426052027995,False,,
P4HA2,30,0.004672154176893102,0.05385320882841379,False,,
PCOLCE2,27,0.0034585545122528837,0.042935488430749215,False,,
S100A10,37,0.007962971092925668,0.07845430333732442,False,,
S100A16,11,0.0012349645257348208,0.010471755533538784,False,,
SERPINA7,15,0.0007414321312654145,0.02399766787305299,True,Angiotensin regulation,Protease Control
BGN,33,0.0050198971619570725,0.05471547994933571,False,,
COL11A2,18,0.001605402068892618,0.03246350849036608,False,,
COL1A2,39,0.01309989664744081,0.06932162624109457,False,,
COL6A1,44,0.010864711044924336,0.07578346225508278,False,,
CTSZ,24,0.0028798685203009016,0.0419072683553349,False,,
ECM1,36,0.012666267310200303,0.06576067574048924,False,,
FBLN1,23,0.005206474292811297,0.02967230529797052,False,,
FGA,50,0.009746465541579442,0.11976425613055056,False,,
HRG,25,0.0032883563622731335,0.0413190532702857,False,,
LAMA3,13,0.0015363315985788446,0.017579622055976993,False,,
PLXNB2,16,0.002247994993705571,0.023245088978427506,False,,
POSTN,29,0.006079953887212218,0.045390539234961315,False,,
PRSS2,13,0.0011515894353879472,0.019123630667849917,False,,
S100A13,35,0.005802843745560749,0.08674939423956252,False,,
SERPINB9,13,0.001402974937720321,0.023301026197244647,True,Other or Unknown,
SERPINF1,52,0.014174074906825256,0.10142682906263156,True,ECM modulator,ECM Assembly
THBS4,19,0.0030334811972823265,0.03374934996927689,False,,
VWF,33,0.006480267359434838,0.05859523814676378,False,,
ADAM10,19,0.003157400493766043,0.018333557377773407,False,,
COL6A6,18,0.0029336151379352735,0.0229114439577863,False,,
CPN2,13,0.0020564506275254114,0.012606627929473948,False,,
CRLF3,9,0.0004357999130682964,0.008635056615680559,False,,
CTSS,28,0.005850275992977637,0.04513848223818745,False,,
DCN,33,0.007301277038733824,0.0601782491759827,False,,
EMILIN2,26,0.006410717498784821,0.030448059459760573,False,,
FBN2,17,0.003089814536715016,0.024331608997817285,False,,
GPC4,7,0.000492046179164274,0.010056024745502342,False,,
HCFC1,16,0.0044440042037171695,0.014043811149680414,False,,
IGFBP5,33,0.0058432672843499464,0.07125941624020739,False,,
LGALSL,9,0.0004357999130682964,0.008635056615680559,False,,
MMRN2,31,0.009876592084640262,0.038207212545955604,False,,
PLOD3,11,0.0005058111624509137,0.01314023848240761,False,,
SERPINB8,14,0.0018728843262014166,0.014141993169443527,True,Other or Unknown,
VWA5A,21,0.003945655198547105,0.029208428758139237,False,,
ADAM17,18,0.003343729604552326,0.03718435208920262,False,,
ANXA2,40,0.00871147848611396,0.09601977758288371,False,,
COL18A1,25,0.005678430859845787,0.036401744620038076,False,,
DSPP,14,0.0011041612927336223,0.027430542162691567,False,,
GPC1,23,0.0041755368685879885,0.04200589070370738,False,,
HSPG2,38,0.0073168327130751325,0.08741621928900847,False,,
ITIH2,46,0.009083609840117924,0.11622096152381967,False,,
ITIH3,5,0.0019085701770320035,0.004038675473698247,False,,
LTBP2,39,0.005269694867456524,0.1082481760213536,False,,
PLOD1,20,0.0034764515184161865,0.023442825954742813,False,,
PLXNA1,19,0.002432451854092295,0.034140394506324515,False,,
PLXNB1,19,0.0015908429385281502,0.03608633496918025,False,,
TNXB,46,0.00821064737163833,0.12450203998833562,False,,
ADAM9,10,0.0007493075832329936,0.01445759418976145,False,,
ANXA6,29,0.007377671044955432,0.04600798062869175,False,,
CRELD1,14,0.0008022212172759187,0.02040423948071912,False,,
EGLN1,12,0.0008354122615493518,0.01787157565259162,False,,
FBLN5,40,0.01419367212600864,0.05699919803333455,False,,
FGF1,17,0.001763617999536112,0.025541015660057752,False,,
SERPINB1A,12,0.0011585584390817532,0.017738980731219645,True,Inflammation control,Inflammation
ADAMTSL4,14,0.0009514528213112381,0.026867235192271546,False,,
AGT,34,0.006447443580327213,0.06551676189444781,False,,
COL14A1,51,0.011987959877132904,0.1089763871969782,False,,
COL4A1,39,0.0101293581267437,0.07158285899797617,False,,
COL4A2,45,0.012873902514892913,0.07450141280364586,False,,
IGFBP7,19,0.002220228123723647,0.031458226154012496,False,,
LRG1,21,0.002838869619372773,0.043227683662112076,False,,
MATN2,41,0.008932982140729876,0.09275690358820622,False,,
MMP9,14,0.0005158005513349287,0.033103063797429125,False,,
S100A6,21,0.0063908791268120395,0.03281075124560911,False,,
ADIPOQ,23,0.0023557669903613867,0.05015374178570562,False,,
CILP,23,0.0024454727207439617,0.042458107805608124,False,,
CLEC3B,27,0.003329109788901059,0.05822845881648692,False,,
CTHRC1,10,0.0007846617230320652,0.0119351939500506,False,,
DPT,33,0.0063338325764008396,0.05201938606381847,False,,
F2,39,0.006221489655194633,0.08661037609609015,False,,
FGB,53,0.011495157080437262,0.12090640270987785,False,,
FN1,51,0.013812198758742329,0.09798646336618541,False,,
LAMA5,38,0.007766472854626112,0.07214425883270412,False,,
NID2,26,0.004074430715105639,0.04561318954284727,False,,
PODN,11,0.0005000022246314331,0.02158019593963847,False,,
S100B,18,0.0022177966299555332,0.028739250399590875,False,,
SEMA3B,13,0.001901555039594541,0.02123130814048493,False,,
SEMA3C,46,0.006506723321686146,0.11883149289562073,False,,
SERPIND1,46,0.006248532464852566,0.12202751165165857,True,Heparin cofactor,Coagulation
SERPINH1,38,0.009151677254611764,0.07419896643128178,True,Collagen chaperone,ECM Assembly
THBS1,28,0.004233700798686252,0.04255935384037346,False,,
TINAGL1,31,0.004907979399228778,0.0542827686682665,False,,
AEBP1,29,0.006893049841980822,0.03880269622201509,False,,
AMBP,26,0.004094214230897372,0.04287057228476109,False,,
C1QB,37,0.009099040286789423,0.061211167649798066,False,,
CCN5,20,0.0012612589034225342,0.050697966839718764,False,,
COL4A3,30,0.003541518788550405,0.06217606841681754,False,,
COL5A3,9,0.0010588479973209493,0.010228557344671277,False,,
ELN,36,0.00785640818895259,0.07380305695213034,False,,
LAMA4,22,0.003968457914611675,0.02864737617093353,False,,
LAMC1,22,0.004044284304630725,0.030068554744696743,False,,
LOX,30,0.003367144963967029,0.055028014868993884,False,,
LOXL2,12,0.0010562359023312767,0.01498917331323961,False,,
LOXL3,16,0.0012117998976410825,0.022867103104061513,False,,
MBL2,7,0.00034076664070385374,0.007861212119165387,False,,
P3H1,21,0.0030086193144706497,0.033236692070769146,False,,
SERPINB1,14,0.0017680190854890577,0.01667219569236156,True,Inflammation control,Inflammation
SERPINE1,40,0.006733892737151648,0.08980920867806191,True,Fibrinolysis inhibitor,Fibrinolysis;Inflammation
SERPING1,28,0.00584782447938583,0.039894629125374254,True,Complement regulator,Complement
SRPX2,24,0.0032058957820820535,0.03640228272784869,False,,
TGFB1,21,0.0021257427910674103,0.02776197239120771,False,,
THBS2,34,0.00762151386927579,0.053773367350671154,False,,
CD109,14,0.0007873310693088205,0.025338280815395058,False,,
EDIL3,25,0.0026112073961114157,0.060821506043144735,False,,
FREM1,6,0.00026272875552779695,0.007785202196008675,False,,
FSTL1,17,0.0011810797448652045,0.026847489838278414,False,,
LTBP3,14,0.0006895442189591143,0.02041551081778463,False,,
MGP,24,0.0017669259681003377,0.04811455714054831,False,,
PLOD2,14,0.0006895442189591143,0.02041551081778463,False,,
TGFBI,34,0.007549207824935896,0.05377313725861672,False,,
TIMP2,19,0.0020618358408015388,0.040829597668588576,False,,
COL16A1,26,0.003084692187996103,0.04962977571926147,False,,
CTSL,18,0.0025179993839350343,0.03344194308420606,False,,
ECM2,53,0.006648060017028106,0.15313548012563258,False,,
FBLN2,22,0.0023894848891464165,0.04710698602317327,False,,
LGALS3,37,0.007352635390469496,0.0823288673158938,False,,
MFAP2,20,0.0025196898519078757,0.03591152383987831,False,,
NID1,32,0.009374191641159251,0.03791278674498609,False,,
PLXND1,5,0.00012161891497846287,0.007251478287088357,False,,
PRELP,24,0.0037431965545485497,0.037872260552336785,False,,
SERPINC1,41,0.0072081242228043615,0.09986280040531037,True,Antithrombin,Coagulation
C1QTNF5,20,0.0029372661693681935,0.03938189471811092,False,,
COMP,15,0.0013946690542293297,0.025518898156957542,False,,
HABP2,11,0.0007611724330810021,0.019718562793042935,False,,
LUM,40,0.008691214795174347,0.07291292510588963,False,,
PRG2,12,0.0011745132594376934,0.015015237107034566,False,,
S100A8,20,0.0022571323704173537,0.04399651576582569,False,,
SLIT3,46,0.005106138281753227,0.13187951336490325,False,,
ANGPTL2,30,0.0064349030861491595,0.05279142652409075,False,,
ANGPTL5,16,0.0006136382224132219,0.02145179166919416,False,,
CTSA,14,0.001628347459887649,0.017856210103990067,False,,
F13A1,37,0.006341489638659746,0.07781709694168498,False,,
FBLN7,16,0.0006136382224132219,0.02145179166919416,False,,
HAPLN3,16,0.0006136382224132219,0.02145179166919416,False,,
LPA,5,0.00011818476526644318,0.006755581303279858,False,,
MFAP4,26,0.0044870618884476155,0.03618858672185873,False,,
PLG,29,0.006056530399050187,0.04163057065187898,False,,
PXDN,36,0.011521457451915981,0.056239441605883976,False,,
PZP,12,0.0019966256348105415,0.029205056922619054,True,Protease sink,Protease Control;Inflammation
SERPINB6,22,0.0021142018683026893,0.03846341122084435,True,Cysteine protease inhibitor,Inflammation
SERPINE2,25,0.006561169384549229,0.036758290967927265,True,Protease inhibitor,Fibrinolysis
COL11A1,23,0.0037540045566218073,0.02723776672663589,False,,
ITIH5,17,0.0025912630500740065,0.023982465751835897,False,,
S100A9,23,0.005096348338849651,0.03451937765238869,False,,
ANGPTL7,22,0.0017095826759031486,0.05205858056244884,False,,
COL12A1,45,0.010807486930656666,0.10538497360510975,False,,
CTSF,37,0.006491241939808273,0.0859315203445768,False,,
F12,20,0.002121712411258017,0.03732405045225946,False,,
HPX,37,0.003977755186868645,0.08858121080866267,False,,
LTBP1,32,0.005718274000505884,0.07483383333768978,False,,
MFGE8,30,0.007426099026078057,0.04136484401746157,False,,
SMOC2,28,0.005014214718461613,0.05551644707982034,False,,
SPARC,31,0.007653407346633505,0.053482923966415144,False,,
BMP3,47,0.004476377263636894,0.139749999918937,False,,
CILP2,12,0.0007455331268388065,0.020151687479501572,False,,
COL21A1,7,0.0003568187978748601,0.012032507535722445,False,,
FCN2,8,0.0003912360642526825,0.010180528023982128,False,,
FNDC1,27,0.0044905614120354055,0.0630567665204641,False,,
LMAN1,15,0.0020921547380078616,0.019000625935367735,False,,
MASP2,20,0.0034772387514675576,0.030155892429726636,False,,
MDK,36,0.002880392885756532,0.10339130734451354,False,,
MMRN1,19,0.0013274720769264343,0.038912509045824786,False,,
SBSPON,11,0.0006740374182896211,0.02001196927154096,False,,
SEMA3A,47,0.004476377263636894,0.139749999918937,False,,
SEMA3E,47,0.004476377263636894,0.139749999918937,False,,
SERPINA1C,18,0.0010481637592292007,0.0402936508062504,True,Anti-protease,Inflammation;Protease Control
SERPINA1D,20,0.0031448676193267765,0.036682314206625224,True,Anti-protease,Inflammation;Protease Control
SFRP4,36,0.002880392885756532,0.10339130734451354,False,,
SRPX,35,0.0054075521373601445,0.07583649311942843,False,,
SULF2,33,0.0035715184537614144,0.0844676279517873,False,,
TIMP1,7,0.000404916854147519,0.009565459937905382,False,,
ANXA11,11,0.0009852061264776224,0.011319796433221745,False,,
ANXA7,16,0.0028723036274451294,0.016053809588658492,False,,
C1QA,32,0.006784581242722362,0.05325965679896648,False,,
COL5A2,34,0.008440555328475851,0.06403774749021424,False,,
CRELD2,15,0.0012488020271268676,0.023455915892264215,False,,
CCL18,18,0.001590487529160838,0.031932218171515474,False,,
COL6A3,56,0.012575592224215323,0.1270671033982089,False,,
CSTB,35,0.007389738241532613,0.06135410944317428,False,,
EMILIN1,37,0.006759763478817746,0.08571703862826732,False,,
FRAS1,6,0.0003141049159513228,0.009808962481771162,False,,
LGALS8,8,0.0007602587267456513,0.011290311883534718,False,,
PCOLCE,36,0.006766842238145978,0.08529759313530376,False,,
SERPINA3K,7,0.0001627134587031279,0.015093898938890736,True,Inflammation control,Inflammation;ECM Assembly
SERPINA3M,10,0.00013143097209901224,0.027078169786232606,True,Inflammation control,Inflammation;ECM Assembly
SERPINB6A,19,0.002399388855195059,0.03742715001116785,True,Cysteine protease inhibitor,Inflammation
TGM2,43,0.007700141553301605,0.0962910627375216,False,,
BCAN,7,0.00025762779075388405,0.012998192652381836,False,,
PTN,10,0.0005568916614167979,0.018679069671290266,False,,
SERPINA1B,12,0.002018306532953234,0.012926591394795102,True,Anti-protease,Inflammation;Protease Control
F9,14,0.0017054166400741818,0.017407494930540657,False,,
LAMB2,38,0.009203750665544951,0.06442443538293854,False,,
S100A4,22,0.0036918448801340343,0.0277201623938643,False,,
SERPINA3N,19,0.0020129703294617385,0.03694123010783869,True,Inflammation control,Inflammation;ECM Assembly
COL4A4,10,0.00038317848203454994,0.02336176619377941,False,,
SFRP1,5,0.00010115548754127337,0.010661520856503924,False,,
VCAN,34,0.007647033654495089,0.04450513616552281,False,,
FMOD,27,0.00573989983386497,0.03791194717230577,False,,
HMCN2,4,4.9917710406743506e-05,0.0077245525998314605,False,,
NTN1,13,0.0006908149478754201,0.022682630579289594,False,,
P4HA1,23,0.0010862539047925151,0.05732487332626627,False,,
PLXDC2,28,0.0034727104076648606,0.0679163684710916,False,,
CTSG,14,0.0013512368577130343,0.02036482851919979,False,,
SEMA7A,10,0.000707779446630157,0.016850898337717333,False,,
TGM1,9,0.0007726640676734423,0.01693317696286928,False,,
ASPN,35,0.007785564195887382,0.064064418405687,False,,
COL2A1,17,0.0036349356975986214,0.023732296911548864,False,,
COL5A1,31,0.004525843577715126,0.07928532403767173,False,,
CXCL14,11,0.0006941280389748202,0.02115075633970196,False,,
HGFAC,13,0.0007727206255222465,0.022268045315246295,False,,
LAMA1,14,0.001368833612096598,0.02589002561128,False,,
LAMB1,22,0.002559511457271733,0.04378960894119514,False,,
MASP1,13,0.0007727206255222465,0.022268045315246295,False,,
SERPINA1E,18,0.0016809621925605981,0.03575247377133613,True,Anti-protease,Inflammation;Protease Control
LAMA2,31,0.006785387503998535,0.058424766542180664,False,,
C1QTNF9,11,0.000600761641783907,0.027224961953565382,False,,
CXCL12,32,0.0069343879089342544,0.05150539297421909,False,,
FLG,11,0.0005945828627857288,0.020967557826949104,False,,
FREM2,24,0.0017661331880362125,0.05863200161075062,False,,
HAPLN1,13,0.0004689499507536513,0.020597753104419164,False,,
HTRA1,30,0.0039512690605623384,0.05808205495195434,False,,
SDC1,20,0.002441969857760581,0.04211875280612464,False,,
TIMP3,40,0.006987916458090261,0.08826710054484621,False,,
COL6A2,47,0.01075674355434623,0.10706714228262008,False,,
COL7A1,19,0.002907152750632349,0.03520823270589044,False,,
COL8A1,18,0.0011544487255648148,0.041817112720589154,False,,
CST3,41,0.008376418061045669,0.09443129756815408,False,,
TNC,36,0.00583356520756782,0.08426078603482441,False,,
COL1A1,33,0.007815651209479834,0.05200612457412559,False,,
IGF2,23,0.0017683407966676648,0.054112778703474106,False,,
KERA,17,0.0008534579625995064,0.03946980101879146,False,,
OMD,20,0.0013690987663438625,0.03735008434695169,False,,
THBS3,20,0.0013287378530542997,0.04650402964722351,False,,
VIT,20,0.0013690987663438625,0.03735008434695169,False,,
VWA1,32,0.005615194591349162,0.05536349917402192,False,,
F13B,18,0.0016649601588295444,0.030419436497951296,False,,
FGL2,19,0.0025031806826569967,0.029864379972420585,False,,
THSD4,12,0.0010955383378563202,0.013294762385673323,False,,
COL4A6,5,0.00021598852798155455,0.009452064281592783,False,,
FGF2,7,0.0001605752614911355,0.015521812323661495,False,,
KNG1,33,0.004257997633752184,0.07483515694028837,False,,
S100A11,18,0.0017954421811083726,0.03520362593663953,False,,
COL3A1,32,0.006221091594353306,0.06249344879657421,False,,
OGN,19,0.002931203020622485,0.02302972136810172,False,,
CCL21,9,0.00033901751918757693,0.013914116635871377,False,,
IGFALS,16,0.0016320834451542371,0.025362425452318458,False,,
EFEMP1,28,0.008520939249055365,0.044646934249842445,False,,
SERPINA5,24,0.0028361415394981293,0.042606578608189054,True,Anticoagulant,Coagulation;Fibrinolysis
COL10A1,12,0.0013218111391558917,0.016572059205708374,False,,
PAPLN,11,0.0013151120699624523,0.021227720860550744,False,,
CXCL10,9,0.0005808131309857284,0.011325913846247544,False,,
SERPINA10,31,0.005319429036421543,0.06111006308923753,True,Coagulation regulator,Coagulation
MFAP5,6,0.0003101259359342129,0.010794767785450245,False,,
PRG3,10,0.0004550570959340397,0.021859281529331538,False,,
COL9A2,15,0.0012328162490082464,0.024922848535792477,False,,
ELANE,17,0.0011322543361940232,0.04082700140561609,False,,
LAMC3,13,0.0005645563407262357,0.03207175671991764,False,,
IL16,7,0.0003498157456976066,0.013496805996384436,False,,
MBL1,7,0.0003014628772164188,0.012388241102510345,False,,
COL8A2,7,0.0002654187255352227,0.012916081645974744,False,,
FLG2,9,0.00047885283589375866,0.018776662662297088,False,,
HRNR,4,2.333801875086364e-05,0.006201603788708279,False,,
MMP12,7,0.0006380101047847921,0.009614590692699376,False,,
COL28A1,2,4.1536429018191635e-05,0.00040068493165045747,False,,
HMCN1,7,0.004526691675152101,0.008596987862255368,False,,
SERPINA1A,6,0.0003362572080654369,0.008318438041909274,True,Anti-protease,Inflammation;Protease Control
FGF13,4,1.7743056483137204e-05,0.012902356232314175,False,,
SDC2,16,0.002857042524033955,0.036841073986772783,False,,
TGM3,4,0.00011683764311687328,0.005130393252109031,False,,
PPBP,9,0.0006634125669371305,0.011999518148410424,False,,
COL4A5,10,0.00032561615135275176,0.02223546555737998,False,,
COL6A5,10,0.0004918709840312703,0.01961719087947764,False,,
COLEC12,5,8.614241781425413e-05,0.00896129227186716,False,,
CRLF1,6,6.606036614682343e-05,0.00556956069568704,False,,
PDGFD,6,6.606036614682343e-05,0.00556956069568704,False,,
CTSC,12,0.0016457199031342507,0.012208391096097303,False,,
LOXL1,9,0.00029448631988736876,0.0264734672717313,False,,
LGALS9,5,0.00015399989182706425,0.007245384858154134,False,,
SLPI,7,0.00027996499521372415,0.008945838867634871,False,,
SERPINB12,11,0.0004429377608112746,0.02487923088650607,True,Inflammation control,Inflammation
GAS6,2,3.0240197729481143e-05,0.0014857670925607818,False,,
