Protein,RF_Importance,GB_Importance,Avg_Importance
CSPG4,0.003889146791028344,0.0010157452472162526,0.0024524460191222984
FBLN7,0.004845581341334539,9.970213556268857e-07,0.002423289181345083
SERPINA3,0.004828933857964909,0.0,0.0024144669289824544
CTSS,0.0019056051629723644,0.0029131288893813464,0.0024093670261768553
CTSB,0.004769416919540054,2.7089805402517952e-11,0.0023847084733149295
LUM,0.004307511261754666,0.00043724501822484563,0.0023723781399897555
SRPX2,0.004731821104647082,0.0,0.002365910552323541
SERPINA6,0.00439519535249286,0.00027234995719925163,0.002333772654846056
IGFBP7,0.004116139055593665,0.0005398820860392953,0.00232801057081648
C1QA,0.004494818150530785,0.00012349289121737852,0.002309155520874082
ITIH4,0.004610961946161517,1.872098252484928e-09,0.002305481909129885
SERPINB8,0.0045423708205523106,3.8173718940462165e-05,0.0022902722697463866
FNDC1,0.004463252390284381,1.2861121156729493e-06,0.002232269251200027
HAPLN3,0.004334593002312079,8.063920741462897e-11,0.002167296541475643
FBLN2,0.004268581283570114,2.93843395450441e-05,0.002148982811557579
TNXB,0.004185157450182215,2.7396843618376205e-07,0.0020927157093091997
TINAGL1,2.1772587200649996e-05,0.00409206148917124,0.002056917038185945
FMOD,0.004037302732167878,5.315880742235829e-05,0.002045230769795118
SPARC,0.004060675403959714,1.6347361672479375e-08,0.0020303458756606935
COL14A1,0.003975120760458958,2.8291616368016116e-05,0.0020017061884134873
ANXA6,0.003979356103693609,5.985511725651805e-11,0.0019896780817743633
COMP,0.00392278889568571,7.656293169983378e-11,0.0019613944861243205
PLOD1,0.003810345011195911,4.192766144585379e-10,0.0019051727152362627
LOXL3,0.0036926908421967635,3.8132054083290865e-08,0.0018463644871254234
MFAP2,0.0033333333333333335,0.0003541684647621243,0.001843750899047729
SPP1,0.0033958807646620025,0.0002496307264458976,0.00182275574555395
SPON2,0.003478646396300411,0.00016372815855200643,0.0018211872774262087
SERPINA5,1.324022874419545e-06,0.003596455418989307,0.0017988897209318632
IGFBP5,0.0033333143375847037,0.00020333449464611747,0.0017683244161154105
CPAMD8,0.0033578851789761114,8.146017508099276e-13,0.0016789425898953566
C1QC,0.0033192924228749136,2.970265156404197e-05,0.0016744975372194777
IGLV1-47,0.0033333333333333335,0.0,0.0016666666666666668
F12,0.0033285020406502853,1.1732069344965344e-14,0.0016642510203310086
CRLF1,0.0009498943455305037,0.0023603842645691484,0.001655139305049826
THBS4,0.003284066797753301,2.61641212917776e-10,0.001642033529697257
PLXDC2,0.0032779055721351064,3.9028606326303996e-08,0.0016389723003707164
SMOC1,0.003266467657607422,5.0766914182226274e-08,0.001633259212260802
TIMP1,0.0031924813576636878,1.1136573401075136e-14,0.0015962406788374121
CHAD,0.0005092380412795434,0.0026752112774276,0.0015922246593535717
OGN,0.003131888631087265,3.817793465072366e-05,0.0015850332828689943
ADAM10,0.0031413389208078068,1.1189166064251171e-07,0.0015707254062342247
MMP14,0.0030826991664343315,3.037819500296201e-14,0.0015413495832323548
TGFB1,0.002961936426596984,1.8898853964651515e-07,0.0014810627075683151
S100A10,0.0029535072420786117,0.0,0.0014767536210393058
PRG4,0.002922074112032356,4.0643348353923313e-10,0.0014610372592329197
CCL21C;CCL21B;CCL21A,0.002842123392201521,2.6804575522218898e-05,0.00143446398386187
KNG1,0.0028507502644727857,0.0,0.0014253751322363928
SFRP4,0.002758468570931493,0.0,0.0013792342854657465
ANXA7,0.002752435708392469,1.3304402023662223e-06,0.0013768830742974176
TCHH,0.002727825747388434,2.4865004603193965e-08,0.0013639253061965184
FBLN1,0.002727161642473487,7.889429202075638e-10,0.0013635812157082035
TSPEAR,0.0026461964944307424,8.6698846132627e-09,0.0013231025821576778
ANGPTL2,0.002588895530612941,0.0,0.0012944477653064705
AGT,0.002570128757395112,0.0,0.001285064378697556
LAMB1,0.002566416584287734,3.4486643569478143e-09,0.0012832100164760455
MATN2,0.002369267233120823,9.126270881892277e-08,0.001184679247914821
TNFSF10,0.00234353138387696,5.492770953739418e-13,0.0011717656922131186
MMP2,0.0023172740690951548,4.824616151509508e-06,0.0011610493426233322
AMBP,0.0022833636081422116,3.9431334056788476e-14,0.0011416818040908213
MFAP5,0.0022698788786106494,0.0,0.0011349394393053247
S100A14,0.002243888824559793,0.0,0.0011219444122798966
TGFBI,0.0022379097180783456,1.6688554908616705e-09,0.0011189556934669183
TNFSF13,0.0021577654137983158,1.223824992888957e-13,0.0010788827069603492
FBN2,0.002157765413798339,0.0,0.0010788827068991696
CD109,0.002133383615132311,8.803960996448627e-08,0.0010667358273711378
PAMR1,0.0021187021056117764,3.8830830411784314e-15,0.0010593510528078298
SRPX,0.0020680327687560367,7.419701162225508e-14,0.001034016384415117
IGF2,0.0,0.0019234648896405153,0.0009617324448202576
CXCL12,0.001922056731715197,0.0,0.0009610283658575985
EFEMP2,0.0018918640555118623,2.662246147158394e-08,0.000945945338986667
HTRA3,0.0018532151696163857,8.568674423812034e-06,0.0009308919220200988
SERPINB2,0.001802551694888785,5.516374860509709e-11,0.0009012758750262668
ANXA2,0.0,0.001761883118851373,0.0008809415594256865
CHRDL2,0.0017146996319335887,2.0712999889950064e-05,0.0008677063159117694
COL8A1,0.0016186998130482274,8.633273737642186e-11,0.0008093499496904824
TNFAIP6,0.0015360971879954184,3.5225676320262407e-09,0.0007680503552815253
SFRP1,0.0013954496263632362,2.6568739220235847e-09,0.0006977261416185791
SEMA3C,0.0005121553819875384,0.0007356418634287474,0.000623898622708143
LTBP1,0.0012165060837601009,3.0566162887418364e-10,0.0006082531947108648
S100A4,0.001195289699234985,3.280091261756299e-09,0.0005976464896631234
HSPG2,0.001193698546696476,3.3823263817615714e-07,0.0005970183896673261
CPN2,0.001191979086572312,3.1452972623664188e-15,0.0005959895432877286
PTN,0.0011790599954044575,1.4784967688535456e-06,0.0005902692460866555
CLEC3B,0.0011071593436631688,3.4346327304548114e-06,0.0005552969881968119
C7,0.0010574129798965604,5.450499256144808e-07,0.0005289790149110874
S100A9,0.0010443754762783208,0.0,0.0005221877381391604
ANGPTL4,0.0010384557671668584,0.0,0.0005192278835834292
ACTB,0.0010047039803911654,0.0,0.0005023519901955827
ECM2,0.0009344517757564169,1.3984388667500757e-05,0.0004742180822119588
VWA1,0.0,0.0009361324055484415,0.00046806620277422075
CLEC3A,0.0009076784373265427,2.900518509258393e-08,0.00045385372125581765
CCL18,0.0008460549180650336,6.078075329296497e-10,0.00042302776293628324
NRP1,0.0008379791699760885,4.5596040986089e-15,0.00041898958499032407
SEMA3E,0.0008071965203123556,4.156091865275538e-09,0.00040360033820211047
C1QTNF5,0.0007706441757879173,3.331408236044965e-08,0.0003853387449351389
EDIL3,0.0007496616985873259,0.0,0.00037483084929366294
POSTN,0.0007288148102382612,1.85353520888971e-05,0.00037367508116357913
GDF6,0.0007431538659807302,0.0,0.0003715769329903651
TGM2,0.0007392764330836495,1.2509562316379906e-09,0.0003696388420199406
GREM1,0.000721201836525456,2.49868653653814e-13,0.00036060091838766234
S100A11,0.0006827185812474384,6.364443797693161e-07,0.0003416775128136039
COL9A2,0.000675693366518267,3.3523113879443815e-15,0.0003378466832608097
SEMA3B,0.0006527471894447225,0.0,0.00032637359472236123
COL16A1,0.0005979067119873661,1.6904853022703666e-11,0.0002989533644461096
SMOC2,0.000588543304213662,2.8804812636438613e-07,0.00029441567617001323
CST3,8.753423620780048e-05,0.0004750960995389699,0.0002813151678733852
ANXA5,0.0005545371139117284,0.0,0.0002772685569558642
KERA,0.0005515250546540214,0.0,0.0002757625273270107
CTSG,0.0005501298291907296,0.0,0.0002750649145953648
COL6A2,0.0005462229696131031,4.3903084387284005e-07,0.000273331000228488
CRISPLD2,8.055109592842148e-06,0.0005121497491555962,0.0002601024293742192
ITGAX,0.000518117099727815,0.0,0.0002590585498639075
PXDN,0.0005166419827531253,1.3522906805805139e-12,0.000258320992052708
CACNA1S,0.0005102082838090805,0.0,0.00025510414190454023
COL1A2,0.0004979748946405067,0.0,0.00024898744732025337
C11orf94,0.0004831957005732306,0.0,0.0002415978502866153
BCAN,0.000469629437511691,0.0,0.0002348147187558455
GPC4,4.893186523573766e-05,0.0004148412968160335,0.00023188658102588558
GDF5,0.0004557867590091106,1.7643722959871962e-10,0.0002278934677231701
HABP2,0.00044645826615486513,0.0,0.00022322913307743256
COL15A1,0.000429239039139318,1.655468201506267e-08,0.00021462779691066656
CHRDL1,0.00018191888098459085,0.00022046367362120486,0.00020119127730289785
CTSH,0.000383422006320307,0.0,0.0001917110031601535
NTN1,0.0,0.0003360214504209894,0.0001680107252104947
DSP,0.00033341255243404485,6.949556623787598e-15,0.0001667062762204972
COL6A5,4.345206233819138e-06,0.00032640918689404706,0.0001653771965639331
LAMB3,0.00031794570250965714,1.03988456735293e-10,0.00015897290324905694
CHADL,0.0003037678089736741,0.0,0.00015188390448683705
EFEMP1,0.0002904993276635521,1.3904686783433018e-10,0.00014524973335520996
LAMC2,9.631573784151644e-06,0.000270031159360456,0.00013983136657230383
ADAMTSL4,0.0002381291425841553,0.0,0.00011906457129207765
MMP8,0.00023208632201790442,0.0,0.00011604316100895221
MMP3,0.00022151943592464682,2.4738720274025143e-07,0.00011088341156369354
LAMA5,0.00021777811421695473,0.0,0.00010888905710847736
MATN4,0.0001803534317784533,3.666989408524819e-05,0.00010851166293185075
ATAD2,0.00021032847912784365,0.0,0.00010516423956392183
PODN,0.00020817588397843652,6.781198708340798e-13,0.00010408794232827819
PLAT,2.3951128215020816e-05,0.00018259859758550047,0.00010327486290026065
HGFAC,0.00020396947179630916,0.0,0.00010198473589815458
NID2;NID-2,0.0002025946808284341,2.559722297959737e-08,0.00010131013902570686
CILP,0.00020199894042131054,0.0,0.00010099947021065527
ANXA9,0.00020134175466677464,0.0,0.00010067087733338732
HHIP,0.00018105494043675854,0.0,9.052747021837927e-05
LGALS1,0.0001803645843568006,2.5363919294368403e-07,9.030911177487215e-05
TNC,0.00014516488994440965,3.487747988112419e-05,9.002118491276693e-05
MBL1,0.0001708027708304305,0.0,8.540138541521525e-05
SEMA7A,0.00016419108066373706,2.5993074046804204e-07,8.222550570210255e-05
MFAP4,1.3050995114703182e-08,0.0001524579108961356,7.623548094562515e-05
S100A1,0.00015243179743950315,8.430396325689814e-16,7.62158987201731e-05
LGALS7,0.0,0.00014050845199409018,7.025422599704509e-05
MMRN1,1.680443059480983e-05,0.00011716356675023751,6.698399867252367e-05
IGFALS,0.0,0.0001326198085426369,6.630990427131845e-05
F9,0.0001304885419227907,0.0,6.524427096139534e-05
ANGPT2,0.00011956604884708894,5.766644665252421e-10,5.978331275577774e-05
CTSL,0.00011705293392808099,1.1018765159775743e-08,5.8531976346620386e-05
PRSS3P2;PRSS2;PRSS1,0.000115759445820741,0.0,5.78797229103705e-05
MMP9,0.00011259958530130426,2.3284492286690025e-14,5.6299792662294374e-05
COL4A1,8.397838239710704e-05,1.758560307242431e-05,5.0781992734765677e-05
CACNA2D1,0.00010056072038262343,0.0,5.028036019131171e-05
HYAL1,0.0,0.00010002763533895458,5.001381766947729e-05
MYH11,0.0,9.09392963699317e-05,4.546964818496585e-05
COL5A1,8.752776339294493e-05,5.155377206780593e-07,4.4021650556811496e-05
MBL2,8.755063564084236e-05,0.0,4.377531782042118e-05
WISP2,0.0,8.528669488704235e-05,4.264334744352118e-05
COL7A1,0.0,8.102238528531676e-05,4.051119264265838e-05
ADAMTSL3,1.7062408345274634e-05,6.226545315173658e-05,3.966393074850561e-05
SERPINA1D,0.0,7.687092981695873e-05,3.843546490847936e-05
FTCD,0.0,7.36608300596451e-05,3.683041502982255e-05
TKFC,7.316681344361865e-05,0.0,3.658340672180933e-05
S100G,7.083461590140421e-05,0.0,3.5417307950702106e-05
IL16,6.763957649295997e-05,0.0,3.3819788246479986e-05
NTN4,6.674908412436875e-05,4.519665308781212e-12,3.337454432201703e-05
MFAP1,6.387410636820742e-05,0.0,3.193705318410371e-05
LOXL1,5.7232929246039644e-05,4.966693724483665e-06,3.109981148526165e-05
SERPINA1B,5.967672284467545e-05,0.0,2.9838361422337724e-05
ARID4A,0.0,5.966527234831215e-05,2.9832636174156074e-05
SPON1;MKIAA0762,5.939857573723478e-05,0.0,2.969928786861739e-05
TNFSFM13;TNFSF13,1.7362349949308095e-05,4.085236621387764e-05,2.9107358081592865e-05
S100A13,5.274566168613991e-05,4.240287321549178e-06,2.8492974503844544e-05
SFTPB,5.4423903422406014e-05,2.1382623731514725e-06,2.8281082897778742e-05
NPNT,5.5946277420459424e-05,0.0,2.7973138710229712e-05
PF4,4.561288677501324e-05,9.421970101516885e-06,2.7517428438265064e-05
CXCL15,5.47359515389961e-05,2.364457787608399e-13,2.736797588772094e-05
COLEC12,5.4354671564924955e-05,0.0,2.7177335782462478e-05
SERPINA1C,5.153971102067197e-05,1.3603413777501087e-08,2.5776657217224736e-05
P4HA2,0.0,4.966142060253858e-05,2.483071030126929e-05
HTRA4,4.8710109746201946e-05,0.0,2.4355054873100973e-05
NEFL,0.0,4.8328870602133254e-05,2.4164435301066627e-05
VWA5A,4.771859317252476e-05,0.0,2.385929658626238e-05
LGALS9,4.3889552718186635e-05,1.402741006449018e-06,2.2646146862317825e-05
BMP3,3.0349005300612868e-05,1.4244338488663733e-05,2.22966718946383e-05
SFTPD,4.378865515544802e-05,0.0,2.189432757772401e-05
FHL1,4.2569815881656735e-05,0.0,2.1284907940828367e-05
ANGPT1,4.141976935971552e-05,4.449144472528933e-13,2.0709884902314985e-05
COL5A2,4.097926347858861e-05,1.2210693715589656e-08,2.04957370861521e-05
CLEC1A,4.011818324538983e-05,6.886067300827437e-12,2.0059095065728563e-05
DPT,4.0099871525187274e-05,3.2934879143510104e-12,2.0049937409337593e-05
VCAN,1.520514986212079e-05,2.414974780873381e-05,1.96774488354273e-05
KAT6A,0.0,3.9146385187727906e-05,1.9573192593863953e-05
COL4A5,3.862554388954656e-05,0.0,1.931277194477328e-05
SERPINB9,3.7952274920048896e-05,0.0,1.8976137460024448e-05
CAT,3.7090031125450984e-05,3.764435637169338e-14,1.854501558154767e-05
C1QTNF2,3.570268985069518e-05,0.0,1.785134492534759e-05
INHBE,3.392166963260263e-05,4.6474514039317274e-14,1.6960834839538574e-05
BMPER,3.233515959041776e-05,0.0,1.616757979520888e-05
NIFK,3.227502033696471e-05,0.0,1.6137510168482354e-05
TNFSF12,1.8996930965646064e-05,1.15417561816654e-05,1.526934357365573e-05
COL3A1,9.28386871926996e-06,1.9487883606527985e-05,1.4385876162898972e-05
SERPINA3N,2.744509938983761e-05,1.5753113247150078e-12,1.3722550482574466e-05
KRT9,2.6071766345842685e-05,0.0,1.3035883172921343e-05
PCOLCE2,2.5708944985197168e-05,1.3823383646525368e-07,1.2923589410831211e-05
ATP5F1,0.0,2.5683943321668267e-05,1.2841971660834134e-05
CTSA,2.4707229779948147e-05,6.522002429724418e-07,1.2679715011460294e-05
PARVA,2.4644977863939175e-05,0.0,1.2322488931969588e-05
CHCHD3,1.0820570837157365e-05,1.3649500522810682e-05,1.2235035679984023e-05
SERPINA1E,2.27034253322076e-05,0.0,1.13517126661038e-05
EGFL7,0.0,2.1710621077067248e-05,1.0855310538533624e-05
TNRC6A,7.672114650871655e-07,2.0803994090551196e-05,1.078560277781918e-05
MMP19,2.116962406981887e-05,0.0,1.0584812034909435e-05
TRIM21,2.001649242082988e-05,0.0,1.000824621041494e-05
HINT1,1.9133401082412818e-05,0.0,9.566700541206409e-06
VWA9,1.8569932682366182e-05,0.0,9.284966341183091e-06
LAMA3,3.6075446492575433e-09,1.8561336014950284e-05,9.28247177979977e-06
GYS1,1.8149793271592066e-05,0.0,9.074896635796033e-06
FAM132A,1.740398137655629e-05,0.0,8.701990688278144e-06
THBS1,1.702386661816514e-05,2.6270981623771106e-13,8.511933440437479e-06
GATM,0.0,1.6851235213346547e-05,8.425617606673273e-06
WNT4,1.6703669889173063e-05,0.0,8.351834944586531e-06
HMGB2,1.640676466003043e-05,0.0,8.203382330015215e-06
ATAD3A,1.5875798867185852e-05,0.0,7.937899433592926e-06
ADAMTSL1,6.521684869031719e-06,9.348231222448878e-06,7.934958045740299e-06
ANXA8,1.4592239752502052e-05,9.203439520457148e-07,7.756291852273883e-06
KIAA0391,1.5062572048646885e-05,0.0,7.531286024323442e-06
LTBP4,1.4805892162425786e-05,1.7975658533793546e-07,7.49282437388186e-06
SLC25A31,1.4981008135564353e-05,0.0,7.490504067782177e-06
ZG16B,1.4712090405483383e-05,0.0,7.3560452027416915e-06
LGALSL,1.4463496935898683e-05,0.0,7.231748467949341e-06
KNG2,1.3998623648433115e-05,0.0,6.999311824216557e-06
SERPINB6B,1.3380768807219493e-05,0.0,6.690384403609747e-06
HIST1H2BA,1.3225985910804332e-05,0.0,6.612992955402166e-06
CRELD1,1.2830946576411039e-05,3.209021487259758e-07,6.575924362568507e-06
WDR87,1.2753221003088585e-05,1.0963256473848054e-12,6.376611049707116e-06
MACF1,1.25420940974255e-05,0.0,6.27104704871275e-06
HCFC2,1.2064342953952975e-05,0.0,6.0321714769764874e-06
FGF2,1.1806124913872826e-05,5.9464653208541936e-08,5.9327947835406844e-06
ASPN,1.1408404118167412e-05,5.326744974318568e-15,5.704202061747078e-06
ALDH3A1,1.1313833834832061e-05,0.0,5.656916917416031e-06
NES,1.1277328256261014e-05,1.594248111962717e-13,5.638664207842912e-06
CAV1,0.0,1.1056095423476647e-05,5.528047711738323e-06
COL6A3,0.0,1.0982815625356146e-05,5.491407812678073e-06
MFHAS1,9.949359185833843e-06,0.0,4.974679592916921e-06
FMO1,9.780244251450564e-06,0.0,4.890122125725282e-06
APCS,9.732316017716564e-06,0.0,4.866158008858282e-06
TBCCD1,9.713451209573688e-06,0.0,4.856725604786844e-06
LCK,9.5703114236351e-06,0.0,4.78515571181755e-06
1810010H24RIK,9.561191436966191e-06,0.0,4.7805957184830954e-06
SFTPA1,9.288444889084324e-06,0.0,4.644222444542162e-06
ENTPD5,9.183484374472799e-06,0.0,4.5917421872363995e-06
GGTLC2,0.0,8.955437306141846e-06,4.477718653070923e-06
DIS3,8.57874037854594e-06,0.0,4.28937018927297e-06
IARS,8.446004094614977e-06,0.0,4.223002047307489e-06
LMAN1,8.425931897932483e-06,2.6704543463933016e-09,4.214301176139438e-06
SNX9,8.110105550107278e-06,0.0,4.055052775053639e-06
HSD17B12,7.97977515144613e-06,0.0,3.989887575723065e-06
COLQ,7.678165183237748e-06,1.6273303007939046e-10,3.839163958133914e-06
GPR179,7.345886428264939e-06,0.0,3.6729432141324695e-06
HIST1H2AB,0.0,7.253904207343015e-06,3.6269521036715076e-06
MUC1,6.971131136552741e-06,0.0,3.4855655682763705e-06
HINT2,6.687339599945749e-06,0.0,3.3436697999728746e-06
ZC3H11A,6.527944320750624e-06,0.0,3.263972160375312e-06
DECR2,6.468284178094702e-06,0.0,3.234142089047351e-06
FSTL1,6.209914810509754e-06,0.0,3.104957405254877e-06
SYT9,5.982793246733048e-06,0.0,2.991396623366524e-06
SLIRP,2.063750639549814e-06,3.855022105854581e-06,2.9593863727021976e-06
SNRPB,0.0,5.875662407947859e-06,2.9378312039739293e-06
EIF4A3,5.810693756825667e-06,0.0,2.9053468784128337e-06
MYO18A,5.697618933614043e-06,0.0,2.8488094668070216e-06
SOX18,5.6330212377518535e-06,0.0,2.8165106188759268e-06
TAF6,5.525560234074524e-06,0.0,2.762780117037262e-06
CRISPLD1,0.0,5.503953933987409e-06,2.7519769669937045e-06
AGPS,5.4393218870178004e-06,0.0,2.7196609435089002e-06
PMPCB,5.420651130763862e-06,0.0,2.710325565381931e-06
TFEB,5.412823695122673e-06,0.0,2.7064118475613367e-06
MT-CO2,5.387125421258656e-06,0.0,2.693562710629328e-06
VCL,5.365475772109498e-06,0.0,2.682737886054749e-06
CYP4F3,5.326122229162607e-06,0.0,2.6630611145813036e-06
BMP6,5.2138416544974e-06,0.0,2.6069208272487e-06
CYP27B1,5.055242903634869e-06,0.0,2.5276214518174344e-06
SLC9A3R2,4.8737764265352745e-06,9.017567156117722e-12,2.4368927220512154e-06
EMD,4.865322528614271e-06,0.0,2.4326612643071355e-06
EIF2S2,4.818147611500954e-06,0.0,2.409073805750477e-06
PRPF38A,4.80558752515315e-06,0.0,2.402793762576575e-06
ATP6V0A1,0.0,4.759286550437753e-06,2.3796432752188763e-06
ARMCX1,4.701963627019299e-06,0.0,2.3509818135096496e-06
RFC1,4.658357282921966e-06,0.0,2.329178641460983e-06
SERPINA3M,4.644608166890576e-06,0.0,2.322304083445288e-06
PCK1,4.624918373056758e-06,0.0,2.312459186528379e-06
C12orf10,4.4322517312121684e-06,8.480671009184509e-16,2.216125866030118e-06
GRTP1,4.426489574674031e-06,0.0,2.2132447873370155e-06
EEF1B2,4.417953184134477e-06,0.0,2.2089765920672385e-06
COL6A6,4.414518828706408e-06,0.0,2.207259414353204e-06
PDK2,4.307165601604824e-06,0.0,2.153582800802412e-06
ADIPOQ,4.301245729641071e-06,0.0,2.1506228648205354e-06
TUBA1C,4.272700162879333e-06,0.0,2.1363500814396665e-06
HMGB3,4.240644450178653e-06,0.0,2.1203222250893263e-06
PHF20L1,4.19354588374071e-06,0.0,2.096772941870355e-06
GPD1,4.078199464153453e-06,0.0,2.0390997320767263e-06
DES,4.078199464152913e-06,0.0,2.0390997320764566e-06
GPX3,3.913539352982776e-06,0.0,1.956769676491388e-06
ARL1,3.8099227487320123e-06,0.0,1.9049613743660062e-06
AHSG,3.707055451280831e-06,0.0,1.8535277256404156e-06
SEC61B,3.626276074734927e-06,0.0,1.8131380373674635e-06
