Canonical_Gene_Symbol,Zscore_Delta_mean,Zscore_Delta_std,Zscore_Delta_count,Zscore_Delta_min,Zscore_Delta_max,Zscore_Old_mean,Zscore_Old_std,Zscore_Young_mean,Zscore_Young_std,Abundance_Old_mean,Abundance_Young_mean,Tissue_<lambda>,Study_ID_<lambda>,Matrisome_Category_<lambda>,Matrisome_Division_<lambda>,zscore_delta_abs_mean,zscore_delta_range,coefficient_of_variation,pct_increasing,direction_consistency
ANGPTL6,0.14428050186534644,0.15581526168698515,2,0.0341024737141228,0.2544585300165701,1.155713703071564,0.6803313414652223,1.0114332012062177,0.8361466031522075,26428.851621356403,21413.1762874294,2,1,Secreted Factors,Matrisome-associated,0.14428050186534644,0.2203560563024473,1.0725132394669374,1.0,1.0
ANGPTL7,0.071972443201412,,1,0.071972443201412,0.071972443201412,-0.6787587563229115,0.4420265834070644,-0.2668872659869888,,26.11636212121212,27.497566666666668,3,1,Secreted Factors,Matrisome-associated,0.071972443201412,0.0,,0.3333333333333333,0.33333333333333337
ANXA1,-0.24313303845827236,0.3585635159412127,8,-0.9349180684330088,0.1888564459020269,0.4651589615991587,0.42452890625983775,0.7082920000574311,0.4584467873637498,1456.967705566123,2508.8770783267246,8,5,ECM-affiliated Proteins,Matrisome-associated,0.24313303845827236,1.1237745143350357,1.4687218010539733,0.25,0.5
ANXA11,-0.2023888586022872,0.37645478549891065,8,-0.9713567322927088,0.206101686773358,-0.15881650211186535,0.7082171109178776,0.04357235649042178,0.7931935962115979,664.4669009129075,1009.2803500618802,8,5,ECM-affiliated Proteins,Matrisome-associated,0.2023888586022872,1.1774584190660669,1.8509115400221694,0.5,0.0
ANXA2,-0.22327288469154202,0.44111356305422633,8,-1.0516144064351451,0.3948409313306253,0.6827761888549922,0.7312191509084379,0.9060490735465343,0.7715572557687996,1463.5388892653843,974.9074356378933,8,5,ECM-affiliated Proteins,Matrisome-associated,0.22327288469154202,1.4464553377657705,1.9668608787055122,0.375,0.25
ANXA3,-0.4224324093343525,0.0911141604732598,2,-0.4868598500671138,-0.3580049686015912,-0.5757888502192705,0.943926670549854,0.41490483502529324,1.2663985786047793,17.976511961666088,11.971519864685426,4,3,ECM-affiliated Proteins,Matrisome-associated,0.4224324093343525,0.1288548814655226,0.21517994009125044,0.0,1.0
ANXA4,-0.17400350633305817,0.4730437191932771,8,-0.8540034009574082,0.7606970094368228,0.3250605726519923,0.4084269718078621,0.4990640789850505,0.5586294675827325,237.3043098958328,264.2064437944687,8,5,ECM-affiliated Proteins,Matrisome-associated,0.17400350633305817,1.614700410394231,2.7030528079420493,0.25,0.5
ANXA5,0.11697529462000113,0.8052265752315331,7,-1.186340154441562,1.5315816516672176,0.23788254282237808,1.4065696451983183,0.5383751463851965,0.7901388310536913,968.0297074707154,1842.8922528606843,8,5,ECM-affiliated Proteins,Matrisome-associated,0.11697529462000113,2.7179218061087793,6.825383041637411,0.375,0.25
ANXA6,-0.07337344173423746,0.5864867178171753,8,-0.9631897521208306,1.0025796647010896,0.22462890806291738,1.03808780044632,0.29800234979715484,0.9494774143354648,1028.5296107466563,1479.3436290887228,8,5,ECM-affiliated Proteins,Matrisome-associated,0.07337344173423746,1.9657694168219202,7.885700918788984,0.375,0.25
ANXA7,-0.2543352587880978,0.4989956504011005,8,-0.9664478193468556,0.3946437740798625,-0.4598055201978791,0.6544189425991479,-0.20547026140978134,0.6141466611715626,1960.9391479875032,1797.5688729498297,8,5,ECM-affiliated Proteins,Matrisome-associated,0.2543352587880978,1.361091593426718,1.9542763219208041,0.25,0.5
ANXA8,,,0,,,,,-1.0456066901745327,0.13177479892389404,,15.590937769293236,2,2,ECM-affiliated Proteins,Matrisome-associated,,,,0.0,1.0
ASPN,-0.16071872356593267,0.2689199054856895,7,-0.4785417543503419,0.2364358835296793,0.41552724327930185,0.6904148869270922,0.5762459668452344,0.6210232431032622,112009.13884835677,88957.42372191539,7,4,Proteoglycans,Core matrisome,0.16071872356593267,0.7149776378800212,1.6628866438959429,0.2857142857142857,0.4285714285714286
Abi3bp,-0.2695643232845249,,1,-0.2695643232845249,-0.2695643232845249,-0.1229959790507561,,0.1465683442337687,,29.0906425,29.735445,1,1,ECM Glycoproteins,Core matrisome,0.2695643232845249,0.0,,0.0,1.0
Acan,0.1179114095380627,0.09005271360789353,2,0.0542345250816711,0.1815882939944543,0.45550899544515,0.034673447370396,0.33759758590708727,0.12472616097828956,29.2535094087688,28.769896903133958,2,1,Proteoglycans,Core matrisome,0.1179114095380627,0.12735376891278322,0.7573092771982347,1.0,1.0
Ace,-0.38669015626434083,0.3566029267997775,4,-0.8915038443765055,-0.1050330628912644,-0.6783497623299972,0.327075349961024,-0.29165960606565633,0.6504885105450342,13.9585644885,14.3274496015,4,1,Non-ECM,Non-ECM,0.38669015626434083,0.7864707814852412,0.9198142409286065,0.0,1.0
Ache,0.15257381335870562,0.2849667482968538,4,-0.1917114511718207,0.4734429568158478,-1.224485434666589,0.685334718290476,-1.3770592480252948,0.6505468245442919,13.457101531,13.369775797500001,4,1,Non-ECM,Non-ECM,0.15257381335870562,0.6651544079876686,1.8555686159283609,0.75,0.5
Actg1,0.17838986654018077,0.6072971560110267,2,-0.2510340706705209,0.6078138037508825,-1.5650223096595182,0.6003551287854588,-1.743412176199699,0.006942027225567793,13.116880787,12.956638222999999,2,1,Non-ECM,Non-ECM,0.17838986654018077,0.8588478744214034,3.3853481677851676,0.5,0.0
Adam10,0.004308340715912914,0.09649186597202569,7,-0.2041713027678576,0.0879283211266172,0.009402059012573532,0.8214255490073591,0.005093718296660594,0.7866262745235024,23229.072372327035,21269.053909243456,7,5,ECM Regulators,Matrisome-associated,0.004308340715912914,0.2920996238944748,18.177406300008247,0.8571428571428571,0.7142857142857142
Adam11,-0.022901150662410198,0.010579095837847715,2,-0.0303817010681747,-0.0154206002566457,0.370875315608318,0.010315253856117623,0.39377646627072815,0.0002638419817300831,29.003275896244567,28.930785086140276,2,1,ECM Regulators,Matrisome-associated,0.022901150662410198,0.014961100811528998,0.4426186833960954,0.0,1.0
Adam17,0.0015334487871206497,0.11603667355339095,4,-0.0784883925103356,0.1739329729122567,-1.3699187450814516,0.5050880204659651,-1.371452193868572,0.5739958968762189,2376.8317005514323,1456.7161177975888,4,4,ECM Regulators,Matrisome-associated,0.0015334487871206497,0.2524213654225923,45.80186271902917,0.25,0.5
Adam22,-0.0641333973719202,0.011315456759581306,2,-0.0721346335788433,-0.0561321611649971,1.112006575908,0.007271237776835466,1.1761399732799203,0.01858669453641671,31.183037353085545,31.21335528324058,2,1,ECM Regulators,Matrisome-associated,0.0641333973719202,0.016002472413846197,0.17372741506125608,0.0,1.0
Adam23,-0.036513036156590246,0.0272138798464615,2,-0.0557561551384191,-0.0172699171747614,0.8809395318118951,0.03280125003078214,0.9174525679684854,0.005587370184320639,30.50438864953508,30.45846021773484,2,1,ECM Regulators,Matrisome-associated,0.036513036156590246,0.0384862379636577,0.7254512733350323,0.0,1.0
Adam9,-0.00660413158550594,0.10873319324045835,5,-0.1561794337620776,0.1475152453663288,-1.016983326414968,0.7718189707421736,-1.0103791948294618,0.7191042497339972,21737.91561745769,19685.351749549467,5,4,ECM Regulators,Matrisome-associated,0.00660413158550594,0.3036946791284064,14.2992256272514,0.4,0.19999999999999996
Adamtsl1,0.005038156971372852,0.0564343962424772,2,-0.0348669873038514,0.0449433012465971,-1.03725857399544,0.6903649236552589,-1.0422967309668127,0.7467993198977364,21.486958212485767,21.381090308096134,2,2,ECM Regulators,Matrisome-associated,0.005038156971372852,0.0798102885504485,9.346294988691909,0.5,0.0
Adamtsl3,0.1686862441197734,,1,0.1686862441197734,0.1686862441197734,-1.1179050765410343,,-1.2865913206608075,,25.96857,25.252455,1,1,ECM Regulators,Matrisome-associated,0.1686862441197734,0.0,,1.0,1.0
Adamtsl4,-0.1127822879683673,0.07545803953474034,2,-0.1661391794184248,-0.0594253965183098,-2.1508811887796493,0.5955558333655179,-1.7839524597470335,0.6472256556481459,13.912553626096873,17.735611151896553,3,3,ECM Regulators,Matrisome-associated,0.1127822879683673,0.10671378290011499,0.6631791369472064,0.0,1.0
Adamtsl5,-0.0378200046596038,,1,-0.0378200046596038,-0.0378200046596038,-0.8605810964996,,-0.8227610918399961,,26.776065,26.703337500000004,1,1,ECM Regulators,Matrisome-associated,0.0378200046596038,0.0,,0.0,1.0
Adck1,-0.07638211419866607,0.25695708625862285,4,-0.2533283252892933,0.296612738917047,-0.9494599798928091,0.13300551195999072,-0.873077865694143,0.2636228413275849,13.7032000705,13.812697561,4,1,Non-ECM,Non-ECM,0.07638211419866607,0.5499410642063403,3.3206263349037872,0.25,0.5
Adipoq,-0.16606423838464235,0.0857936869283886,6,-0.2879626554985114,-0.0662440677984393,0.6963291975167424,0.6570487064000855,0.8623934359013847,0.6000531334222238,18.09325470015856,18.25918046941634,6,3,ECM Glycoproteins,Core matrisome,0.16606423838464235,0.2217185877000721,0.5135371145730212,0.0,1.0
Aebp1,0.14787392529900728,0.22462979102459363,6,-0.2026604533498385,0.4288639709645411,-0.5980221706500365,0.7517103716727093,-0.7458960959490438,0.7676915768471846,160564.10987972034,119826.59386401613,6,4,ECM Glycoproteins,Core matrisome,0.14787392529900728,0.6315244243143796,1.5088591946066696,0.8333333333333334,0.6666666666666667
Afm,0.0330098767187093,0.17049559911630274,4,-0.1853757799377202,0.1704532795874409,-0.392196046599692,0.38773051675104153,-0.4252059233184013,0.36649352336016694,14.254267929500001,14.235175326,4,1,Non-ECM,Non-ECM,0.0330098767187093,0.3558290595251611,5.013120174661226,0.5,0.0
Aga,-0.14854123313318296,0.11378706925719455,3,-0.2779689682058545,-0.0642354495187717,-0.44134418056838814,0.3451322008603109,-0.2928029474352052,0.2355235287512542,14.284549273333333,14.479695206666667,3,1,Non-ECM,Non-ECM,0.14854123313318296,0.2137335186870828,0.7609076565247701,0.0,1.0
Ago2,0.018853926073340323,0.06537826117167353,4,-0.0496400685296011,0.0888602744332773,-0.5549585480817939,0.35283493029143986,-0.5738124741551343,0.3779443613006405,14.086897268,14.0882819135,4,1,Non-ECM,Non-ECM,0.018853926073340323,0.13850034296287841,3.2929638667015526,0.5,0.0
Agrn,-0.030282967587935476,0.1930840532660855,8,-0.4348642975373289,0.1802980999387462,0.01208455946119541,0.98600295349825,-0.08618472255754256,0.9406579285544772,120307.19558586084,87496.23386071315,8,6,ECM Glycoproteins,Core matrisome,0.030282967587935476,0.6151623974760752,6.172178285942089,0.6666666666666666,0.33333333333333326
Agt,0.05938670335507806,0.14864358579515188,3,-0.0426495549420323,0.229930424292943,-0.8296194056468611,0.39709229061387485,-0.8890061090019391,0.2525572972570028,21.72282022506319,21.564303564451677,3,2,ECM Regulators,Matrisome-associated,0.05938670335507806,0.2725799792349753,2.4615284083503806,0.3333333333333333,0.33333333333333337
Ahsg,-0.1425066639822143,0.15847403768302526,4,-0.3704851148404154,-0.0091383142169492,1.1397905728824897,0.46881973592946297,1.282297236864704,0.3241275074347785,15.697396916,15.788136896000001,4,1,Non-ECM,Non-ECM,0.1425066639822143,0.3613468006234662,1.1042974122976337,0.0,1.0
Akr1b3,0.2572940827430622,0.1274581952092817,4,0.1193575392139295,0.4052224973284333,1.639160625241995,0.7267939848324708,1.381866542498933,0.7061402783399116,16.1652410395,15.884179893,4,1,Non-ECM,Non-ECM,0.2572940827430622,0.2858649581145038,0.49346153754544436,1.0,1.0
Alad,0.1450754277503022,0.12869550473184282,4,-0.0179768218685028,0.2658212518188394,-0.8448188420118243,0.6554187687791859,-0.9898942697621265,0.722511223939443,13.828183555999999,13.730499779,4,1,Non-ECM,Non-ECM,0.1450754277503022,0.2837980736873422,0.8810208993659893,0.75,0.5
Alb,0.04491255060640116,0.28732548729438,4,-0.3234994421572791,0.3758321010165454,0.7170721468317323,0.38104105351831086,0.6721595962253311,0.25908804245223094,15.278029465,15.208462584,4,1,Non-ECM,Non-ECM,0.04491255060640116,0.6993315431738245,6.258103361705217,0.75,0.5
Aldoa,0.05394101449516653,0.1607892132294151,4,-0.0722108872820153,0.2765541343703557,-0.16555387686185297,0.24823806369855947,-0.21949489135701952,0.3678847776586852,14.4310080145,14.3881217565,4,1,Non-ECM,Non-ECM,0.05394101449516653,0.348765021652371,2.9265788902307337,0.5,0.0
Alpl,0.39549052913049204,0.3792036291949731,4,0.0352000906097116,0.7495209861204488,-0.658783449965603,0.8613678562750057,-1.054273979096095,0.5993730685258943,13.94564243,13.630251993,4,1,Non-ECM,Non-ECM,0.39549052913049204,0.7143208955107372,0.9564002197645696,1.0,1.0
Ambp,0.4187678254194361,0.3184630878795003,7,0.081108117190367,0.9329340698616432,-0.04291608437773854,0.5121816695913194,-0.4616839097971746,0.5633633355123413,16046.723986279207,7052.322695008263,7,5,ECM Regulators,Matrisome-associated,0.4187678254194361,0.8518259526712761,0.7586648346887684,1.0,1.0
Amy1,0.9653435213889985,0.2682078769685111,3,0.6568676024543534,1.1434020779526506,0.31762840969191436,0.9027973578962665,-0.6477151116970842,1.0385123190182977,14.874547929333332,13.952193429333335,3,1,Non-ECM,Non-ECM,0.9653435213889985,0.4865344754982972,0.2775492058797018,1.0,1.0
Angpt1,0.22365470991707495,0.03255919815103261,2,0.2006318801144833,0.2466775397196666,-0.8875202369280404,0.4277293731777313,-1.1111749468451153,0.39517017502669866,20.974297468777387,20.37741318250068,2,2,Secreted Factors,Matrisome-associated,0.22365470991707495,0.04604565960518331,0.14492996012881693,1.0,1.0
Angpt2,0.2375650760817406,,1,0.2375650760817406,0.2375650760817406,-0.8450658781041086,,-1.0826309541858492,,26.8247525,25.8904525,1,1,Secreted Factors,Matrisome-associated,0.2375650760817406,0.0,,1.0,1.0
Angptl1,0.1209005024686549,,1,0.1209005024686549,0.1209005024686549,-0.4213103003391726,,-0.5422108028078275,,26.78624158640893,26.326989646108046,1,1,Secreted Factors,Matrisome-associated,0.1209005024686549,0.0,,1.0,1.0
Angptl2,0.6060683479185923,0.1799108090217334,4,0.3370779846581158,0.7107643847209542,-0.1963369511010748,1.4474853343644485,-0.8024052990196673,1.393599627567458,18.810156224669527,17.873515924327677,4,4,Secreted Factors,Matrisome-associated,0.6060683479185923,0.3736864000628384,0.2963600550721834,1.0,1.0
Angptl7,1.3569083905257102,0.47827167882444516,3,0.817184048313077,1.7280968888274235,0.3493732544632877,0.11344366469629061,-1.0075351360624223,0.44932991627524427,15.096821493999999,13.805025484,3,1,Secreted Factors,Matrisome-associated,1.3569083905257102,0.9109128405143465,0.3522120359233392,1.0,1.0
Anpep,-0.1039826095299488,0.15478254694371266,4,-0.2736370941812208,0.0959403768086782,-0.047263769224879515,0.49656104471193147,0.05671884030506927,0.36525748134794284,14.5765326575,14.6735467555,4,1,Non-ECM,Non-ECM,0.1039826095299488,0.369577470989899,1.4743636840114671,0.25,0.5
Anxa1,-0.09980327501913704,0.24280327685807154,10,-0.5450232056301135,0.2037592289203649,0.2074290056240719,0.8251854852808117,0.30723228064320895,0.7486411304815269,1897726.430389952,1996709.9087415033,10,6,ECM-affiliated Proteins,Matrisome-associated,0.09980327501913704,0.7487824345504784,2.4086844084378853,0.4,0.19999999999999996
Anxa11,-0.10934395283625888,0.1040058762965999,6,-0.2408009286788887,-0.0102655584517721,0.9243627131053618,0.1650621939287195,1.0337066659416208,0.19558202112818737,1423246.0935141249,1744016.0764662244,6,5,ECM-affiliated Proteins,Matrisome-associated,0.10934395283625888,0.2305353702271166,0.9425607260140104,0.0,1.0
Anxa2,-0.19745574963717077,0.21526735485042942,10,-0.4869456015891822,0.0716781722442574,1.1896429203250327,0.6795656110130651,1.3870986699622034,0.6337927998781268,10845472.808679122,9531523.860487554,10,6,ECM-affiliated Proteins,Matrisome-associated,0.19745574963717077,0.5586237738334396,1.084712109596193,0.2,0.6
Anxa3,-0.07594432923141455,0.1148513106855236,5,-0.2747115014026218,0.0013030407549075,0.9414586146487082,0.5079040349126044,1.0174029438801226,0.5372602883740515,1866845.1734619234,3509992.8379387604,5,4,ECM-affiliated Proteins,Matrisome-associated,0.07594432923141455,0.2760145421575293,1.4926546482730598,0.2,0.6
Anxa4,0.0467552117494583,0.16796531383831131,6,-0.1432710041874589,0.3271331493663497,0.5631964093631309,0.6997888723757051,0.5164411976136726,0.8622047101396534,2830545.768719698,3969533.5958588608,6,5,ECM-affiliated Proteins,Matrisome-associated,0.0467552117494583,0.4704041535538086,3.5172143036349657,0.5,0.0
Anxa5,0.030355841682335606,0.36362679988885044,10,-0.2144226069708943,1.040171150201243,1.63868180970961,0.524692906223992,1.608325968027274,0.6394112966999244,11881860.97919093,20153330.730516113,10,6,ECM-affiliated Proteins,Matrisome-associated,0.030355841682335606,1.2545937571721373,11.596780069651281,0.3,0.4
Anxa6,-0.06515602512342758,0.12634346994686957,9,-0.179269827081322,0.2474568245426125,0.8209009260503585,1.0014189974717025,0.8860569511737861,1.0202237490920893,3108705.4511629893,4624522.676786491,6,5,ECM-affiliated Proteins,Matrisome-associated,0.06515602512342758,0.4267266516239345,1.9097802461854383,0.1111111111111111,0.7777777777777778
Anxa7,-0.10858801078068565,0.06300869806927499,6,-0.2072118643204487,-0.0319119555914308,1.0180731122954632,0.6435370310741578,1.1266611230761487,0.617506250000883,2119884.3408484356,3010066.3060744465,6,5,ECM-affiliated Proteins,Matrisome-associated,0.10858801078068565,0.1752999087290179,0.574959775439048,0.0,1.0
Anxa8,-0.1069788850805807,,1,-0.1069788850805807,-0.1069788850805807,-0.8758597028353509,,-0.7688808177547701,,26.72812,26.8718775,1,1,ECM-affiliated Proteins,Matrisome-associated,0.1069788850805807,0.0,,0.0,1.0
Anxa9,-0.1051178254585546,,1,-0.1051178254585546,-0.1051178254585546,-0.1498701696610321,,-0.0447523442024775,,29.00631,29.136985,1,1,ECM-affiliated Proteins,Matrisome-associated,0.1051178254585546,0.0,,0.0,1.0
Aoc3,-0.3222148724611824,0.3653670604163595,4,-0.7716650071838969,0.1203846417648779,0.016520587910035026,0.052259820379694594,0.33873546037121743,0.3999833795347083,14.615370654,14.904394986,4,1,Non-ECM,Non-ECM,0.3222148724611824,0.8920496489487748,1.1304153723936063,0.25,0.5
Apoa1,-0.39560644246021776,0.10213241591243125,4,-0.5020961936434856,-0.3002206804907523,1.1819745356076032,0.19529207634555895,1.5775809780678212,0.2632556168530588,15.7269116895,16.0546655765,4,1,Non-ECM,Non-ECM,0.39560644246021776,0.20187551315273328,0.25751577629169703,0.0,1.0
Apoa2,-0.3321928697678335,0.2438985001584041,4,-0.5466285363166885,0.0181390812980735,1.3228402771651604,0.6139604181450032,1.6550331469329937,0.5658418932915991,15.893047304000001,16.144751038,4,1,Non-ECM,Non-ECM,0.3321928697678335,0.564767617614762,0.7320039601338135,0.25,0.5
Apoa4,-0.21828257410636423,0.07558070623081226,4,-0.3046027763475607,-0.1202722843839592,0.24801943644654606,0.5250852949061019,0.4663020105529103,0.4579800804743812,14.8639151665,15.053733883500001,4,1,Non-ECM,Non-ECM,0.21828257410636423,0.18433049196360152,0.344672651435364,0.0,1.0
