Protein_ID,Protein_Name,Gene_Symbol,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Method,Study_ID,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Match_Level,Match_Confidence,Abundance_Young_log2,Abundance_Old_log2,Zscore_Young,Zscore_Old,Zscore_Delta
A0A087WXF0,Methyl-CpG-binding protein 2 OS=Homo sapiens GN=MECP2 PE=1 SV=1,MECP2,Kidney_Glomerular,Glomerular,Homo sapiens,95358.8147076671,88213.12948355342,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,16.54109381207153,16.42872213400848,1.0897053890757236,1.0576264702911118,-0.032078918784611776
A0A087WXF6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens GN=NDUFS7 PE=1 SV=1",NDUFS7,Kidney_Glomerular,Glomerular,Homo sapiens,2846.33732963811,5314.137171402103,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,11.475397706778761,12.375891209522496,-0.45735419761807156,-0.26706657609472306,0.1902876215233485
A0A087WXM2,Glutathione S-transferase OS=Homo sapiens GN=GSTA3 PE=1 SV=1,GSTA3,Kidney_Glomerular,Glomerular,Homo sapiens,11926.708530674863,5940.565286274904,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,13.54202928855376,12.536627339132309,0.17379345401635146,-0.21452897036568658,-0.388322424382038
A0A087WXV4,Hepatocyte nuclear factor 4-alpha OS=Homo sapiens GN=HNF4A PE=1 SV=1,HNF4A,Kidney_Glomerular,Glomerular,Homo sapiens,379.02431758074744,1955.085222745104,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,8.569947928674788,10.933753511676846,-1.3446762634199898,-0.7384382705626588,0.606237992857331
A0A087WY00,Unconventional myosin-Va OS=Homo sapiens GN=MYO5A PE=1 SV=1,MYO5A,Kidney_Glomerular,Glomerular,Homo sapiens,2525.502217202003,1849.4728763731937,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,11.302925730695502,10.85367827390267,-0.5100270027942136,-0.7646113610871783,-0.25458435829296466
A0A087WY71,AP-2 complex subunit mu OS=Homo sapiens GN=AP2M1 PE=1 SV=1,AP2M1,Kidney_Glomerular,Glomerular,Homo sapiens,40635.58988380143,30791.817413769797,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,15.310491719549555,14.910306253522569,0.7138804826719597,0.561322776433806,-0.15255770623815368
A0A087WYA1,Unconventional myosin-XV OS=Homo sapiens GN=MYO15A PE=4 SV=1,MYO15A,Kidney_Glomerular,Glomerular,Homo sapiens,247693.0660631083,231070.50232356705,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,17.918199781196822,17.81797981995594,1.5102724635993154,1.5117140033026408,0.0014415397033253896
A0A087WYC5,Ig gamma-1 chain C region OS=Homo sapiens GN=IGHG1 PE=1 SV=1,IGHG1,Kidney_Glomerular,Glomerular,Homo sapiens,631885.8106349233,503311.5444564507,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,19.269306627205488,18.94109503014879,1.9228994264724701,1.8788112094169884,-0.044088217055481715
A0A087WYD8,Amine oxidase OS=Homo sapiens GN=AOC1 PE=1 SV=1,AOC1,Kidney_Glomerular,Glomerular,Homo sapiens,14147.33924733509,11640.568082414817,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,13.788345096899969,13.506997777345196,0.24901810720036047,0.10264265506599068,-0.14637545213436978
A0A087WYG8,Alpha-internexin OS=Homo sapiens GN=INA PE=1 SV=1,INA,Kidney_Glomerular,Glomerular,Homo sapiens,10506.46003472342,21637.847629952685,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,13.359126348738268,14.401336050487735,0.11793504076088815,0.3949626934842955,0.27702765272340735
A0A087WYS1,UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens GN=UGP2 PE=1 SV=1,UGP2,Kidney_Glomerular,Glomerular,Homo sapiens,3430.536993499183,6578.696564193033,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,11.74463919232337,12.683805337402545,-0.37512806073783833,-0.1664229243642007,0.20870513637363763
A0A087WYT3,Prostaglandin E synthase 3 OS=Homo sapiens GN=PTGES3 PE=1 SV=1,PTGES3,Kidney_Glomerular,Glomerular,Homo sapiens,63996.77138054153,80216.26245705776,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,15.96573404600236,16.29162511225614,0.9139909712753364,1.0128154542928143,0.09882448301747793
A0A087WYU1,Sorting nexin OS=Homo sapiens GN=SNX9 PE=1 SV=1,SNX9,Kidney_Glomerular,Glomerular,Homo sapiens,1029.215119653063,6116.3138401700235,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0,10.008729903286158,12.57868257807341,-0.9052733855688905,-0.2007829534142301,0.7044904321546603
A0A087WYV8,Fibrillin-2 OS=Homo sapiens GN=FBN2 PE=1 SV=1,FBN2,Kidney_Glomerular,Glomerular,Homo sapiens,124031.13900176452,111786.5962209536,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,FBN2,ECM Glycoproteins,Core matrisome,exact_gene,100,16.920354472232063,16.770400592284503,1.2055312949258852,1.1693062038431556,-0.03622509108272953
A0A087WYX9,Collagen alpha-2(V) chain OS=Homo sapiens GN=COL5A2 PE=1 SV=1,COL5A2,Kidney_Glomerular,Glomerular,Homo sapiens,0.0,15.365068455657434,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,COL5A2,Collagens,Core matrisome,exact_gene,100,0.0,4.032547732126803,-3.961931587257998,-2.9941403904351134,0.9677911968228847
